,CODIGO,PERIODO_ACADEMICO,NUM_CREDITOS,GPA,real_GPA
5331,33116020,202020,13.0,54.5,4.19
5332,33116021,201610,16.0,51.400000000000006,3.21
5333,33116021,201620,16.0,58.1,3.63
5334,33116021,201710,15.0,51.3,3.42
5335,33116021,201720,13.0,47.099999999999994,3.62
5336,33116021,201810,19.0,66.60000000000001,3.51
5337,33116021,201820,18.0,61.5,3.42
5338,33116021,201910,15.0,54.900000000000006,3.66
5339,33116021,201920,17.0,57.1,3.36
5340,33116021,202010,14.0,54.1,3.86
5341,33116021,202020,17.0,72.6,4.27
5342,33116023,201610,16.0,63.00000000000001,3.94
5343,33116023,201620,15.0,60.29999999999999,4.02
5344,33116023,201710,13.0,56.8,4.37
5345,33116023,201720,19.0,74.6,3.93
5346,33116023,201810,17.0,68.5,4.03
5347,33116023,201820,17.0,68.9,4.05
5348,33116023,201910,18.0,73.1,4.06
5349,33116023,201920,16.0,70.1,4.38
5350,33116023,202010,16.0,66.1,4.13
5351,33116023,202020,14.0,57.199999999999996,4.09
5352,33116024,201610,16.0,61.099999999999994,3.82
5353,33116024,201620,15.0,60.8,4.05
5354,33116024,201710,13.0,52.800000000000004,4.06
5355,33116024,201720,19.0,70.1,3.69
5356,33116024,201810,17.0,63.5,3.74
5357,33116024,201820,17.0,64.9,3.82
5358,33116024,201910,18.0,75.9,4.22
5359,33116024,201920,16.0,62.9,3.93
5360,33116024,202010,16.0,67.8,4.24
5361,33116024,202020,14.0,62.3,4.45
5362,33116026,201610,13.0,40.7,3.13
5363,33116027,201610,22.0,80.3,3.65
5364,33116027,201620,15.0,60.599999999999994,4.04
5365,33116027,201710,13.0,50.9,3.92
5366,33116027,201720,19.0,69.5,3.66
5367,33116027,201810,17.0,55.199999999999996,3.25
5368,33116027,201820,17.0,60.400000000000006,3.55
5369,33116027,201910,18.0,63.8,3.54
5370,33116027,201920,16.0,56.1,3.51
5371,33116027,202010,15.0,59.3,3.95
5372,33116027,202020,14.0,55.3,3.95
5373,33116029,201610,14.0,42.7,3.05
5374,33116030,201610,16.0,60.2,3.76
5375,33116030,201620,15.0,59.5,3.97
5376,33116030,201710,13.0,53.099999999999994,4.08
5377,33116030,201720,19.0,73.80000000000001,3.88
5378,33116030,201810,17.0,63.900000000000006,3.76
5379,33116030,201820,17.0,65.8,3.87
5380,33116030,201910,18.0,68.0,3.78
5381,33116030,201920,16.0,58.300000000000004,3.64
5382,33116030,202010,16.0,63.8,3.99
5383,33116030,202020,14.0,58.7,4.19
5384,33116031,201610,13.0,34.2,2.63
5385,33116033,201610,16.0,64.39999999999999,4.02
5386,33116033,201620,17.0,69.0,4.06
5387,33116033,201710,17.0,69.9,4.11
5388,33116033,201720,21.0,82.19999999999999,3.91
5389,33116033,201810,17.0,59.7,3.51
5390,33116033,201820,17.0,61.8,3.64
5391,33116033,201910,16.0,59.900000000000006,3.74
5392,33116033,201920,15.0,58.4,3.89
5393,33116033,202010,13.0,53.099999999999994,4.08
5394,33116033,202020,13.0,53.3,4.1
5395,33116033,202110,2.0,9.6,4.8
5396,33116034,201610,16.0,62.800000000000004,3.92
5397,33116034,201620,15.0,58.3,3.89
5398,33116034,201710,13.0,56.199999999999996,4.32
5399,33116034,201720,19.0,70.5,3.71
5400,33116034,201810,17.0,64.10000000000001,3.77
5401,33116034,201820,17.0,67.1,3.95
5402,33116034,201910,18.0,72.7,4.04
5403,33116034,201920,16.0,64.1,4.01
5404,33116034,202010,16.0,63.60000000000001,3.98
5405,33116034,202020,14.0,58.0,4.14
5406,33116035,201610,14.0,49.3,3.52
5407,33116035,201620,16.0,51.49999999999999,3.22
5408,33116036,201610,16.0,53.5,3.34
5409,33116036,201620,14.0,51.1,3.65
5410,33116036,201710,21.0,81.0,3.86
5411,33116036,201720,17.0,58.0,3.41
5412,33116036,201810,16.0,49.2,3.08
5413,33116036,201820,17.0,59.10000000000001,3.48
5414,33116036,201910,17.0,58.80000000000001,3.46
5415,33116036,201920,16.0,54.5,3.41
5416,33116036,202010,15.0,58.10000000000001,3.87
5417,33116036,202020,16.0,61.5,3.84
5418,33116037,201610,16.0,50.699999999999996,3.17
5419,33116037,201620,15.0,48.699999999999996,3.25
5420,33116037,201710,13.0,49.800000000000004,3.83
5421,33116037,201720,17.0,53.9,3.17
5422,33116037,201810,17.0,49.3,2.9
5423,33116037,201820,17.0,59.50000000000001,3.5
5424,33116037,201910,16.0,56.6,3.54
5425,33116037,201920,18.0,64.89999999999999,3.61
5426,33116037,202010,16.0,59.29999999999999,3.71
5427,33116037,202020,15.0,62.300000000000004,4.15
5428,33116038,201610,16.0,63.6,3.98
5429,33116038,201620,15.0,59.7,3.98
5430,33116038,201710,13.0,53.8,4.14
5431,33116038,201720,19.0,66.9,3.52
5432,33116038,201810,17.0,54.2,3.19
5433,33116038,201820,17.0,58.60000000000001,3.45
5434,33116038,201910,17.0,61.2,3.6
5435,33116038,201920,18.0,62.0,3.44
5436,33116038,202010,16.0,62.1,3.88
5437,33116038,202020,14.0,54.099999999999994,3.86
5438,33116039,201610,15.0,6.9,0.46
5439,33116501,201620,22.0,94.1,4.28
5440,33116501,201710,18.0,73.30000000000001,4.07
5441,33116501,201720,16.0,64.20000000000002,4.01
5442,33116501,201810,19.0,68.0,3.58
5443,33116501,201820,17.0,65.49999999999999,3.85
5444,33116501,201910,9.0,33.0,3.67
5445,33116501,201920,9.0,30.1,3.34
5446,33116501,202010,9.0,36.0,4.0
5447,33116501,202020,9.0,38.5,4.28
5448,33116502,201620,16.0,18.3,1.14
5449,33116503,201620,14.0,49.099999999999994,3.51
5450,33116503,201710,15.0,52.1,3.47
5451,33116504,201620,16.0,67.7,4.23
5452,33116504,201710,15.0,60.800000000000004,4.05
5453,33116504,201720,15.0,63.1,4.21
5454,33116504,201810,23.0,89.80000000000001,3.9
5455,33116504,201820,15.0,64.2,4.28
5456,33116504,201920,17.0,58.7,3.45
5457,33116505,201620,16.0,58.2,3.64
5458,33116505,201710,15.0,56.699999999999996,3.78
5459,33116505,201720,15.0,58.39999999999999,3.89
5460,33116505,201810,19.0,65.7,3.46
5461,33116505,201820,17.0,56.2,3.31
5462,33116505,201910,17.0,61.6,3.62
5463,33116505,201920,16.0,56.599999999999994,3.54
5464,33116505,201921,3.0,9.0,3.0
5465,33116505,202010,17.0,64.80000000000001,3.81
5466,33116505,202020,16.0,62.7,3.92
5467,33116506,201620,16.0,59.19999999999999,3.7
5468,33116506,201710,15.0,54.60000000000001,3.64
5469,33116506,201720,13.0,50.5,3.88
5470,33116506,201810,19.0,65.4,3.44
5471,33116506,201820,17.0,58.0,3.41
5472,33116506,201910,17.0,57.1,3.36
5473,33116506,201920,18.0,61.30000000000001,3.41
5474,33116506,201921,3.0,9.3,3.1
5475,33116506,202010,16.0,57.8,3.61
5476,33116507,201620,16.0,69.49999999999999,4.34
5477,33116507,201710,15.0,58.7,3.91
5478,33116507,201720,7.0,32.4,4.63
5479,33116507,201810,21.0,84.0,4.0
5480,33116507,201820,21.0,80.39999999999999,3.83
5481,33116507,201910,17.0,66.4,3.91
5482,33116507,201920,18.0,73.3,4.07
5483,33116507,202010,16.0,65.4,4.09
5484,33116507,202020,16.0,71.0,4.44
5485,33116508,201620,16.0,58.699999999999996,3.67
5486,33116508,201710,15.0,52.1,3.47
5487,33116508,201720,13.0,47.900000000000006,3.68
5488,33116508,201810,18.0,61.6,3.42
5489,33116508,201820,17.0,55.900000000000006,3.29
5490,33116508,201910,9.0,32.599999999999994,3.62
5491,33116508,201920,16.0,52.2,3.26
5492,33116508,202010,18.0,72.3,4.02
5493,33116508,202020,16.0,63.89999999999999,3.99
5494,33116509,201620,16.0,66.5,4.16
5495,33116509,201710,15.0,61.9,4.13
5496,33116509,201720,13.0,59.7,4.59
5497,33116509,201810,19.0,68.4,3.6
5498,33116509,201820,17.0,59.3,3.49
5499,33116509,201910,17.0,60.3,3.55
5500,33116509,201920,18.0,68.2,3.79
5501,33116509,202010,16.0,59.3,3.71
5502,33116509,202020,16.0,62.099999999999994,3.88
5503,33116511,201620,16.0,61.099999999999994,3.82
5504,33116511,201710,15.0,57.599999999999994,3.84
5505,33116511,201720,13.0,54.0,4.15
5506,33116511,201810,19.0,67.2,3.54
5507,33116511,201820,21.0,70.3,3.35
5508,33116511,201910,17.0,63.3,3.72
5509,33116511,201920,18.0,70.10000000000001,3.89
5510,33116511,202010,16.0,64.39999999999999,4.02
5511,33116511,202020,16.0,67.89999999999999,4.24
5512,33116512,201620,15.0,53.2,3.55
5513,33116512,201710,14.0,54.00000000000001,3.86
5514,33116512,201720,13.0,51.8,3.98
5515,33116512,201810,19.0,63.0,3.32
5516,33116512,201820,17.0,49.5,2.91
5517,33116512,201910,17.0,53.800000000000004,3.16
5518,33116512,201920,17.0,63.400000000000006,3.73
5519,33116512,202010,17.0,61.6,3.62
5520,33116512,202020,13.0,51.900000000000006,3.99
5521,33116513,201620,16.0,63.6,3.98
5522,33116513,201710,15.0,59.2,3.95
5523,33116513,201720,13.0,57.9,4.45
5524,33116513,201810,19.0,73.3,3.86
5525,33116513,201820,17.0,63.4,3.73
5526,33116513,201910,17.0,70.3,4.14
5527,33116513,201920,18.0,78.10000000000001,4.34
5528,33116513,202010,16.0,69.4,4.34
5529,33116513,202020,16.0,70.8,4.42
5530,33116514,201620,16.0,64.9,4.06
5531,33116514,201710,15.0,58.99999999999999,3.93
5532,33116514,201720,13.0,53.900000000000006,4.15
5533,33116514,201810,17.0,64.0,3.76
5534,33116514,201820,19.0,76.5,4.03
5535,33116514,201910,17.0,67.1,3.95
5536,33116514,201920,18.0,74.60000000000001,4.14
5537,33116514,202010,16.0,66.9,4.18
5538,33116514,202020,16.0,70.19999999999999,4.39
5539,33116516,201620,16.0,63.1,3.94
5540,33116516,201710,15.0,54.599999999999994,3.64
5541,33116516,201720,13.0,56.7,4.36
5542,33116516,201810,17.0,59.89999999999999,3.52
5543,33116516,201820,18.0,63.79999999999999,3.54
5544,33116516,201910,16.0,53.900000000000006,3.37
5545,33116516,201920,11.0,39.2,3.56
5546,33116516,202010,17.0,64.39999999999999,3.79
5547,33116516,202020,16.0,59.0,3.69
5548,33116517,201620,16.0,66.29999999999998,4.14
5549,33116517,201710,15.0,56.7,3.78
5550,33116517,201720,13.0,53.400000000000006,4.11
5551,33116517,201810,17.0,62.300000000000004,3.66
5552,33116517,201820,19.0,70.89999999999999,3.73
5553,33116517,201910,17.0,65.60000000000001,3.86
5554,33116517,201920,18.0,73.1,4.06
5555,33116517,202010,16.0,65.7,4.11
5556,33116517,202020,16.0,71.5,4.47
5557,33116525,201620,26.0,106.3,4.09
5558,33116525,201710,12.0,38.0,3.17
5559,33116525,201720,10.0,34.800000000000004,3.48
5560,33116525,201810,19.0,72.6,3.82
5561,33116525,201820,21.0,75.0,3.57
5562,33116525,201910,17.0,59.8,3.52
5563,33116525,201920,18.0,67.2,3.73
5564,33116525,202010,16.0,63.199999999999996,3.95
5565,33116525,202020,19.0,77.9,4.1
5566,33116526,201620,16.0,57.0,3.56
5567,33116527,201620,16.0,0.0,0.0
5568,33117001,201710,16.0,58.599999999999994,3.66
5569,33117001,201720,15.0,48.800000000000004,3.25
5570,33117001,201810,13.0,27.6,2.12
5571,33117001,201820,13.0,38.3,2.95
5572,33117001,201910,4.0,12.8,3.2
5573,33117001,202010,19.0,67.3,3.54
5574,33117001,202020,17.0,66.1,3.89
5575,33117002,201710,39.0,146.8,3.76
5576,33117002,201720,12.0,47.0,3.92
5577,33117002,201810,17.0,42.0,2.47
5578,33117003,201710,16.0,61.3,3.83
5579,33117003,201720,15.0,53.1,3.54
5580,33117003,201810,13.0,49.9,3.84
5581,33117003,201820,19.0,51.3,2.7
5582,33117003,201910,15.0,46.1,3.07
5583,33117003,201920,16.0,45.6,2.85
5584,33117003,202010,17.0,55.199999999999996,3.25
5585,33117003,202020,17.0,70.1,4.12
5586,33117005,201710,16.0,68.1,4.26
5587,33117005,201720,15.0,63.9,4.26
5588,33117005,201810,13.0,59.69999999999999,4.59
5589,33117005,201820,19.0,78.0,4.11
5590,33117005,201910,17.0,70.6,4.15
5591,33117005,201920,17.0,71.7,4.22
5592,33117005,202010,18.0,77.69999999999999,4.32
5593,33117005,202020,16.0,70.1,4.38
5594,33117006,201710,16.0,61.49999999999999,3.84
5595,33117006,201720,15.0,61.7,4.11
5596,33117006,201810,13.0,59.199999999999996,4.55
5597,33117006,201820,19.0,71.0,3.74
5598,33117006,201910,17.0,67.4,3.96
5599,33117006,201920,17.0,69.69999999999999,4.1
5600,33117006,202010,18.0,76.30000000000001,4.24
5601,33117006,202020,16.0,67.1,4.19
5602,33117010,201710,16.0,57.60000000000001,3.6
5603,33117010,201720,15.0,52.9,3.53
5604,33117010,201810,13.0,46.89999999999999,3.61
5605,33117010,201820,19.0,64.39999999999999,3.39
5606,33117010,201910,17.0,54.5,3.21
5607,33117010,201920,16.0,53.4,3.34
5608,33117010,202010,17.0,66.30000000000001,3.9
5609,33117010,202020,16.0,65.5,4.09
5610,33117011,201710,16.0,58.099999999999994,3.63
5611,33117011,201720,15.0,52.2,3.48
5612,33117011,201810,13.0,52.0,4.0
5613,33117011,201820,19.0,66.0,3.47
5614,33117011,201910,17.0,60.0,3.53
5615,33117011,201920,17.0,60.2,3.54
5616,33117011,202010,17.0,69.2,4.07
5617,33117011,202020,16.0,66.6,4.16
5618,33117012,201710,16.0,72.0,4.5
5619,33117012,201720,15.0,66.9,4.46
5620,33117012,201810,13.0,59.0,4.54
5621,33117012,201820,19.0,80.5,4.24
5622,33117012,201910,17.0,74.8,4.4
5623,33117012,201920,17.0,76.6,4.51
5624,33117012,202010,18.0,80.10000000000002,4.45
5625,33117012,202020,16.0,72.7,4.54
5626,33117013,201710,16.0,31.599999999999998,1.98
5627,33117014,201710,16.0,66.4,4.15
5628,33117014,201720,15.0,60.400000000000006,4.03
5629,33117014,201810,13.0,56.3,4.33
5630,33117014,201820,19.0,74.19999999999999,3.91
5631,33117014,201910,17.0,63.0,3.71
5632,33117014,201920,17.0,68.7,4.04
5633,33117014,202010,18.0,75.5,4.19
5634,33117014,202020,16.0,70.9,4.43
5635,33117015,201710,16.0,72.7,4.54
5636,33117015,201720,15.0,66.5,4.43
5637,33117015,201810,13.0,59.8,4.6
5638,33117015,201820,19.0,82.6,4.35
5639,33117015,201910,17.0,72.0,4.24
5640,33117015,201920,17.0,74.2,4.36
5641,33117015,202010,18.0,80.7,4.48
5642,33117015,202020,16.0,73.89999999999999,4.62
5643,33117017,201710,16.0,64.1,4.01
5644,33117017,201720,15.0,60.400000000000006,4.03
5645,33117017,201810,13.0,59.2,4.55
5646,33117017,201820,19.0,74.60000000000001,3.93
5647,33117017,201910,17.0,65.0,3.82
5648,33117017,201920,17.0,63.199999999999996,3.72
5649,33117017,202010,18.0,74.3,4.13
5650,33117017,202020,16.0,67.7,4.23
5651,33117018,201710,16.0,57.400000000000006,3.59
5652,33117018,201720,15.0,54.300000000000004,3.62
5653,33117018,201810,13.0,45.6,3.51
5654,33117018,201820,19.0,60.2,3.17
5655,33117018,201910,15.0,46.0,3.07
5656,33117018,201920,16.0,49.0,3.06
5657,33117018,202010,17.0,66.0,3.88
5658,33117018,202020,17.0,69.80000000000001,4.11
5659,33117019,201710,16.0,54.7,3.42
5660,33117019,201720,13.0,43.199999999999996,3.32
5661,33117019,201820,13.0,34.7,2.67
5662,33117019,201910,11.0,40.800000000000004,3.71
5663,33117019,201920,19.0,57.8,3.04
5664,33117019,202010,19.0,68.19999999999999,3.59
5665,33117019,202020,17.0,59.2,3.48
5666,33117021,201710,16.0,52.0,3.25
5667,33117021,201720,16.0,51.3,3.21
5668,33117021,201810,14.0,42.699999999999996,3.05
5669,33117021,201820,9.0,14.8,1.64
5670,33117021,201910,5.0,11.2,2.24
5671,33117022,201710,16.0,50.5,3.16
5672,33117022,201720,16.0,50.5,3.16
5673,33117022,201810,14.0,48.1,3.44
5674,33117022,201820,11.0,27.6,2.51
5675,33117022,201910,18.0,24.800000000000004,1.38
5676,33117023,201710,16.0,68.1,4.26
5677,33117023,201720,15.0,63.0,4.2
5678,33117023,201810,13.0,60.0,4.62
5679,33117023,201820,19.0,75.7,3.98
5680,33117023,201910,17.0,67.8,3.99
5681,33117023,201920,17.0,71.30000000000001,4.19
5682,33117023,202010,18.0,79.0,4.39
5683,33117023,202020,16.0,71.1,4.44
5684,33117024,201710,9.0,31.9,3.54
5685,33117024,201720,15.0,55.99999999999999,3.73
5686,33117025,201710,16.0,59.9,3.74
5687,33117025,201720,15.0,59.099999999999994,3.94
5688,33117027,201710,16.0,51.2,3.2
5689,33117027,201720,15.0,45.400000000000006,3.03
5690,33117027,201810,14.0,49.099999999999994,3.51
5691,33117027,201820,12.0,40.3,3.36
5692,33117027,201910,10.0,29.8,2.98
5693,33117027,201920,19.0,55.4,2.92
5694,33117027,202010,17.0,60.599999999999994,3.56
5695,33117027,202020,17.0,62.6,3.68
5696,33117028,201710,16.0,61.10000000000001,3.82
5697,33117029,201710,16.0,56.099999999999994,3.51
5698,33117029,201720,15.0,54.99999999999999,3.67
5699,33117029,201810,13.0,50.7,3.9
5700,33117029,201820,19.0,63.20000000000001,3.33
5701,33117029,202010,17.0,67.69999999999999,3.98
5702,33117030,201710,16.0,50.599999999999994,3.16
5703,33117030,201720,12.0,38.0,3.17
5704,33117031,201710,16.0,54.69999999999999,3.42
5705,33117032,201710,16.0,49.9,3.12
5706,33117032,201720,10.0,33.5,3.35
5707,33117032,201810,12.0,38.2,3.18
5708,33117032,201910,10.0,31.5,3.15
5709,33117032,201920,5.0,13.799999999999999,2.76
5710,33117033,201710,15.0,26.400000000000006,1.76
5711,33117035,201710,16.0,58.3,3.64
5712,33117035,201720,15.0,41.900000000000006,2.79
5713,33117035,201810,10.0,31.200000000000003,3.12
5714,33117035,201820,13.0,5.5,0.42
5715,33117035,201910,4.0,10.8,2.7
5716,33117036,201710,16.0,44.5,2.78
5717,33117038,201710,16.0,64.8,4.05
5718,33117038,201720,15.0,62.8,4.19
5719,33117038,201810,13.0,60.2,4.63
5720,33117038,201820,19.0,77.6,4.08
5721,33117038,201910,17.0,69.4,4.08
5722,33117038,201920,17.0,74.0,4.35
5723,33117038,202010,13.0,65.0,5.0
5724,33117038,202020,18.0,82.9,4.61
5725,33117039,201710,9.0,32.7,3.63
5726,33117039,201720,8.0,33.4,4.18
5727,33117040,201710,16.0,57.1,3.57
5728,33117043,201710,16.0,51.199999999999996,3.2
5729,33117043,201720,14.0,47.800000000000004,3.41
5730,33117043,201810,12.0,35.7,2.98
5731,33117043,201820,10.0,25.5,2.55
5732,33117043,201910,5.0,18.9,3.78
5733,33117043,201920,12.0,27.2,2.27
5734,33117043,202010,18.0,67.4,3.74
5735,33117043,202020,16.0,68.2,4.26
5736,33117501,201720,16.0,59.5,3.72
5737,33117501,201810,15.0,60.2,4.01
5738,33117501,201820,13.0,53.099999999999994,4.08
5739,33117501,201910,19.0,69.6,3.66
5740,33117501,201920,17.0,59.5,3.5
5741,33117501,202010,17.0,71.0,4.18
5742,33117501,202020,18.0,80.69999999999999,4.48
5743,33117502,201720,16.0,58.3,3.64
5744,33117503,201720,16.0,58.900000000000006,3.68
5745,33117503,201810,15.0,57.6,3.84
5746,33117503,201820,13.0,47.5,3.65
5747,33117503,201910,19.0,61.599999999999994,3.24
5748,33117503,201920,17.0,57.70000000000001,3.39
5749,33117503,202010,17.0,55.300000000000004,3.25
5750,33117504,201720,15.0,57.1,3.81
5751,33117504,201810,14.0,56.099999999999994,4.01
5752,33117504,201820,13.0,49.400000000000006,3.8
5753,33117504,201910,19.0,69.0,3.63
5754,33117504,201920,17.0,63.199999999999996,3.72
5755,33117504,202010,17.0,66.5,3.91
5756,33117504,202020,17.0,76.0,4.47
5757,33117506,201720,16.0,66.9,4.18
5758,33117506,201810,15.0,65.19999999999999,4.35
5759,33117506,201820,13.0,53.60000000000001,4.12
5760,33117506,201910,19.0,74.5,3.92
5761,33117506,201920,17.0,62.199999999999996,3.66
5762,33117506,202010,17.0,69.7,4.1
5763,33117506,202020,18.0,82.4,4.58
5764,33117507,201720,16.0,60.9,3.81
5765,33117507,201810,15.0,58.69999999999999,3.91
5766,33117507,201820,11.0,43.10000000000001,3.92
5767,33117509,201720,16.0,70.0,4.38
5768,33117509,201810,15.0,55.8,3.72
5769,33117509,201820,13.0,53.800000000000004,4.14
5770,33117509,201910,22.0,93.39999999999998,4.25
5771,33117509,201920,17.0,73.8,4.34
5772,33117509,202010,17.0,76.9,4.52
5773,33117509,202020,18.0,86.6,4.81
5774,33117511,201720,16.0,68.3,4.27
5775,33117511,201810,15.0,67.3,4.49
5776,33117511,202010,13.0,59.19999999999999,4.55
5777,33117511,202020,19.0,85.6,4.51
5778,33117513,201720,16.0,70.2,4.39
5779,33117513,201810,15.0,63.99999999999999,4.27
5780,33117513,201820,13.0,55.199999999999996,4.25
5781,33117513,201910,19.0,79.0,4.16
5782,33117513,201920,17.0,73.0,4.29
5783,33117513,202010,17.0,75.1,4.42
5784,33117513,202020,18.0,82.80000000000001,4.6
5785,33117514,201720,16.0,69.9,4.37
5786,33117514,201810,17.0,74.6,4.39
5787,33117514,201820,13.0,53.0,4.08
5788,33117514,201910,19.0,72.6,3.82
5789,33117514,201920,17.0,61.400000000000006,3.61
5790,33117514,202010,17.0,68.9,4.05
5791,33117514,202020,18.0,84.30000000000001,4.68
5792,33117515,201720,16.0,59.5,3.72
5793,33117515,201810,15.0,56.89999999999999,3.79
5794,33117515,201820,13.0,52.099999999999994,4.01
5795,33117515,201910,19.0,69.9,3.68
5796,33117515,201920,17.0,61.3,3.61
5797,33117515,202010,19.0,75.3,3.96
5798,33117515,202020,9.0,38.699999999999996,4.3
5799,33117517,201720,16.0,59.3,3.71
5800,33117517,201810,15.0,63.5,4.23
5801,33117517,201820,13.0,50.9,3.92
5802,33117517,201910,19.0,68.0,3.58
5803,33117517,201920,17.0,60.3,3.55
5804,33117517,202010,17.0,64.6,3.8
5805,33117517,202020,18.0,77.5,4.31
5806,33117518,201720,16.0,55.6,3.48
5807,33117518,201810,15.0,51.6,3.44
5808,33117518,201820,11.0,38.2,3.47
5809,33117518,201910,16.0,50.6,3.16
5810,33117518,201920,16.0,45.2,2.82
5811,33117518,202010,16.0,59.0,3.69
5812,33117518,202020,17.0,62.3,3.66
5813,33117526,201720,16.0,60.3,3.77
5814,33117526,201810,15.0,23.9,1.59
5815,33117528,201720,16.0,63.89999999999999,3.99
5816,33118001,201810,40.0,157.3,3.93
5817,33118001,201820,14.0,61.400000000000006,4.39
5818,33118001,201910,10.0,40.0,4.0
5819,33118001,201920,17.0,69.30000000000001,4.08
5820,33118001,202010,8.0,34.400000000000006,4.3
5821,33118002,201810,20.0,76.0,3.8
5822,33118002,201820,15.0,57.8,3.85
5823,33118002,201910,13.0,43.4,3.34
5824,33118002,201920,16.0,55.400000000000006,3.46
5825,33118002,202010,16.0,62.400000000000006,3.9
5826,33118002,202020,17.0,71.6,4.21
5827,33118003,201810,16.0,61.50000000000001,3.84
5828,33118003,201820,15.0,57.9,3.86
5829,33118003,201910,13.0,52.6,4.05
5830,33118003,201920,19.0,68.2,3.59
5831,33118003,202010,17.0,65.49999999999999,3.85
5832,33118003,202020,13.0,51.800000000000004,3.98
5833,33118004,201810,16.0,62.099999999999994,3.88
5834,33118004,201820,15.0,54.599999999999994,3.64
5835,33118004,201910,13.0,52.0,4.0
5836,33118004,201920,19.0,64.8,3.41
5837,33118004,202010,17.0,62.5,3.68
5838,33118004,202020,17.0,65.3,3.84
5839,33118005,201810,16.0,55.099999999999994,3.44
5840,33118005,201820,15.0,45.3,3.02
5841,33118005,201910,13.0,48.6,3.74
5842,33118005,201920,17.0,51.6,3.04
5843,33118005,202010,17.0,57.599999999999994,3.39
5844,33118006,201810,16.0,58.99999999999999,3.69
5845,33118006,201820,15.0,52.29999999999999,3.49
5846,33118006,201910,14.0,52.5,3.75
5847,33118006,201920,19.0,60.6,3.19
5848,33118006,202010,17.0,66.60000000000001,3.92
5849,33118006,202020,16.0,69.6,4.35
5850,33118007,201810,21.0,75.4,3.59
5851,33118007,201820,12.0,44.3,3.69
5852,33118007,201910,11.0,39.300000000000004,3.57
5853,33118007,201920,17.0,58.300000000000004,3.43
5854,33118007,202010,17.0,67.8,3.99
5855,33118007,202020,16.0,68.19999999999999,4.26
5856,33118008,201810,15.0,52.60000000000001,3.51
5857,33118008,201820,14.0,44.900000000000006,3.21
5858,33118008,201910,13.0,44.800000000000004,3.45
5859,33118008,201920,21.0,74.8,3.56
5860,33118008,202010,16.0,61.4,3.84
5861,33118008,202020,17.0,68.9,4.05
5862,33118009,201810,16.0,63.9,3.99
5863,33118009,201820,15.0,60.6,4.04
5864,33118009,201910,13.0,48.7,3.75
5865,33118009,201920,19.0,63.70000000000001,3.35
5866,33118009,202010,17.0,64.4,3.79
5867,33118009,202020,17.0,67.5,3.97
5868,33118010,201810,16.0,63.4,3.96
5869,33118010,201820,15.0,53.300000000000004,3.55
5870,33118010,201910,13.0,48.5,3.73
5871,33118010,201920,19.0,64.2,3.38
5872,33118010,202010,17.0,68.00000000000001,4.0
5873,33118010,202020,17.0,69.39999999999999,4.08
5874,33118013,201810,16.0,58.199999999999996,3.64
5875,33118013,201820,15.0,53.4,3.56
5876,33118013,201910,13.0,46.800000000000004,3.6
5877,33118013,201920,19.0,65.1,3.43
5878,33118013,202010,17.0,61.599999999999994,3.62
5879,33118013,202020,16.0,68.1,4.26
5880,33118015,201810,16.0,52.70000000000001,3.29
5881,33118017,201810,16.0,65.5,4.09
5882,33118017,201820,15.0,54.0,3.6
5883,33118017,201910,13.0,51.9,3.99
5884,33118017,201920,19.0,64.89999999999999,3.42
5885,33118017,202010,17.0,63.300000000000004,3.72
5886,33118017,202020,17.0,64.60000000000001,3.8
5887,33118018,201810,16.0,0.4,0.02
5888,33118019,201810,16.0,53.900000000000006,3.37
5889,33118019,201820,15.0,50.3,3.35
5890,33118019,201910,13.0,43.800000000000004,3.37
5891,33118019,201920,19.0,60.800000000000004,3.2
5892,33118019,202010,17.0,59.8,3.52
5893,33118019,202020,16.0,65.7,4.11
5894,33118022,201810,16.0,53.300000000000004,3.33
5895,33118022,201820,15.0,12.3,0.82
5896,33118022,201910,15.0,27.700000000000003,1.85
5897,33118022,201920,5.0,0.0,0.0
5898,33118022,202010,5.0,20.9,4.18
5899,33118022,202020,4.0,15.0,3.75
5900,33118026,201810,16.0,60.1,3.76
5901,33118026,201820,15.0,54.9,3.66
5902,33118026,201910,13.0,50.5,3.88
5903,33118026,201920,19.0,63.3,3.33
5904,33118026,202010,17.0,67.2,3.95
5905,33118026,202020,16.0,68.5,4.28
5906,33118501,201820,16.0,59.199999999999996,3.7
5907,33118501,201910,15.0,58.99999999999999,3.93
5908,33118501,201920,12.0,43.300000000000004,3.61
5909,33118501,202010,19.0,75.8,3.99
5910,33118501,202020,13.0,46.6,3.58
5911,33118502,201820,16.0,58.9,3.68
5912,33118502,201910,15.0,50.0,3.33
5913,33118502,201920,13.0,43.800000000000004,3.37
5914,33118502,202010,16.0,62.89999999999999,3.93
5915,33118502,202020,15.0,57.800000000000004,3.85
5916,33118503,201820,16.0,62.5,3.91
5917,33118503,201910,15.0,61.9,4.13
5918,33118503,201920,13.0,52.199999999999996,4.02
5919,33118503,202010,19.0,77.39999999999999,4.07
5920,33118503,202020,17.0,69.3,4.08
5921,33118504,201820,16.0,65.3,4.08
5922,33118504,201910,15.0,61.0,4.07
5923,33118504,201920,13.0,56.8,4.37
5924,33118504,202010,19.0,78.5,4.13
5925,33118504,202020,17.0,72.5,4.26
5926,33118505,201820,16.0,60.0,3.75
5927,33118505,201910,15.0,57.199999999999996,3.81
