CODIGO,FECHA_SOLICITUD,TIPO
11711513,2014-12-09,reingreso
66412567,2014-12-09,reingreso
33106550,2014-12-10,reingreso
55311027,2014-12-10,aplazamiento
55313061,2014-12-10,reingreso
55313509,2014-12-10,reingreso
55512001,2014-12-10,aplazamiento
55513072,2014-12-10,reingreso
55513511,2014-12-10,aplazamiento
55513550,2014-12-10,reingreso
55613015,2014-12-10,aplazamiento
66109012,2014-12-10,aplazamiento
66112038,2014-12-10,aplazamiento
66212008,2014-12-10,aplazamiento
66311028,2014-12-10,reingreso
66413081,2014-12-10,reingreso
66411557,2014-12-11,aplazamiento
77112505,2014-12-11,aplazamiento
55312074,2014-12-12,reingreso
55312540,2014-12-12,reingreso
55510543,2014-12-12,reingreso
55513094,2014-12-12,reingreso
66411006,2014-12-12,aplazamiento
66411534,2014-12-12,aplazamiento
66213503,2014-12-15,reingreso
66408538,2014-12-15,reingreso
66411079,2014-12-15,reingreso
66613072,2014-12-15,reingreso
77207009,2014-12-15,reingreso
77208502,2014-12-15,reingreso
77210009,2014-12-15,reingreso
77214009,2014-12-15,reingreso
11400527,2014-12-16,reingreso
11500015,2014-12-16,reingreso
11713501,2014-12-16,reingreso
11914003,2014-12-16,aplazamiento
66413009,2014-12-16,aplazamiento
77207009,2014-12-16,reingreso
66409089,2014-12-17,aplazamiento
66407044,2014-12-18,aplazamiento
66410098,2014-12-18,aplazamiento
66408056,2014-12-19,reingreso
77112006,2014-12-19,reingreso
77211020,2015-01-06,aplazamiento
33112548,2015-01-09,reingreso
55313525,2015-01-13,aplazamiento
66410544,2015-01-13,reingreso
66112056,2015-01-14,reingreso
66410518,2015-01-14,aplazamiento
66612507,2015-01-14,reingreso
55109505,2015-01-15,reingreso
55113508,2015-01-15,aplazamiento
55511515,2015-01-15,aplazamiento
55614506,2015-01-15,aplazamiento
66313511,2015-01-15,aplazamiento
77106017,2015-01-15,reingreso
77210012,2015-01-15,reingreso
66411559,2015-01-16,aplazamiento
66412576,2015-01-16,aplazamiento
66109515,2015-01-19,aplazamiento
66212506,2015-01-19,reingreso
66408016,2015-01-19,aplazamiento
66411111,2015-01-19,aplazamiento
66411565,2015-01-19,aplazamiento
66410020,2015-01-20,reingreso
91914517,2015-01-20,aplazamiento
92614502,2015-01-20,aplazamiento
33112514,2015-01-21,reingreso
66414514,2015-01-21,aplazamiento
66613013,2015-01-21,aplazamiento
55107510,2015-01-22,reingreso
55111511,2015-01-22,reingreso
55113501,2015-01-22,reingreso
55313511,2015-01-22,aplazamiento
55313528,2015-01-22,aplazamiento
66412563,2015-01-22,aplazamiento
66612559,2015-01-22,aplazamiento
93914030,2015-01-22,reingreso
93914556,2015-01-22,aplazamiento
66212505,2015-01-23,aplazamiento
66413104,2015-01-23,aplazamiento
66613049,2015-01-23,aplazamiento
77108005,2015-01-23,reingreso
77111010,2015-01-23,aplazamiento
92310508,2015-01-23,reingreso
95814515,2015-01-23,aplazamiento
95814516,2015-01-23,aplazamiento
95814503,2015-01-26,aplazamiento
95814517,2015-01-26,aplazamiento
11313509,2015-01-27,aplazamiento
11409034,2015-01-27,reingreso
11411016,2015-01-27,reingreso
11703024,2015-01-27,reingreso
11914002,2015-01-27,aplazamiento
55513554,2015-01-27,reingreso
55514066,2015-01-27,reingreso
66411588,2015-01-27,reingreso
66414107,2015-01-27,reingreso
66410032,2015-01-28,aplazamiento
66614019,2015-01-28,aplazamiento
55312076,2015-01-29,reingreso
55312539,2015-01-29,aplazamiento
55513035,2015-01-29,aplazamiento
55513056,2015-01-29,aplazamiento
66412084,2015-01-29,aplazamiento
66412538,2015-01-29,aplazamiento
77211025,2015-01-29,aplazamiento
77212013,2015-01-29,aplazamiento
95014524,2015-01-29,aplazamiento
95014536,2015-01-29,aplazamiento
66209505,2015-01-30,aplazamiento
66510056,2015-01-30,aplazamiento
66409027,2015-02-02,aplazamiento
95814510,2015-02-02,aplazamiento
98413029,2015-02-03,reingreso
55311051,2015-02-05,aplazamiento
55313012,2015-02-05,aplazamiento
55313056,2015-02-05,aplazamiento
55509019,2015-02-05,aplazamiento
55513009,2015-02-05,aplazamiento
55613011,2015-02-05,aplazamiento
93212513,2015-02-05,reingreso
93214505,2015-02-05,aplazamiento
93913067,2015-02-05,reingreso
95014504,2015-02-05,aplazamiento
99408534,2015-02-06,reingreso
99408536,2015-02-06,reingreso
95814514,2015-02-09,aplazamiento
55114514,2015-02-12,aplazamiento
55312549,2015-02-12,aplazamiento
55513522,2015-02-12,aplazamiento
66212503,2015-02-18,aplazamiento
55209501,2015-02-19,aplazamiento
55611002,2015-02-19,aplazamiento
11912519,2015-02-24,aplazamiento
66412029,2015-02-24,aplazamiento
91914515,2015-02-24,aplazamiento
55311057,2015-02-26,aplazamiento
11710062,2015-03-17,aplazamiento
77109509,2015-03-20,reingreso
92414506,2015-03-27,aplazamiento
95814509,2015-03-27,aplazamiento
11707030,2015-04-07,reingreso
55613005,2015-04-09,aplazamiento
66309010,2015-04-14,reingreso
66509518,2015-04-17,aplazamiento
11710015,2015-04-21,reingreso
11713006,2015-04-28,reingreso
77112531,2015-05-05,aplazamiento
66512020,2015-05-08,aplazamiento
66512502,2015-05-11,reingreso
11400527,2015-05-12,reingreso
66212008,2015-05-13,reingreso
55311027,2015-05-15,reingreso
66613013,2015-05-15,reingreso
77208004,2015-05-18,aplazamiento
77311007,2015-05-18,reingreso
77208021,2015-05-21,reingreso
55110007,2015-05-22,reingreso
55114010,2015-05-22,reingreso
55510017,2015-05-22,reingreso
66311025,2015-05-22,reingreso
66503053,2015-05-22,reingreso
77213003,2015-05-22,aplazamiento
93915042,2015-05-22,reingreso
33312015,2015-05-25,reingreso
66209017,2015-05-25,reingreso
66211011,2015-05-25,reingreso
66312017,2015-05-25,reingreso
11708507,2015-05-26,reingreso
11709501,2015-05-26,reingreso
11710024,2015-05-26,reingreso
11710054,2015-05-26,reingreso
11711524,2015-05-26,reingreso
66111035,2015-05-26,reingreso
66212503,2015-05-26,reingreso
66513014,2015-05-26,aplazamiento
33311084,2015-05-28,reingreso
55314015,2015-05-28,reingreso
55509001,2015-05-28,reingreso
55511529,2015-05-28,reingreso
55513035,2015-05-28,reingreso
55611002,2015-05-28,reingreso
55614002,2015-05-28,reingreso
66314507,2015-06-01,aplazamiento
77213017,2015-06-01,reingreso
11710047,2015-06-02,reingreso
11710054,2015-06-02,reingreso
11710503,2015-06-02,reingreso
11714027,2015-06-02,reingreso
55210016,2015-06-04,reingreso
93912030,2015-06-04,reingreso
66411111,2015-06-05,reingreso
66510056,2015-06-05,reingreso
11409551,2015-06-09,reingreso
66615026,2015-06-09,aplazamiento
77114523,2015-06-09,aplazamiento
77210014,2015-06-09,aplazamiento
77211025,2015-06-09,reingreso
91912009,2015-06-09,reingreso
66111508,2015-06-11,aplazamiento
66410518,2015-06-11,reingreso
66411566,2015-06-12,reingreso
66515029,2015-06-12,aplazamiento
66613543,2015-06-12,aplazamiento
11311016,2015-06-16,reingreso
11412004,2015-06-16,reingreso
66111015,2015-06-16,reingreso
66305011,2015-06-16,reingreso
66411113,2015-06-16,reingreso
66413104,2015-06-16,reingreso
66414517,2015-06-16,aplazamiento
66614545,2015-06-16,aplazamiento
77209517,2015-06-16,reingreso
77212015,2015-06-16,reingreso
93413509,2015-06-16,reingreso
95512005,2015-06-16,reingreso
66413059,2015-06-17,aplazamiento
55312059,2015-06-18,reingreso
55512050,2015-06-18,aplazamiento
55514542,2015-06-18,aplazamiento
55514551,2015-06-18,aplazamiento
66314005,2015-06-18,aplazamiento
66411048,2015-06-18,reingreso
33313531,2015-06-19,reingreso
66409035,2015-06-19,aplazamiento
66414011,2015-06-19,reingreso
66411534,2015-06-22,reingreso
11712503,2015-06-23,aplazamiento
11714001,2015-06-23,aplazamiento
66411557,2015-06-23,reingreso
66615010,2015-06-23,aplazamiento
91614506,2015-06-23,reingreso
91910529,2015-06-23,reingreso
55514511,2015-06-25,aplazamiento
55610035,2015-06-25,reingreso
55610035,2015-06-25,aplazamiento
55611501,2015-06-25,reingreso
66410020,2015-06-25,reingreso
66411029,2015-06-25,reingreso
93915040,2015-06-25,aplazamiento
77209015,2015-06-26,reingreso
11710062,2015-07-01,reingreso
55513542,2015-07-01,reingreso
55514089,2015-07-01,reingreso
66413078,2015-07-02,aplazamiento
66414522,2015-07-02,aplazamiento
66308507,2015-07-03,reingreso
66413056,2015-07-03,aplazamiento
66408526,2015-07-06,reingreso
66411559,2015-07-06,reingreso
66411565,2015-07-06,reingreso
66411587,2015-07-06,reingreso
66412519,2015-07-06,aplazamiento
11409034,2015-07-07,reingreso
11410529,2015-07-07,reingreso
11912519,2015-07-07,reingreso
66212508,2015-07-07,aplazamiento
66409515,2015-07-07,aplazamiento
66410098,2015-07-07,aplazamiento
66411021,2015-07-07,aplazamiento
66411026,2015-07-07,aplazamiento
66414114,2015-07-07,aplazamiento
77111014,2015-07-07,reingreso
77208004,2015-07-07,reingreso
77210501,2015-07-07,reingreso
77214509,2015-07-07,aplazamiento
92314001,2015-07-07,reingreso
33313004,2015-07-08,aplazamiento
33313540,2015-07-08,aplazamiento
33313541,2015-07-08,aplazamiento
55714556,2015-07-08,reingreso
66113503,2015-07-08,aplazamiento
88214002,2015-07-08,aplazamiento
11410529,2015-07-09,reingreso
55109505,2015-07-09,reingreso
55110019,2015-07-09,reingreso
55114023,2015-07-09,reingreso
55315025,2015-07-09,aplazamiento
66411050,2015-07-09,aplazamiento
66411123,2015-07-09,aplazamiento
95013522,2015-07-09,reingreso
95014016,2015-07-09,reingreso
95014504,2015-07-09,aplazamiento
99408533,2015-07-09,reingreso
66111501,2015-07-10,aplazamiento
66411017,2015-07-13,aplazamiento
66411541,2015-07-13,aplazamiento
66413089,2015-07-13,reingreso
66414036,2015-07-13,reingreso
92414506,2015-07-13,reingreso
11313509,2015-07-14,reingreso
11414006,2015-07-14,aplazamiento
11608508,2015-07-14,reingreso
66512015,2015-07-14,aplazamiento
77105507,2015-07-14,reingreso
77111010,2015-07-14,reingreso
77112505,2015-07-14,aplazamiento
33110016,2015-07-15,aplazamiento
66209505,2015-07-15,reingreso
66310024,2015-07-15,aplazamiento
66412020,2015-07-15,aplazamiento
66614544,2015-07-16,aplazamiento
66309005,2015-07-17,reingreso
66311007,2015-07-17,aplazamiento
66312507,2015-07-17,aplazamiento
66411012,2015-07-17,aplazamiento
66412006,2015-07-17,aplazamiento
66414056,2015-07-17,aplazamiento
66414118,2015-07-17,aplazamiento
33311022,2015-07-21,aplazamiento
66411561,2015-07-21,aplazamiento
66513022,2015-07-21,aplazamiento
66612542,2015-07-21,aplazamiento
11714519,2015-07-22,aplazamiento
33103567,2015-07-22,reingreso
33107583,2015-07-22,reingreso
33215040,2015-07-22,aplazamiento
66107507,2015-07-22,aplazamiento
66113524,2015-07-22,aplazamiento
66414575,2015-07-22,aplazamiento
77113015,2015-07-22,aplazamiento
77210009,2015-07-22,aplazamiento
77213019,2015-07-22,aplazamiento
92715013,2015-07-22,aplazamiento
55315024,2015-07-23,aplazamiento
55513517,2015-07-23,aplazamiento
55514049,2015-07-23,aplazamiento
55514506,2015-07-23,aplazamiento
66214021,2015-07-23,aplazamiento
66512514,2015-07-23,aplazamiento
33107054,2015-07-27,aplazamiento
55714055,2015-07-27,aplazamiento
66411116,2015-07-27,aplazamiento
66109012,2015-07-28,aplazamiento
77113026,2015-07-28,aplazamiento
77207009,2015-07-28,aplazamiento
77209008,2015-07-28,aplazamiento
77212505,2015-07-28,aplazamiento
77214508,2015-07-28,aplazamiento
88114016,2015-07-28,aplazamiento
95512013,2015-07-28,reingreso
11410504,2015-07-29,aplazamiento
33213507,2015-07-29,aplazamiento
98415047,2015-07-29,aplazamiento
55212005,2015-07-30,aplazamiento
55510014,2015-07-30,aplazamiento
55615006,2015-07-30,aplazamiento
20515526,2015-08-04,aplazamiento
77112006,2015-08-04,aplazamiento
77215024,2015-08-04,aplazamiento
92315003,2015-08-04,aplazamiento
66409528,2015-08-10,aplazamiento
66414032,2015-08-10,aplazamiento
11313509,2015-08-12,aplazamiento
33109539,2015-08-12,aplazamiento
77214503,2015-08-18,aplazamiento
66309010,2015-08-21,aplazamiento
66411511,2015-08-21,aplazamiento
88107505,2015-08-27,aplazamiento
88107505,2015-09-01,aplazamiento
33214037,2015-09-02,aplazamiento
55312539,2015-09-03,aplazamiento
55315037,2015-09-03,aplazamiento
55510024,2015-09-03,aplazamiento
55512522,2015-09-03,aplazamiento
55514066,2015-09-03,aplazamiento
66412547,2015-09-03,aplazamiento
77413510,2015-09-05,aplazamiento
66411527,2015-09-07,aplazamiento
33214001,2015-09-09,aplazamiento
77108010,2015-09-12,reingreso
77112015,2015-09-12,reingreso
77113019,2015-09-12,reingreso
77114017,2015-09-12,reingreso
77114518,2015-09-12,reingreso
77207004,2015-09-12,reingreso
77213003,2015-09-12,reingreso
77109501,2015-09-15,aplazamiento
33198065,2015-09-16,reingreso
66614019,2015-09-16,reingreso
33111057,2015-09-23,aplazamiento
55107501,2015-09-24,aplazamiento
66412519,2015-09-28,reingreso
66413056,2015-09-28,reingreso
66413078,2015-09-28,reingreso
55511515,2015-10-01,reingreso
66212508,2015-10-05,reingreso
66512514,2015-10-06,reingreso
33215037,2015-10-14,aplazamiento
66409528,2015-10-15,reingreso
66410098,2015-10-15,reingreso
66411511,2015-10-15,reingreso
92413522,2015-10-15,reingreso
33101544,2015-10-16,reingreso
66212506,2015-10-19,reingreso
93915040,2015-10-27,reingreso
11409027,2015-10-28,reingreso
66111501,2015-10-28,reingreso
66414575,2015-10-28,reingreso
11311001,2015-11-04,reingreso
66410032,2015-11-05,reingreso
66411541,2015-11-05,reingreso
66414118,2015-11-05,reingreso
66504529,2015-11-05,reingreso
66509508,2015-11-05,reingreso
66510035,2015-11-05,reingreso
66513014,2015-11-05,reingreso
66211513,2015-11-09,reingreso
66312507,2015-11-09,reingreso
66314005,2015-11-09,reingreso
66411116,2015-11-09,reingreso
66615010,2015-11-09,reingreso
66107507,2015-11-10,reingreso
33108560,2015-11-11,reingreso
33110016,2015-11-11,reingreso
33111011,2015-11-11,reingreso
33111039,2015-11-11,reingreso
33114048,2015-11-11,reingreso
33214016,2015-11-11,reingreso
55209501,2015-11-12,reingreso
55514048,2015-11-12,reingreso
77108010,2015-11-12,reingreso
77113019,2015-11-12,reingreso
77114017,2015-11-12,reingreso
77114518,2015-11-12,reingreso
77207004,2015-11-12,reingreso
77213003,2015-11-12,reingreso
95014014,2015-11-12,reingreso
66114503,2015-11-13,reingreso
66211011,2015-11-13,reingreso
66311025,2015-11-13,reingreso
66315014,2015-11-13,reingreso
66410118,2015-11-13,reingreso
66414056,2015-11-13,reingreso
77208022,2015-11-17,reingreso
77210011,2015-11-17,reingreso
77214002,2015-11-17,aplazamiento
11410504,2015-11-18,reingreso
11713007,2015-11-18,reingreso
11714031,2015-11-18,reingreso
33104552,2015-11-18,reingreso
33114509,2015-11-18,reingreso
33212501,2015-11-18,reingreso
66411523,2015-11-18,aplazamiento
66414517,2015-11-18,aplazamiento
88213524,2015-11-18,reingreso
91615010,2015-11-18,reingreso
98415047,2015-11-18,reingreso
99314505,2015-11-18,reingreso
66310024,2015-11-19,reingreso
66311007,2015-11-19,reingreso
66412547,2015-11-19,reingreso
66509518,2015-11-19,reingreso
55114514,2015-11-20,reingreso
55312076,2015-11-20,reingreso
55514049,2015-11-20,reingreso
55515048,2015-11-20,reingreso
55613507,2015-11-20,reingreso
66111005,2015-11-20,reingreso
66612542,2015-11-20,reingreso
93914556,2015-11-20,reingreso
66113524,2015-11-23,reingreso
66414522,2015-11-23,reingreso
77113015,2015-11-24,reingreso
77210014,2015-11-24,reingreso
77211015,2015-11-24,reingreso
77212011,2015-11-24,aplazamiento
88107505,2015-11-24,reingreso
88113019,2015-11-24,reingreso
92414002,2015-11-24,reingreso
11714001,2015-11-25,reingreso
33100085,2015-11-25,reingreso
33110568,2015-11-25,reingreso
33113034,2015-11-25,reingreso
33195191,2015-11-25,reingreso
33195639,2015-11-25,reingreso
33213512,2015-11-25,reingreso
33214032,2015-11-25,aplazamiento
33413005,2015-11-25,aplazamiento
66507528,2015-11-25,reingreso
66511506,2015-11-25,reingreso
66512015,2015-11-25,reingreso
55312057,2015-11-26,aplazamiento
55312539,2015-11-26,reingreso
55513060,2015-11-26,reingreso
66113503,2015-12-01,reingreso
66415570,2015-12-01,aplazamiento
77114528,2015-12-01,reingreso
77207520,2015-12-01,reingreso
77212011,2015-12-01,aplazamiento
33108528,2015-12-02,reingreso
33109090,2015-12-02,reingreso
33112519,2015-12-02,reingreso
33114524,2015-12-02,reingreso
33208502,2015-12-02,reingreso
33214001,2015-12-02,reingreso
66411549,2015-12-02,reingreso
66414531,2015-12-02,aplazamiento
55115502,2015-12-04,aplazamiento
55315035,2015-12-04,aplazamiento
55613006,2015-12-04,aplazamiento
55614505,2015-12-07,reingreso
66411523,2015-12-07,reingreso
66411527,2015-12-07,reingreso
66412020,2015-12-07,reingreso
66412029,2015-12-07,reingreso
66414049,2015-12-07,aplazamiento
88213514,2015-12-07,reingreso
88213520,2015-12-07,reingreso
11313502,2015-12-10,reingreso
11710055,2015-12-10,reingreso
11914006,2015-12-10,reingreso
66615068,2015-12-10,reingreso
91614001,2015-12-10,reingreso
91615014,2015-12-10,reingreso
33108568,2015-12-15,reingreso
33110578,2015-12-15,aplazamiento
33111024,2015-12-15,reingreso
33111532,2015-12-15,reingreso
33112011,2015-12-15,reingreso
33113029,2015-12-15,reingreso
33209026,2015-12-15,reingreso
66411001,2015-12-15,aplazamiento
66411508,2015-12-15,aplazamiento
66615074,2015-12-15,reingreso
77109501,2015-12-15,reingreso
55107501,2015-12-16,reingreso
55114515,2015-12-16,reingreso
55311535,2015-12-16,reingreso
55510014,2015-12-16,reingreso
55512023,2015-12-16,reingreso
55614029,2015-12-16,reingreso
77109501,2015-12-16,reingreso
77112006,2015-12-16,reingreso
77114518,2015-12-16,reingreso
77209030,2015-12-16,reingreso
77213005,2015-12-16,reingreso
77214507,2015-12-16,reingreso
77214508,2015-12-16,reingreso
77215007,2015-12-16,aplazamiento
88114025,2015-12-16,reingreso
66513022,2015-12-17,reingreso
55514511,2015-12-18,reingreso
55514542,2015-12-18,aplazamiento
55515502,2015-12-18,aplazamiento
66411063,2015-12-18,aplazamiento
66411079,2015-12-18,aplazamiento
66411563,2015-12-18,aplazamiento
66411587,2015-12-18,aplazamiento
66412034,2015-12-18,aplazamiento
55714055,2016-01-06,reingreso
33109533,2016-01-07,reingreso
33312517,2016-01-07,reingreso
88215002,2016-01-07,aplazamiento
55712008,2016-01-12,aplazamiento
55713527,2016-01-12,aplazamiento
55715072,2016-01-12,aplazamiento
66615007,2016-01-12,reingreso
92414502,2016-01-12,reingreso
92414505,2016-01-12,reingreso
92414510,2016-01-12,reingreso
11314012,2016-01-13,reingreso
11411501,2016-01-13,reingreso
11705522,2016-01-13,reingreso
11708034,2016-01-13,reingreso
11712005,2016-01-13,reingreso
11815521,2016-01-13,aplazamiento
33107509,2016-01-13,reingreso
33109539,2016-01-13,reingreso
33111065,2016-01-13,reingreso
33111548,2016-01-13,aplazamiento
33213507,2016-01-13,reingreso
33214007,2016-01-13,aplazamiento
33214056,2016-01-13,aplazamiento
66111015,2016-01-13,aplazamiento
66114014,2016-01-13,aplazamiento
66410009,2016-01-13,aplazamiento
66412551,2016-01-13,aplazamiento
66412560,2016-01-13,aplazamiento
66615069,2016-01-13,aplazamiento
91915508,2016-01-13,aplazamiento
91915509,2016-01-13,aplazamiento
33311019,2016-01-14,reingreso
55314509,2016-01-14,reingreso
55510001,2016-01-14,reingreso
55512556,2016-01-14,reingreso
55612022,2016-01-14,aplazamiento
55614018,2016-01-14,aplazamiento
66412020,2016-01-14,aplazamiento
77415042,2016-01-14,aplazamiento
88211503,2016-01-14,aplazamiento
93915040,2016-01-14,reingreso
33312517,2016-01-15,reingreso
66415617,2016-01-15,reingreso
88213528,2016-01-15,aplazamiento
92413509,2016-01-15,reingreso
66113036,2016-01-18,reingreso
66415050,2016-01-18,aplazamiento
77114517,2016-01-18,reingreso
77114523,2016-01-18,reingreso
77114528,2016-01-18,reingreso
77212026,2016-01-18,aplazamiento
77214509,2016-01-18,reingreso
11713511,2016-01-19,reingreso
55714070,2016-01-19,reingreso
66504025,2016-01-19,aplazamiento
66509516,2016-01-19,aplazamiento
77412014,2016-01-19,aplazamiento
33214007,2016-01-20,reingreso
91914515,2016-01-20,reingreso
33112052,2016-01-21,reingreso
55115002,2016-01-21,aplazamiento
55215014,2016-01-21,aplazamiento
88109005,2016-01-21,reingreso
95014504,2016-01-21,reingreso
95015017,2016-01-21,reingreso
66111525,2016-01-22,aplazamiento
66508524,2016-01-22,reingreso
66512029,2016-01-22,aplazamiento
77112022,2016-01-22,aplazamiento
77415515,2016-01-22,aplazamiento
91911505,2016-01-22,reingreso
98411027,2016-01-22,reingreso
11814019,2016-01-25,aplazamiento
33311059,2016-01-25,aplazamiento
33312547,2016-01-25,reingreso
33313537,2016-01-25,reingreso
33315073,2016-01-25,aplazamiento
33315503,2016-01-25,aplazamiento
55715075,2016-01-25,aplazamiento
66409005,2016-01-25,aplazamiento
77112022,2016-01-25,aplazamiento
77415531,2016-01-25,aplazamiento
33312001,2016-01-26,aplazamiento
33312036,2016-01-26,aplazamiento
33312039,2016-01-26,aplazamiento
55712577,2016-01-26,aplazamiento
77104013,2016-01-26,reingreso
77115516,2016-01-26,aplazamiento
77208015,2016-01-26,reingreso
77211517,2016-01-26,reingreso
77215514,2016-01-26,aplazamiento
77415051,2016-01-26,aplazamiento
77415503,2016-01-26,aplazamiento
88215048,2016-01-26,aplazamiento
92415515,2016-01-26,aplazamiento
11411019,2016-01-27,aplazamiento
11413008,2016-01-27,aplazamiento
33111054,2016-01-27,aplazamiento
33215521,2016-01-27,aplazamiento
66412076,2016-01-27,aplazamiento
91913501,2016-01-27,reingreso
92713548,2016-01-27,reingreso
95315001,2016-01-27,reingreso
95315501,2016-01-27,aplazamiento
55310508,2016-01-28,aplazamiento
55311007,2016-01-28,aplazamiento
55314048,2016-01-28,aplazamiento
55514506,2016-01-28,aplazamiento
95014536,2016-01-28,reingreso
66411085,2016-01-29,aplazamiento
66411561,2016-01-29,aplazamiento
55713539,2016-02-01,aplazamiento
66407061,2016-02-01,aplazamiento
55713539,2016-02-02,aplazamiento
66109012,2016-02-02,aplazamiento
77113004,2016-02-02,aplazamiento
77114522,2016-02-02,aplazamiento
91310001,2016-02-02,reingreso
55114510,2016-02-03,aplazamiento
55115519,2016-02-03,aplazamiento
55314060,2016-02-03,aplazamiento
55515048,2016-02-03,aplazamiento
55712504,2016-02-03,aplazamiento
77415038,2016-02-03,aplazamiento
93915528,2016-02-03,aplazamiento
11315505,2016-02-04,aplazamiento
11707030,2016-02-04,aplazamiento
11708532,2016-02-04,aplazamiento
11713021,2016-02-04,aplazamiento
66410565,2016-02-04,aplazamiento
66411054,2016-02-04,aplazamiento
66415588,2016-02-04,aplazamiento
98411011,2016-02-04,reingreso
98415536,2016-02-04,aplazamiento
33311549,2016-02-05,aplazamiento
33312067,2016-02-05,aplazamiento
33313540,2016-02-05,aplazamiento
55715504,2016-02-05,aplazamiento
66615532,2016-02-05,aplazamiento
66615038,2016-02-06,aplazamiento
33111530,2016-02-08,aplazamiento
33214018,2016-02-08,aplazamiento
33215506,2016-02-08,aplazamiento
33413502,2016-02-08,aplazamiento
77212006,2016-02-08,aplazamiento
92212502,2016-02-08,reingreso
92715514,2016-02-08,aplazamiento
99814534,2016-02-08,reingreso
99814537,2016-02-08,reingreso
33311011,2016-02-09,aplazamiento
66309005,2016-02-09,aplazamiento
77113513,2016-02-09,aplazamiento
77212006,2016-02-09,aplazamiento
11409027,2016-02-10,aplazamiento
11411505,2016-02-10,aplazamiento
33215031,2016-02-10,aplazamiento
33311039,2016-02-10,aplazamiento
55714022,2016-02-10,aplazamiento
66113524,2016-02-11,aplazamiento
77112012,2016-02-16,aplazamiento
33114002,2016-02-17,aplazamiento
33214505,2016-02-17,aplazamiento
95015529,2016-02-18,aplazamiento
66408020,2016-02-24,aplazamiento
98416010,2016-02-24,aplazamiento
55713087,2016-02-25,aplazamiento
66413535,2016-02-25,aplazamiento
77415053,2016-02-25,aplazamiento
92415501,2016-02-26,aplazamiento
95015530,2016-02-26,aplazamiento
95015531,2016-02-26,aplazamiento
66409503,2016-02-29,aplazamiento
92415513,2016-02-29,aplazamiento
55712606,2016-03-02,reingreso
55211014,2016-03-18,aplazamiento
55315024,2016-03-18,aplazamiento
55615006,2016-03-18,aplazamiento
55714055,2016-03-18,aplazamiento
66210512,2016-03-28,aplazamiento
66412020,2016-03-28,reingreso
33315533,2016-03-31,aplazamiento
77206001,2016-04-05,reingreso
55314048,2016-04-08,reingreso
55611025,2016-04-08,aplazamiento
95015505,2016-04-08,aplazamiento
55711054,2016-04-14,aplazamiento
55713100,2016-04-14,aplazamiento
55713103,2016-04-14,aplazamiento
66109012,2016-04-25,reingreso
66411054,2016-04-25,reingreso
95814501,2016-04-25,reingreso
95814503,2016-04-25,reingreso
11715017,2016-04-26,reingreso
33213004,2016-04-27,reingreso
66408020,2016-05-02,reingreso
66510021,2016-05-02,reingreso
11413009,2016-05-03,reingreso
77209021,2016-05-03,reingreso
33312067,2016-05-05,reingreso
33312502,2016-05-05,aplazamiento
33312502,2016-05-05,reingreso
93915541,2016-05-06,aplazamiento
66310021,2016-05-12,reingreso
33314520,2016-05-13,reingreso
55613005,2016-05-13,reingreso
55713116,2016-05-13,reingreso
55714063,2016-05-13,reingreso
77412014,2016-05-13,reingreso
92415503,2016-05-13,aplazamiento
33311039,2016-05-16,reingreso
66215505,2016-05-16,aplazamiento
66411563,2016-05-16,reingreso
11711048,2016-05-17,reingreso
55712606,2016-05-17,reingreso
33311011,2016-05-18,reingreso
33312036,2016-05-18,reingreso
33315018,2016-05-18,reingreso
33315503,2016-05-18,reingreso
55712016,2016-05-18,reingreso
77415038,2016-05-18,reingreso
77416050,2016-05-18,reingreso
66214021,2016-05-23,aplazamiento
66410565,2016-05-23,reingreso
66504025,2016-05-23,reingreso
66512029,2016-05-23,reingreso
11315011,2016-05-24,reingreso
11414003,2016-05-24,reingreso
11711014,2016-05-24,reingreso
11713025,2016-05-24,reingreso
77108010,2016-05-24,reingreso
77111511,2016-05-24,reingreso
77214008,2016-05-24,reingreso
91915506,2016-05-24,reingreso
95313501,2016-05-24,reingreso
66514517,2016-05-25,aplazamiento
33109510,2016-05-26,reingreso
33110553,2016-05-26,reingreso
33111054,2016-05-26,reingreso
33111065,2016-05-26,reingreso
33111548,2016-05-26,reingreso
33112002,2016-05-26,reingreso
33112023,2016-05-26,reingreso
33215032,2016-05-26,reingreso
55714022,2016-05-26,reingreso
66111016,2016-05-26,aplazamiento
33311018,2016-05-27,reingreso
33314547,2016-05-27,reingreso
55115019,2016-05-27,reingreso
55513524,2016-05-27,reingreso
55515002,2016-05-27,aplazamiento
55714047,2016-05-27,reingreso
55714505,2016-05-27,reingreso
66107507,2016-05-27,reingreso
66211513,2016-05-27,reingreso
66311019,2016-05-27,reingreso
66415050,2016-05-27,reingreso
66615532,2016-05-27,reingreso
77415053,2016-05-27,reingreso
11409027,2016-05-31,reingreso
11713021,2016-05-31,reingreso
11714034,2016-05-31,reingreso
11715019,2016-05-31,aplazamiento
77113513,2016-05-31,reingreso
66410518,2016-06-01,reingreso
88214507,2016-06-01,reingreso
55515048,2016-06-02,reingreso
55611025,2016-06-02,reingreso
55614018,2016-06-02,reingreso
66214003,2016-06-02,aplazamiento
66415055,2016-06-02,aplazamiento
66415589,2016-06-02,aplazamiento
33313540,2016-06-03,reingreso
55315511,2016-06-03,reingreso
55315516,2016-06-03,aplazamiento
