CODIGO,FECHA_SOLICITUD,TIPO
77414502,2017-11-21,aplazamiento
88213012,2017-11-21,reingreso
91617006,2017-11-21,reingreso
33115002,2017-11-22,aplazamiento
33214005,2017-11-22,reingreso
55713100,2017-11-22,reingreso
77113018,2017-11-22,reingreso
77413507,2017-11-22,reingreso
95216504,2017-11-22,reingreso
33311102,2017-11-23,reingreso
66413523,2017-11-23,reingreso
55217514,2017-11-24,aplazamiento
55417502,2017-11-24,reingreso
66111514,2017-11-24,aplazamiento
66415613,2017-11-24,aplazamiento
66416572,2017-11-24,aplazamiento
66615042,2017-11-24,aplazamiento
66617503,2017-11-24,aplazamiento
33314511,2017-11-27,reingreso
55116501,2017-11-27,reingreso
55116505,2017-11-27,aplazamiento
55116508,2017-11-27,reingreso
55216518,2017-11-27,aplazamiento
55315509,2017-11-27,aplazamiento
55513050,2017-11-27,reingreso
55515036,2017-11-27,reingreso
55614508,2017-11-27,reingreso
66110019,2017-11-27,reingreso
77411508,2017-11-27,reingreso
11713505,2017-11-28,reingreso
66614515,2017-11-28,aplazamiento
92716020,2017-11-28,reingreso
33311542,2017-11-29,reingreso
55416506,2017-11-29,reingreso
77117537,2017-11-29,aplazamiento
77207520,2017-11-29,reingreso
77212007,2017-11-29,reingreso
77212030,2017-11-29,reingreso
77213006,2017-11-29,reingreso
77316504,2017-11-29,aplazamiento
33213035,2017-11-30,reingreso
66313509,2017-11-30,reingreso
11817019,2017-12-01,reingreso
33311018,2017-12-01,reingreso
33313053,2017-12-01,reingreso
55313058,2017-12-01,aplazamiento
55515046,2017-12-01,aplazamiento
55613027,2017-12-01,aplazamiento
66116027,2017-12-01,aplazamiento
66613037,2017-12-01,aplazamiento
66414040,2017-12-04,aplazamiento
66415528,2017-12-04,aplazamiento
66415536,2017-12-04,aplazamiento
33214056,2017-12-05,reingreso
55512048,2017-12-05,reingreso
66415065,2017-12-05,aplazamiento
66415616,2017-12-05,aplazamiento
66614018,2017-12-05,reingreso
77215010,2017-12-06,aplazamiento
77217016,2017-12-06,aplazamiento
88215507,2017-12-06,aplazamiento
33315511,2017-12-07,reingreso
88212514,2017-12-07,aplazamiento
99816009,2017-12-07,reingreso
55716514,2017-12-11,reingreso
88213512,2017-12-11,aplazamiento
11713512,2017-12-12,reingreso
55116024,2017-12-12,reingreso
55117016,2017-12-12,reingreso
55512004,2017-12-12,aplazamiento
55512555,2017-12-12,reingreso
66415561,2017-12-12,aplazamiento
66416520,2017-12-12,aplazamiento
66417589,2017-12-12,aplazamiento
66512012,2017-12-12,aplazamiento
66617015,2017-12-12,aplazamiento
91615508,2017-12-12,reingreso
92717022,2017-12-12,reingreso
11815523,2017-12-13,reingreso
33108570,2017-12-13,reingreso
66414130,2017-12-13,aplazamiento
55417005,2017-12-14,aplazamiento
66415013,2017-12-14,aplazamiento
66415534,2017-12-14,aplazamiento
66417093,2017-12-14,aplazamiento
77113023,2017-12-14,reingreso
77415009,2017-12-14,reingreso
33312050,2017-12-15,reingreso
55315018,2017-12-18,reingreso
55513086,2017-12-18,reingreso
55515519,2017-12-18,reingreso
55716030,2017-12-18,reingreso
66215009,2017-12-18,reingreso
66412095,2017-12-18,reingreso
66415001,2017-12-18,aplazamiento
95815008,2017-12-18,reingreso
33213015,2017-12-19,aplazamiento
66313510,2017-12-19,aplazamiento
66417502,2017-12-19,aplazamiento
66612542,2017-12-19,aplazamiento
66615526,2017-12-19,aplazamiento
11814008,2017-12-20,aplazamiento
11817502,2017-12-20,aplazamiento
55313023,2017-12-20,reingreso
55315018,2017-12-20,reingreso
55513086,2017-12-20,reingreso
55514552,2017-12-20,reingreso
55516013,2017-12-20,reingreso
66415596,2017-12-20,aplazamiento
77112016,2017-12-20,reingreso
77116511,2017-12-20,reingreso
66413517,2017-12-21,aplazamiento
66415025,2017-12-21,aplazamiento
55517014,2017-12-22,aplazamiento
95013514,2017-12-22,reingreso
55713527,2018-01-15,aplazamiento
55716527,2018-01-15,aplazamiento
66113001,2018-01-15,aplazamiento
66117519,2018-01-15,aplazamiento
66215008,2018-01-15,aplazamiento
66411545,2018-01-15,aplazamiento
66411558,2018-01-15,aplazamiento
66413536,2018-01-15,aplazamiento
66413551,2018-01-15,aplazamiento
66414506,2018-01-15,aplazamiento
66414562,2018-01-15,aplazamiento
66415007,2018-01-15,aplazamiento
66416140,2018-01-15,reingreso
66416506,2018-01-15,aplazamiento
66513018,2018-01-15,aplazamiento
66517020,2018-01-15,reingreso
66517025,2018-01-15,reingreso
66615003,2018-01-15,aplazamiento
66615535,2018-01-15,aplazamiento
66616544,2018-01-15,aplazamiento
77414538,2018-01-15,reingreso
92416511,2018-01-15,reingreso
95814505,2018-01-15,reingreso
95815007,2018-01-15,reingreso
11710062,2018-01-16,reingreso
11711044,2018-01-16,reingreso
11717501,2018-01-16,aplazamiento
11717513,2018-01-16,aplazamiento
11816503,2018-01-16,aplazamiento
33311103,2018-01-16,reingreso
33315020,2018-01-16,aplazamiento
55216513,2018-01-16,reingreso
66617575,2018-01-16,aplazamiento
91616020,2018-01-16,reingreso
11814501,2018-01-17,aplazamiento
33112548,2018-01-17,reingreso
33115517,2018-01-17,reingreso
33213004,2018-01-17,reingreso
55514527,2018-01-17,reingreso
55617505,2018-01-17,aplazamiento
55712579,2018-01-17,aplazamiento
66213511,2018-01-17,aplazamiento
66214506,2018-01-17,aplazamiento
66311506,2018-01-17,aplazamiento
66313507,2018-01-17,aplazamiento
66413047,2018-01-17,aplazamiento
66414503,2018-01-17,aplazamiento
66417136,2018-01-17,aplazamiento
66613027,2018-01-17,aplazamiento
66617531,2018-01-17,aplazamiento
77416512,2018-01-17,aplazamiento
92717002,2018-01-17,reingreso
92717504,2018-01-17,aplazamiento
92717518,2018-01-17,aplazamiento
95317009,2018-01-17,reingreso
33316527,2018-01-18,reingreso
55712547,2018-01-18,aplazamiento
77116026,2018-01-18,aplazamiento
77412508,2018-01-18,reingreso
91315005,2018-01-18,reingreso
55517003,2018-01-19,aplazamiento
55613027,2018-01-19,reingreso
55715027,2018-01-19,aplazamiento
55716508,2018-01-19,aplazamiento
66111001,2018-01-19,aplazamiento
92007518,2018-01-19,reingreso
95013513,2018-01-19,reingreso
11814022,2018-01-22,reingreso
33312025,2018-01-22,aplazamiento
33315003,2018-01-22,aplazamiento
55313063,2018-01-22,reingreso
55417002,2018-01-22,aplazamiento
55714579,2018-01-22,aplazamiento
55715512,2018-01-22,aplazamiento
66116033,2018-01-22,aplazamiento
66415011,2018-01-22,aplazamiento
66516018,2018-01-22,aplazamiento
66617573,2018-01-22,reingreso
95015523,2018-01-22,reingreso
11416009,2018-01-23,aplazamiento
11711536,2018-01-23,aplazamiento
11714034,2018-01-23,aplazamiento
66113036,2018-01-23,aplazamiento
66116046,2018-01-23,aplazamiento
66215001,2018-01-23,aplazamiento
66311501,2018-01-23,reingreso
66316505,2018-01-23,aplazamiento
66412522,2018-01-23,aplazamiento
66415110,2018-01-23,aplazamiento
66417083,2018-01-23,aplazamiento
66615066,2018-01-23,aplazamiento
66616021,2018-01-23,aplazamiento
88215036,2018-01-23,aplazamiento
91916005,2018-01-23,reingreso
33116039,2018-01-24,reingreso
33117019,2018-01-24,aplazamiento
33214045,2018-01-24,aplazamiento
33217001,2018-01-24,aplazamiento
33217038,2018-01-24,aplazamiento
77414025,2018-01-24,aplazamiento
92715001,2018-01-24,reingreso
92717016,2018-01-24,reingreso
11411505,2018-01-25,aplazamiento
11816514,2018-01-25,aplazamiento
11912020,2018-01-25,aplazamiento
11912526,2018-01-25,reingreso
77116506,2018-01-25,aplazamiento
77314005,2018-01-25,aplazamiento
77415001,2018-01-25,aplazamiento
91616507,2018-01-25,reingreso
91617008,2018-01-25,reingreso
33112548,2018-01-26,reingreso
55114510,2018-01-26,reingreso
55217029,2018-01-26,aplazamiento
55717511,2018-01-26,aplazamiento
66412060,2018-01-26,aplazamiento
66412121,2018-01-26,aplazamiento
66415037,2018-01-26,aplazamiento
91611508,2018-01-26,reingreso
98408008,2018-01-26,reingreso
55510070,2018-01-29,reingreso
66116009,2018-01-29,aplazamiento
66417524,2018-01-29,aplazamiento
77412526,2018-01-29,aplazamiento
95317507,2018-01-29,aplazamiento
33112053,2018-01-30,aplazamiento
33112536,2018-01-30,reingreso
33212524,2018-01-30,reingreso
33311053,2018-01-30,reingreso
91615510,2018-01-30,reingreso
91616509,2018-01-30,reingreso
91617022,2018-01-30,reingreso
33104535,2018-01-31,reingreso
33110537,2018-01-31,aplazamiento
33110568,2018-01-31,reingreso
33215001,2018-01-31,aplazamiento
33413008,2018-01-31,aplazamiento
77116522,2018-01-31,reingreso
77210501,2018-01-31,reingreso
77212009,2018-01-31,reingreso
77414026,2018-01-31,aplazamiento
92717502,2018-01-31,reingreso
92717521,2018-01-31,aplazamiento
99817501,2018-01-31,aplazamiento
66316507,2018-02-02,aplazamiento
66414546,2018-02-02,aplazamiento
93316501,2018-02-02,reingreso
66412572,2018-02-05,aplazamiento
11410528,2018-02-06,aplazamiento
66616541,2018-02-06,aplazamiento
98418005,2018-02-06,aplazamiento
33109552,2018-02-07,aplazamiento
33112541,2018-02-07,aplazamiento
33217521,2018-02-07,aplazamiento
55113026,2018-02-09,aplazamiento
55113515,2018-02-09,aplazamiento
55117021,2018-02-09,aplazamiento
55312538,2018-02-09,aplazamiento
55313036,2018-02-09,aplazamiento
55315512,2018-02-09,aplazamiento
55514535,2018-02-09,aplazamiento
55514559,2018-02-09,aplazamiento
55516035,2018-02-09,aplazamiento
55615008,2018-02-09,aplazamiento
55713073,2018-02-09,aplazamiento
66615060,2018-02-09,aplazamiento
92715017,2018-02-09,reingreso
66414048,2018-02-13,aplazamiento
92316007,2018-02-15,reingreso
55311017,2018-02-16,reingreso
88214009,2018-02-19,aplazamiento
98617507,2018-02-19,reingreso
11816502,2018-02-21,aplazamiento
55713572,2018-02-21,aplazamiento
77415525,2018-02-22,aplazamiento
55517022,2018-02-23,aplazamiento
66412025,2018-02-23,aplazamiento
95217008,2018-02-24,aplazamiento
11712044,2018-02-27,aplazamiento
55195023,2018-03-02,aplazamiento
92717508,2018-03-07,aplazamiento
77115526,2018-03-14,aplazamiento
92717513,2018-03-14,aplazamiento
92717515,2018-03-14,aplazamiento
93212018,2018-03-15,reingreso
55516005,2018-03-16,aplazamiento
77418026,2018-03-23,aplazamiento
55513501,2018-04-02,aplazamiento
55514522,2018-04-02,aplazamiento
55514552,2018-04-02,aplazamiento
55714057,2018-04-04,aplazamiento
77117045,2018-04-04,aplazamiento
55713085,2018-04-05,aplazamiento
66310022,2018-04-06,reingreso
66312005,2018-04-06,reingreso
11717501,2018-04-10,reingreso
88212507,2018-04-11,aplazamiento
66414506,2018-04-13,reingreso
77417525,2018-04-17,aplazamiento
33317032,2018-04-18,reingreso
55417524,2018-04-18,aplazamiento
77116506,2018-04-18,reingreso
55711507,2018-04-20,reingreso
55713001,2018-04-20,aplazamiento
55715054,2018-04-20,aplazamiento
55715054,2018-04-20,reingreso
66412025,2018-04-23,reingreso
66415573,2018-04-23,aplazamiento
66416026,2018-04-23,aplazamiento
66417106,2018-04-23,reingreso
77211506,2018-04-25,reingreso
88116502,2018-04-26,reingreso
55114504,2018-04-27,reingreso
55313056,2018-04-27,reingreso
55512083,2018-04-27,reingreso
66214506,2018-04-27,reingreso
88214512,2018-04-27,reingreso
11712533,2018-05-02,reingreso
66111514,2018-05-02,reingreso
66113001,2018-05-02,reingreso
77215010,2018-05-02,reingreso
88110020,2018-05-02,reingreso
33314012,2018-05-03,reingreso
33311059,2018-05-07,aplazamiento
55713085,2018-05-07,reingreso
66411515,2018-05-07,reingreso
66411515,2018-05-07,aplazamiento
66415037,2018-05-07,reingreso
66417052,2018-05-07,aplazamiento
66513018,2018-05-08,reingreso
66517031,2018-05-08,reingreso
33312025,2018-05-09,reingreso
66412075,2018-05-09,reingreso
66413047,2018-05-09,reingreso
66415001,2018-05-09,reingreso
66415013,2018-05-09,reingreso
33315020,2018-05-10,reingreso
55715027,2018-05-10,reingreso
11814501,2018-05-11,reingreso
33115002,2018-05-11,reingreso
55511565,2018-05-11,reingreso
66313507,2018-05-11,reingreso
66513018,2018-05-11,reingreso
55712547,2018-05-15,reingreso
55713527,2018-05-15,reingreso
33110537,2018-05-16,reingreso
66412121,2018-05-16,reingreso
77116508,2018-05-16,reingreso
77414522,2018-05-16,reingreso
88214009,2018-05-16,reingreso
55510001,2018-05-17,reingreso
77113026,2018-05-17,reingreso
77414025,2018-05-17,reingreso
77412501,2018-05-18,aplazamiento
77414026,2018-05-18,reingreso
77414502,2018-05-18,reingreso
33311011,2018-05-21,reingreso
33312517,2018-05-21,reingreso
66116009,2018-05-21,reingreso
66414127,2018-05-21,reingreso
66415011,2018-05-21,reingreso
66416026,2018-05-21,reingreso
66417052,2018-05-21,reingreso
66417067,2018-05-21,aplazamiento
66417525,2018-05-21,reingreso
66613037,2018-05-21,reingreso
77416512,2018-05-21,reingreso
11411505,2018-05-22,reingreso
11708532,2018-05-22,reingreso
98816513,2018-05-22,reingreso
33110512,2018-05-23,reingreso
33115025,2018-05-23,reingreso
33214007,2018-05-23,reingreso
33311053,2018-05-23,reingreso
55714057,2018-05-23,reingreso
66115020,2018-05-23,aplazamiento
66517018,2018-05-23,aplazamiento
77207520,2018-05-23,reingreso
77314005,2018-05-23,reingreso
11816502,2018-05-24,reingreso
66412060,2018-05-24,reingreso
66416144,2018-05-24,reingreso
66417058,2018-05-24,reingreso
66516018,2018-05-24,reingreso
66615003,2018-05-24,reingreso
88115505,2018-05-24,reingreso
55116505,2018-05-25,reingreso
55117016,2018-05-25,reingreso
55313058,2018-05-25,reingreso
66116027,2018-05-25,aplazamiento
66116033,2018-05-25,reingreso
66412039,2018-05-25,reingreso
66413517,2018-05-25,reingreso
88215507,2018-05-25,reingreso
66504529,2018-05-27,reingreso
33315031,2018-05-28,aplazamiento
66615066,2018-05-28,reingreso
11711536,2018-05-29,reingreso
11816503,2018-05-29,reingreso
66512012,2018-05-29,reingreso
33311059,2018-05-30,reingreso
66616021,2018-05-30,reingreso
77115012,2018-05-30,reingreso
77412025,2018-05-30,reingreso
66113011,2018-05-31,aplazamiento
66414534,2018-05-31,reingreso
66417155,2018-05-31,reingreso
66514014,2018-05-31,aplazamiento
66613027,2018-05-31,reingreso
77417014,2018-05-31,aplazamiento
55113026,2018-06-01,reingreso
55113515,2018-06-01,reingreso
55117022,2018-06-01,reingreso
55216518,2018-06-01,reingreso
55217003,2018-06-01,aplazamiento
55314053,2018-06-01,reingreso
55317019,2018-06-01,aplazamiento
55318005,2018-06-01,aplazamiento
55513510,2018-06-01,reingreso
55513518,2018-06-01,reingreso
55515006,2018-06-01,reingreso
55515522,2018-06-01,reingreso
55614501,2018-06-01,reingreso
55615503,2018-06-01,aplazamiento
11714018,2018-06-05,reingreso
11717031,2018-06-05,aplazamiento
66415528,2018-06-05,reingreso
33112024,2018-06-06,reingreso
33115516,2018-06-06,reingreso
66414118,2018-06-06,reingreso
77115526,2018-06-06,reingreso
77117501,2018-06-06,aplazamiento
88212508,2018-06-06,reingreso
11814512,2018-06-07,aplazamiento
33311039,2018-06-07,reingreso
55713073,2018-06-07,reingreso
66117032,2018-06-07,reingreso
66314503,2018-06-07,aplazamiento
66414039,2018-06-07,reingreso
66417093,2018-06-07,aplazamiento
66615014,2018-06-07,aplazamiento
66615060,2018-06-07,reingreso
66616517,2018-06-07,reingreso
66616533,2018-06-07,aplazamiento
88216519,2018-06-07,reingreso
55714553,2018-06-08,aplazamiento
66413536,2018-06-08,reingreso
66415025,2018-06-08,reingreso
55315506,2018-06-12,aplazamiento
55514060,2018-06-12,aplazamiento
55514536,2018-06-12,aplazamiento
55517012,2018-06-12,aplazamiento
55611034,2018-06-12,reingreso
55615015,2018-06-12,aplazamiento
66117043,2018-06-12,aplazamiento
66615001,2018-06-12,aplazamiento
66615022,2018-06-12,aplazamiento
66615545,2018-06-12,aplazamiento
11715017,2018-06-13,reingreso
11717513,2018-06-13,reingreso
33117019,2018-06-13,reingreso
33214045,2018-06-13,reingreso
55712514,2018-06-13,aplazamiento
66315019,2018-06-13,reingreso
91917512,2018-06-13,reingreso
55315036,2018-06-15,aplazamiento
55514552,2018-06-15,reingreso
55617502,2018-06-15,aplazamiento
55618021,2018-06-15,aplazamiento
66416076,2018-06-15,aplazamiento
66416602,2018-06-15,reingreso
66417121,2018-06-15,aplazamiento
55417002,2018-06-18,reingreso
66113036,2018-06-18,reingreso
66215001,2018-06-18,reingreso
66613026,2018-06-18,reingreso
88213520,2018-06-18,reingreso
11410501,2018-06-20,reingreso
33110553,2018-06-20,reingreso
33113015,2018-06-20,reingreso
33114049,2018-06-20,reingreso
33114506,2018-06-20,reingreso
33114526,2018-06-20,reingreso
33215001,2018-06-20,reingreso
33217001,2018-06-20,reingreso
33314514,2018-06-20,reingreso
66413032,2018-06-20,aplazamiento
66413078,2018-06-20,aplazamiento
66414503,2018-06-20,aplazamiento
66415021,2018-06-20,aplazamiento
66415070,2018-06-20,aplazamiento
77112028,2018-06-20,reingreso
77114017,2018-06-20,reingreso
77117044,2018-06-20,reingreso
77213507,2018-06-20,aplazamiento
77316006,2018-06-20,aplazamiento
95217008,2018-06-20,reingreso
55316505,2018-06-21,reingreso
55513063,2018-06-21,aplazamiento
55515029,2018-06-21,aplazamiento
55617004,2018-06-21,aplazamiento
55618020,2018-06-21,aplazamiento
95018011,2018-06-21,aplazamiento
66214003,2018-06-22,aplazamiento
66412572,2018-06-22,reingreso
66415534,2018-06-22,reingreso
66517002,2018-06-22,aplazamiento
66415040,2018-06-25,aplazamiento
66417038,2018-06-25,aplazamiento
11711044,2018-06-26,reingreso
11713004,2018-06-26,reingreso
66414024,2018-06-26,aplazamiento
66414026,2018-06-26,aplazamiento
66414562,2018-06-26,reingreso
77415001,2018-06-26,reingreso
33112011,2018-06-27,reingreso
33314028,2018-06-27,reingreso
66212017,2018-06-27,reingreso
66415010,2018-06-27,aplazamiento
66415118,2018-06-27,aplazamiento
66415569,2018-06-27,aplazamiento
66415604,2018-06-27,aplazamiento
95513501,2018-06-27,reingreso
33312538,2018-06-28,reingreso
66414568,2018-06-28,aplazamiento
66415061,2018-06-28,aplazamiento
66415596,2018-06-28,reingreso
66416032,2018-06-28,aplazamiento
66415020,2018-06-29,aplazamiento
66613508,2018-06-29,reingreso
33312521,2018-07-01,reingreso
55313036,2018-07-01,reingreso
55315509,2018-07-01,reingreso
55515515,2018-07-01,reingreso
55515535,2018-07-01,reingreso
55516035,2018-07-01,aplazamiento
77416023,2018-07-01,reingreso
55510062,2018-07-03,reingreso
55513524,2018-07-03,reingreso
55611002,2018-07-03,reingreso
33314515,2018-07-04,reingreso
55318015,2018-07-05,aplazamiento
66212029,2018-07-05,reingreso
66412522,2018-07-05,reingreso
55517014,2018-07-06,aplazamiento
55617020,2018-07-06,aplazamiento
77416042,2018-07-06,reingreso
93915044,2018-07-06,reingreso
66317507,2018-07-09,aplazamiento
66415004,2018-07-09,aplazamiento
66618031,2018-07-09,aplazamiento
77211517,2018-07-09,reingreso
11410528,2018-07-10,reingreso
11718001,2018-07-10,reingreso
33315513,2018-07-10,reingreso
77112503,2018-07-10,reingreso
77114517,2018-07-10,reingreso
77211517,2018-07-10,reingreso
77212006,2018-07-10,aplazamiento
33104066,2018-07-11,reingreso
33114522,2018-07-11,reingreso
33115014,2018-07-11,reingreso
33115502,2018-07-11,reingreso
33117009,2018-07-11,reingreso
33211517,2018-07-11,reingreso
92718001,2018-07-11,aplazamiento
92718007,2018-07-11,aplazamiento
92718010,2018-07-11,aplazamiento
66317013,2018-07-12,reingreso
55115513,2018-07-13,reingreso
55116510,2018-07-13,reingreso
55312538,2018-07-13,reingreso
55315512,2018-07-13,reingreso
66114015,2018-07-13,aplazamiento
66411545,2018-07-13,aplazamiento
66413053,2018-07-13,aplazamiento
66413533,2018-07-13,aplazamiento
66415581,2018-07-13,aplazamiento
66617573,2018-07-13,aplazamiento
55218014,2018-07-16,aplazamiento
55311057,2018-07-16,aplazamiento
55513064,2018-07-16,aplazamiento
55516005,2018-07-16,aplazamiento
55617511,2018-07-16,aplazamiento
55714579,2018-07-16,reingreso
66216506,2018-07-16,reingreso
66414540,2018-07-16,reingreso
66416598,2018-07-16,reingreso
66515027,2018-07-16,reingreso
55513065,2018-07-17,reingreso
55616508,2018-07-17,reingreso
77414538,2018-07-17,reingreso
33114039,2018-07-18,reingreso
33117032,2018-07-18,aplazamiento
33117508,2018-07-18,aplazamiento
33210509,2018-07-18,reingreso
33311520,2018-07-18,aplazamiento
77111015,2018-07-18,reingreso
77117034,2018-07-18,aplazamiento
66215008,2018-07-19,aplazamiento
66411505,2018-07-19,aplazamiento
66413091,2018-07-19,aplazamiento
66414011,2018-07-19,aplazamiento
66415048,2018-07-19,aplazamiento
66416132,2018-07-19,aplazamiento
66416597,2018-07-19,aplazamiento
66615051,2018-07-19,aplazamiento
66616508,2018-07-19,aplazamiento
66617005,2018-07-19,aplazamiento
77417525,2018-07-19,aplazamiento
92418009,2018-07-23,aplazamiento
33317536,2018-07-24,aplazamiento
55417024,2018-07-24,aplazamiento
55717014,2018-07-24,aplazamiento
88218014,2018-07-24,aplazamiento
11410501,2018-07-25,aplazamiento
11716015,2018-07-25,aplazamiento
11717511,2018-07-25,aplazamiento
33313026,2018-07-25,aplazamiento
33413003,2018-07-25,reingreso
55117021,2018-07-25,reingreso
55318008,2018-07-25,aplazamiento
55713511,2018-07-25,aplazamiento
77115514,2018-07-25,aplazamiento
88213509,2018-07-25,aplazamiento
91313501,2018-07-25,reingreso
95317008,2018-07-25,aplazamiento
95512001,2018-07-25,reingreso
55114510,2018-07-26,reingreso
55116510,2018-07-26,aplazamiento
55318511,2018-07-26,aplazamiento
55514527,2018-07-26,aplazamiento
55614025,2018-07-26,aplazamiento
55714519,2018-07-26,aplazamiento
55417009,2018-07-27,aplazamiento
77414506,2018-07-27,aplazamiento
77415036,2018-07-27,aplazamiento
33313070,2018-07-30,reingreso
55713511,2018-07-30,aplazamiento
55716028,2018-07-30,reingreso
66117524,2018-07-30,aplazamiento
66213511,2018-07-30,aplazamiento
66218001,2018-07-30,aplazamiento
66411561,2018-07-30,aplazamiento
66412522,2018-07-30,aplazamiento
66413561,2018-07-30,aplazamiento
66415095,2018-07-30,aplazamiento
66416505,2018-07-30,aplazamiento
66417092,2018-07-30,aplazamiento
66613016,2018-07-30,aplazamiento
66615541,2018-07-30,aplazamiento
66617540,2018-07-30,aplazamiento
88217024,2018-07-30,aplazamiento
91718004,2018-07-30,aplazamiento
88217015,2018-07-31,aplazamiento
11317503,2018-08-01,aplazamiento
11317506,2018-08-01,aplazamiento
11717015,2018-08-01,aplazamiento
33109552,2018-08-01,reingreso
33110568,2018-08-01,aplazamiento
33115517,2018-08-01,aplazamiento
33216021,2018-08-01,aplazamiento
77116026,2018-08-01,aplazamiento
92718003,2018-08-01,aplazamiento
92718005,2018-08-01,aplazamiento
55316039,2018-08-03,aplazamiento
55317510,2018-08-03,aplazamiento
55513545,2018-08-03,aplazamiento
55514558,2018-08-03,aplazamiento
55614018,2018-08-03,aplazamiento
55614510,2018-08-03,aplazamiento
55614517,2018-08-03,aplazamiento
33111006,2018-08-08,aplazamiento
77217007,2018-08-08,aplazamiento
77217012,2018-08-08,aplazamiento
92718002,2018-08-08,aplazamiento
11414007,2018-08-10,aplazamiento
55117018,2018-08-10,aplazamiento
55712614,2018-08-10,aplazamiento
55714568,2018-08-10,aplazamiento
77412033,2018-08-10,aplazamiento
94317506,2018-08-10,aplazamiento
66615535,2018-08-13,aplazamiento
91718012,2018-08-13,aplazamiento
55717002,2018-08-14,aplazamiento
88117009,2018-08-14,aplazamiento
88118025,2018-08-14,aplazamiento
33111039,2018-08-15,aplazamiento
33212510,2018-08-15,aplazamiento
33312562,2018-08-15,aplazamiento
55416510,2018-08-15,aplazamiento
55717010,2018-08-15,aplazamiento
77117042,2018-08-15,aplazamiento
77117505,2018-08-15,aplazamiento
92717006,2018-08-15,aplazamiento
55114506,2018-08-17,aplazamiento
55513067,2018-08-17,aplazamiento
55516539,2018-08-17,aplazamiento
55517031,2018-08-17,aplazamiento
33118015,2018-08-22,aplazamiento
66409005,2018-08-22,aplazamiento
66618007,2018-08-22,aplazamiento
77118018,2018-08-22,aplazamiento
91616520,2018-08-22,aplazamiento
98418015,2018-08-22,aplazamiento
66117024,2018-08-28,aplazamiento
66217008,2018-08-28,aplazamiento
33312548,2018-08-29,aplazamiento
66118002,2018-08-29,aplazamiento
11716021,2018-09-04,aplazamiento
66415569,2018-09-05,reingreso
66415604,2018-09-05,reingreso
66314005,2018-09-10,aplazamiento
11816510,2018-09-11,aplazamiento
95318010,2018-09-11,aplazamiento
66617578,2018-09-13,aplazamiento
55517525,2018-09-14,aplazamiento
11416009,2018-09-18,reingreso
66414511,2018-09-19,aplazamiento
77414025,2018-09-27,reingreso
33313049,2018-09-28,aplazamiento
66415061,2018-09-28,reingreso
55117007,2018-10-06,aplazamiento
88211505,2018-10-08,aplazamiento
77117041,2018-10-10,reingreso
95513501,2018-10-10,aplazamiento
33316506,2018-10-12,aplazamiento
66416032,2018-10-12,reingreso
66615539,2018-10-12,aplazamiento
11317503,2018-10-16,reingreso
11317506,2018-10-16,reingreso
55613506,2018-10-16,reingreso
55712614,2018-10-19,reingreso
11912020,2018-10-23,reingreso
11912515,2018-10-23,reingreso
94316516,2018-10-23,reingreso
88113520,2018-10-26,reingreso
33317011,2018-10-29,aplazamiento
55312063,2018-10-29,aplazamiento
55514545,2018-10-29,aplazamiento
55514552,2018-10-29,aplazamiento
55514558,2018-10-29,reingreso
55715044,2018-10-29,reingreso
55715512,2018-10-29,reingreso
66116046,2018-10-29,reingreso
66411558,2018-10-29,aplazamiento
66414011,2018-10-29,reingreso
88213509,2018-10-29,reingreso
11718010,2018-10-30,reingreso
33313049,2018-10-30,reingreso
33316023,2018-10-30,reingreso
33110506,2018-10-31,reingreso
66416572,2018-11-01,reingreso
55311057,2018-11-02,reingreso
55315036,2018-11-02,reingreso
55514559,2018-11-02,reingreso
66311019,2018-11-02,reingreso
66312507,2018-11-02,reingreso
66413560,2018-11-02,reingreso
66415038,2018-11-02,aplazamiento
66415070,2018-11-02,reingreso
66417067,2018-11-02,reingreso
66613016,2018-11-02,reingreso
33111039,2018-11-06,reingreso
55511565,2018-11-06,reingreso
66413091,2018-11-06,reingreso
55114506,2018-11-07,reingreso
55514552,2018-11-07,reingreso
55516023,2018-11-07,reingreso
66118504,2018-11-07,aplazamiento
77117045,2018-11-07,reingreso
77117537,2018-11-07,reingreso
77213507,2018-11-07,reingreso
77218002,2018-11-07,reingreso
77311007,2018-11-07,reingreso
55312017,2018-11-08,reingreso
55312039,2018-11-08,reingreso
55513067,2018-11-08,reingreso
55514536,2018-11-08,reingreso
66613526,2018-11-08,reingreso
88213012,2018-11-08,reingreso
99518005,2018-11-08,reingreso
55316039,2018-11-09,reingreso
66415616,2018-11-09,reingreso
11715020,2018-11-13,reingreso
55712514,2018-11-13,reingreso
55715531,2018-11-13,aplazamiento
66214003,2018-11-13,reingreso
66414568,2018-11-13,reingreso
66618031,2018-11-13,reingreso
33109504,2018-11-14,reingreso
33117508,2018-11-14,reingreso
66415095,2018-11-14,reingreso
66617573,2018-11-14,aplazamiento
77117034,2018-11-14,reingreso
77117501,2018-11-14,reingreso
95512001,2018-11-14,aplazamiento
11814512,2018-11-15,reingreso
66115020,2018-11-15,aplazamiento
77415036,2018-11-15,reingreso
55117007,2018-11-16,reingreso
55316047,2018-11-16,reingreso
55513079,2018-11-16,reingreso
66115517,2018-11-16,reingreso
66411561,2018-11-16,reingreso
88116507,2018-11-16,reingreso
11717014,2018-11-19,aplazamiento
