PERIODO,COD_MAT,COD_DOCENTE
201410,66360,1124
201410,66361,3814
201410,66362,953
201410,66363,1699
201410,66364,952
201410,66365,2102
201410,66366,2999
201410,66366,2574
201410,66366,953
201410,66366,4079
201410,66368,1365
201410,66401,418
201410,66401,3769
201410,66402,3420
201410,66402,176
201410,66402,3351
201410,66403,4067
201410,66404,3168
201410,66404,2925
201410,66405,3208
201410,66405,622
201410,66405,3592
201410,66407,3480
201410,66408,3775
201410,66408,3684
201410,66409,1543
201410,66409,3471
201410,66410,352
201410,66410,3715
201410,66410,1008
201410,66410,3724
201410,66410,3040
201410,66411,2264
201410,66413,987
201410,66414,3684
201410,66414,3564
201410,66418,3711
201410,66418,3701
201410,66420,2826
201410,66423,1707
201410,66423,1130
201410,66425,3526
201410,66428,3459
201410,66429,685
201410,66430,2927
201410,66431,3639
201410,66431,398
201410,66432,1434
201410,66433,685
201410,66434,3749
201410,66435,4101
201410,66436,3459
201410,66436,613
201410,66437,3673
201410,66438,3205
201410,66439,3132
201410,66440,3031
201410,66440,1135
201410,66441,3031
201410,66441,372
201410,66441,3174
201410,66441,3765
201410,66441,3318
201410,66441,3628
201410,66441,352
201410,66441,1135
201410,66441,2113
201410,66442,4081
201410,66443,398
201410,66443,685
201410,66443,3010
201410,66443,1465
201410,66443,2924
201410,66443,3609
201410,66443,2594
201410,66443,3617
201410,66443,1445
201410,66443,2257
201410,66445,4100
201410,66446,3132
201410,66447,2571
201410,66447,3764
201410,66447,3763
201410,66447,3382
201410,66447,3461
201410,66447,2510
201410,66449,3018
201410,66449,2939
201410,66450,2943
201410,66451,3694
201410,66451,3043
201410,66451,3313
201410,66452,3722
201410,66453,3346
201410,66453,4117
201410,66453,1355
201410,66453,985
201410,66453,814
201410,66453,651
201410,66453,2070
201410,66453,397
201410,66453,1264
201410,66453,3766
201410,66453,1965
201410,66453,969
201410,66453,3535
201410,66453,3742
201410,66454,801
201410,66455,3701
201410,66456,1939
201410,66456,1111
201410,66456,1099
201410,66456,757
201410,66456,2492
201410,66457,1738
201410,66457,1737
201410,66458,2939
201410,66459,1244
201410,66460,584
201410,66461,3714
201410,66461,3787
201410,66461,3642
201410,66462,1130
201410,66463,2577
201410,66464,3011
201410,66465,3229
201410,66465,1113
201410,66465,1037
201410,66465,3610
201410,66465,886
201410,66465,1844
201410,66465,3230
201410,66465,2571
201410,66465,2837
201410,66465,2839
201410,66465,1031
201410,66465,2838
201410,66466,3040
201410,66467,3040
201410,66501,2264
201410,66502,3705
201410,66503,1741
201410,66504,2925
201410,66505,3592
201410,66506,3489
201410,66506,3581
201410,66506,3185
201410,66506,1109
201410,66506,1766
201410,66506,2029
201410,66506,52
201410,66506,2425
201410,66506,3361
201410,66506,3207
201410,66506,3193
201410,66508,3526
201410,66509,96
201410,66510,2908
201410,66510,3715
201410,66511,2891
201410,66512,3487
201410,66514,2908
201410,66514,3714
201410,66515,2393
201410,66516,1707
201410,66517,3564
201410,66518,377
201410,66519,3409
201410,66521,3749
201410,66522,1553
201410,66523,3440
201410,66524,2534
201410,66525,2113
201410,66526,3053
201410,66526,1741
201410,66527,2853
201410,66527,3409
201410,66528,3722
201410,66529,3122
201410,66531,4101
201410,66532,1434
201410,66533,1741
201410,66534,3722
201410,66534,3062
201410,66535,3410
201410,66536,3362
201410,66537,3606
201410,66538,3702
201410,66539,309
201410,66540,2474
201410,66542,687
201410,66543,3606
201410,66544,4082
201410,66545,3594
201410,66546,2840
201410,66547,2113
201410,66547,3386
201410,66548,2939
201410,66549,3611
201410,66550,1732
201410,66551,4101
201410,66552,3062
201410,66553,3722
201410,66554,3410
201410,66554,2113
201410,66555,3053
201410,66555,3122
201410,66555,3362
201410,66556,1940
201410,66557,2403
201410,66558,3738
201410,66558,3347
201410,66558,3796
201410,66558,3362
201410,66558,3739
201410,66558,2867
201410,66558,3651
201410,66558,3650
201410,66558,1069
201410,66559,216
201410,66560,2997
201410,66560,2134
201410,66560,1069
201410,66560,3362
201410,66560,3792
201410,66560,3791
201410,66561,216
201410,66601,3480
201410,66602,2971
201410,66602,3208
201410,66604,3168
201410,66605,3313
201410,66605,3611
201410,66605,3043
201410,66606,176
201410,66606,3025
201410,66607,3528
201410,66608,613
201410,66609,2361
201410,66609,3374
201410,66610,3195
201410,66610,3486
201410,66611,4093
201410,66612,3749
201410,66613,3667
201410,66614,3714
201410,66614,3724
201410,66614,2908
201410,66615,3420
201410,66615,3351
201410,66616,3442
201410,66617,3663
201410,66617,3620
201410,66619,3486
201410,66620,3175
201410,66621,3775
201410,66621,3684
201410,66622,4082
201410,66623,3639
201410,66624,2908
201410,66624,3724
201410,66624,3715
201410,66625,2863
201410,66626,3620
201410,66627,3620
201410,66628,2403
201410,66629,3721
201410,66630,3479
201410,66631,3594
201410,66632,3442
201410,66633,3442
201410,77101,176
201410,77102,3282
201410,77103,1428
201410,77104,2412
201410,77105,1677
201410,77107,2482
201410,77108,155
201410,77109,977
201410,77110,616
201410,77111,3520
201410,77112,2977
201410,77113,734
201410,77114,4032
201410,77116,3726
201410,77117,3222
201410,77118,4060
201410,77119,1716
201410,77120,2826
201410,77121,3208
201410,77122,3440
201410,77123,734
201410,77124,3726
201410,77125,3726
201410,77126,1348
201410,77127,3005
201410,77128,4060
201410,77129,3702
201410,77131,437
201410,77132,616
201410,77133,3005
201410,77134,2357
201410,77135,3195
201410,77136,2412
201410,77137,2562
201410,77138,3574
201410,77139,3574
201410,77140,3568
201410,77141,3005
201410,77142,2977
201410,77143,4060
201410,77145,2549
201410,77146,4032
201410,77148,3726
201410,77149,1986
201410,77150,3468
201410,77151,2562
201410,77152,977
201410,77153,3205
201410,77155,2412
201410,77156,616
201410,77157,3155
201410,77158,3520
201410,77159,3155
201410,77160,3046
201410,77161,3570
201410,77162,1428
201410,77163,1428
201410,77164,2977
201410,77166,3568
201410,77201,3565
201410,77202,423
201410,77203,2368
201410,77204,3701
201410,77205,2971
201410,77208,1986
201410,77209,3785
201410,77210,4035
201410,77211,155
201410,77212,3046
201410,77213,3045
201410,77214,1986
201410,77215,694
201410,77216,3565
201410,77217,3564
201410,77218,155
201410,77219,3586
201410,77221,3793
201410,77223,3277
201410,77224,3591
201410,77224,3759
201410,77224,3277
201410,77224,2293
201410,77224,2298
201410,77224,3422
201410,77224,2841
201410,77224,2351
201410,77224,3598
201410,77224,2338
201410,77224,4104
201410,77224,1214
201410,77224,2981
201410,77225,4087
201410,77226,3045
201410,77228,2324
201410,77229,4087
201410,77232,3785
201410,77233,3565
201410,77234,2474
201410,77235,3586
201410,77236,2570
201410,77237,3277
201410,77238,2570
201410,77239,3574
201410,77240,2368
201410,77241,3785
201410,77242,2570
201410,77243,1251
201410,77244,4087
201410,77245,1677
201410,77246,3045
201410,77247,2332
201410,77249,2324
201410,77250,3046
201410,77251,1677
201410,77253,1251
201410,77254,3586
201410,77255,2324
201410,77256,2332
201410,77257,3176
201410,77258,3046
201410,77259,2393
201410,77260,1251
201410,77261,2570
201410,77262,2324
201410,77263,2368
201410,77264,3046
201410,77265,155
201410,77266,4035
201410,77267,4087
201410,77301,4035
201410,77302,4042
201410,77304,3105
201410,77305,3049
201410,77327,3537
201410,77328,4042
201410,77330,3325
201410,77331,3105
201410,77332,3325
201410,77333,3537
201410,77352,4042
201410,77355,3325
201410,77356,3537
201410,77357,3569
201410,77358,3569
201410,77401,3583
201410,77402,3583
201410,77403,4033
201410,77404,3572
201410,77405,3602
201410,77407,3736
201410,77408,756
201410,77409,1526
201410,77410,3602
201410,77410,3760
201410,77411,1526
201410,77412,3756
201410,77412,4059
201410,77413,756
201410,77414,3438
201410,77415,3778
201410,77416,3438
201410,77417,3720
201410,77418,1979
201410,77419,3670
201410,77421,2929
201410,77422,3699
201410,77423,756
201410,77424,1676
201410,77425,3756
201410,77426,1348
201410,77427,4059
201410,77428,4033
201410,77429,3652
201410,77431,3806
201410,77432,3760
201410,77433,3573
201410,77434,3573
201410,77435,3305
201410,77436,1979
201410,77437,3800
201410,77438,3756
201410,77439,1526
201410,77440,1979
201410,77441,3757
201410,77442,3438
201410,77443,3807
201410,77446,3760
201410,77448,3757
201410,77449,3652
201410,77450,4033
201410,77453,3652
201410,77464,3602
201410,88101,2815
201410,88102,2940
201410,88103,2912
201410,88104,4094
201410,88105,2971
201410,88107,2472
201410,88111,2474
201410,88112,3794
201410,88113,3590
201410,88114,423
201410,88115,3564
201410,88117,1819
201410,88118,3287
201410,88119,3590
201410,88120,3462
201410,88121,3794
201410,88122,3684
201410,88123,3782
201410,88124,3700
201410,88125,3590
201410,88126,3462
201410,88127,3794
201410,88128,3287
201410,88129,3088
201410,88131,3088
201410,88132,3287
201410,88133,3700
201410,88134,2472
201410,88136,3195
201410,88137,2085
201410,88138,3150
201410,88140,3175
201410,88141,687
201410,88142,3007
201410,88143,3462
201410,88144,3088
201410,88145,3150
201410,88146,3130
201410,88147,3007
201410,88147,3175
201410,88148,3175
201410,88148,3783
201410,88149,1819
201410,88151,3700
201410,88151,4094
201410,88152,4094
201410,88152,3700
201410,88153,3783
201410,88153,3287
201410,88154,4094
201410,88155,3007
201410,88156,1819
201410,88163,3590
201410,88201,4039
201410,88202,3056
201410,88203,3680
201410,88204,3441
201410,88205,3183
201410,88207,2538
201410,88211,3798
201410,88212,3473
201410,88213,3589
201410,88214,3585
201410,88215,3595
201410,88216,3187
201410,88217,3549
201410,88218,3549
201410,88219,3473
201410,88220,3289
201410,88221,3589
201410,88222,3699
201410,88223,3679
201410,88224,3408
201410,88225,3473
201410,88226,3549
201410,88227,3712
201410,88228,3589
201410,88229,3441
201410,88231,3187
201410,88232,2538
201410,88233,3549
201410,88234,3408
201410,88236,3798
201410,88238,3712
201410,88240,3712
201410,88241,3797
201410,88263,3473
201410,90301,3293
201410,90302,3647
201410,90302,3673
201410,90302,3355
201410,90303,3176
201410,90303,3673
201410,90304,3502
201410,90304,3176
201410,91303,3219
201410,91304,1348
201410,91305,2412
201410,91313,2381
201410,91314,3858
201410,91315,1120
201410,91316,437
201410,91630,1536
201410,91631,594
201410,91631,593
201410,91632,1092
201410,91632,1351
201410,91633,1728
201410,91633,2210
201410,91634,143
201410,91634,3006
201410,91635,3673
201410,91636,49
201410,91636,3664
201410,91637,2878
201410,91638,1981
201410,91638,1768
201410,91639,2545
201410,91639,49
201410,91640,2210
201410,91641,857
201410,91641,15
201410,91642,236
201410,91642,687
201410,91643,1251
201410,91643,3664
201410,91836,2878
201410,91837,1221
201410,91838,3674
201410,91839,2210
201410,91840,2353
201410,91841,2945
201410,91930,50
201410,91931,798
201410,91932,2332
201410,91933,1930
201410,91934,3210
201410,91935,1251
201410,92607,3664
201410,92608,4114
201410,92609,4114
201410,92610,2459
201410,92611,2353
201410,92612,4132
201410,92613,3210
201410,93201,3171
201410,93202,54
201410,93203,3417
201410,93204,1449
201410,93205,3169
201410,93206,2327
201410,93207,539
201410,93207,857
201410,93208,3771
201410,93209,54
201410,93209,857
201410,93210,3417
201410,93210,17
201410,93211,1449
201410,93212,3129
201410,93213,2981
201410,93214,539
201410,93214,441
201410,93710,3496
201410,93711,3256
201410,93711,3496
201410,93712,2554
201410,93713,1733
201410,93714,2895
201410,93715,3265
201410,93716,143
201410,93716,49
201410,93901,2085
201410,93901,1768
201410,93902,3216
201410,93902,3218
201410,93902,4097
201410,93903,3770
201410,93903,3236
201410,93904,2327
201410,93904,1449
201410,93905,3218
201410,93905,3770
201410,93906,2085
201410,93906,2265
201410,93906,1546
201410,93907,4096
201410,93908,3257
201410,93908,3770
201410,93909,4136
201410,93909,3216
201410,93910,4136
201410,93910,3429
201410,93911,2265
201410,93911,2268
201410,93912,2265
201410,93912,441
201410,93912,1546
201410,94201,3884
201410,94202,647
201410,94203,3355
201410,94204,1971
201410,94205,3238
201410,94206,59
201410,94207,2170
201410,94208,2210
201410,95101,3809
201410,95330,3674
201410,95331,594
201410,95332,1092
201410,95333,1728
201410,95334,143
201410,95335,512
201410,95336,3664
201410,95337,3497
201410,95338,1768
201410,95339,49
201410,95340,2210
201410,95341,1518
201410,95342,236
201410,95343,3006
201410,95517,3672
201410,95518,2549
201410,95902,3231
201410,95902,3151
201410,95903,3006
201410,95903,1728
201410,95904,1728
201410,95904,3151
201410,95905,3006
201410,95905,3231
201410,96002,49
201410,96003,49
201410,96004,1329
201410,96005,1536
201410,96101,4016
201410,96102,2927
201410,96103,3641
201410,96104,2572
201410,96201,3293
201410,96202,3673
201410,96202,3647
201410,96203,3176
201410,96204,3502
201410,982101,1
201410,982102,987
201410,982103,3175
201410,982104,1053
201410,982105,1819
201410,982106,3175
201410,982107,2472
201410,982108,2572
201410,98701,801
201410,98702,3847
201410,98703,2943
201410,98704,2219
201410,98705,2504
201410,98706,3442
201410,98707,801
201410,98708,3220
201410,98709,1244
201410,98710,2943
201410,98711,54
201410,98712,2219
201410,98713,1434
201410,98714,2943
201410,98714,2219
201410,98715,1053
201410,99530,2504
201410,99531,1896
201410,99532,2939
201410,99533,1732
201410,99534,843
201410,99535,3011
201410,99536,1053
201410,99537,2512
201410,99538,801
201410,99539,2939
201410,99540,1885
201410,99541,3011
201410,99542,50
201410,99543,2504
201410,99544,801
201410,99545,1434
201410,99801,812
201410,99802,3882
201410,99803,2513
201410,99804,2086
201410,99805,3883
201410,99806,1955
201410,99807,3392
201410,99807,3388
201410,99808,4046
201410,99809,2219
201410,99811,843
201410,99812,3245
201410,99813,2363
201410,99815,3881
201410,99816,59
201410,99817,3293
201410,99818,1733
201410,99818,3293
201410,99819,2086
201410,99820,4031
201411,11747,3721
201411,11747,3784
201411,33135,2502
201411,33140,2490
201411,33151,3176
201411,33159,3795
201411,33331,4080
201411,55139,0
201411,55308,2817
201411,55311,3351
201411,55319,3420
201411,55345,213
201411,55501,213
201411,55503,3421
201411,55503,3168
201411,55514,3694
201411,55524,1749
201411,55540,3886
201411,66257,2243
201411,66265,2243
201411,66441,352
201411,66441,2113
201411,66441,3318
201411,66443,3010
201411,66443,398
201411,66443,2594
201411,66443,3617
201411,66447,3461
201411,66447,3628
201411,66453,814
201411,66453,397
201420,11303,50
201420,11309,712
201420,11312,1329
201420,11314,3901
201420,11320,3901
201420,11327,3789
201420,11331,3790
201420,11334,3789
201420,11335,3901
201420,11336,3740
201420,11338,3733
201420,11342,1683
201420,11345,3740
201420,11347,213
201420,11350,2942
201420,11358,3790
201420,11359,3490
201420,11360,1329
201420,11361,1329
201420,11401,249
201420,11402,3025
201420,11403,3151
201420,11404,3151
201420,11405,3592
201420,11408,3566
201420,11408,3781
201420,11410,3558
201420,11411,150
201420,11412,297
201420,11413,752
201420,11414,3566
201420,11415,2815
201420,11416,2212
201420,11417,3721
201420,11418,3222
201420,11419,551
201420,11421,3923
201420,11423,3231
201420,11424,1679
201420,11426,3184
201420,11429,3673
201420,11430,3918
201420,11431,1679
201420,11434,752
201420,11435,3919
201420,11437,488
201420,11438,3231
201420,11440,3496
201420,11441,3926
201420,11443,3918
201420,11444,3006
201420,11445,3151
201420,11446,3908
201420,11447,752
201420,11448,3184
201420,11449,594
201420,11450,3926
201420,11451,3006
201420,11452,594
201420,11453,1536
201420,11454,2895
201420,11456,488
201420,11457,1728
201420,11458,1728
201420,11459,1728
201420,11460,2212
201420,11461,3558
201420,11462,3231
201420,11463,3006
201420,11658,1329
201420,11701,3705
201420,11702,2940
201420,11703,50
201420,11704,776
201420,11705,3208
201420,11707,2351
201420,11708,1897
201420,11709,3664
201420,11710,302
201420,11711,712
201420,11713,2323
201420,11714,302
201420,11715,694
201420,11716,3782
201420,11717,3564
201420,11718,712
201420,11719,3529
201420,11720,3630
201420,11721,3222
201420,11722,3195
201420,11723,3205
201420,11724,1482
201420,11725,50
201420,11726,3664
201420,11727,2353
201420,11728,219
201420,11729,3733
201420,11730,3558
201420,11733,4083
201420,11734,2474
201420,11735,2353
201420,11736,50
201420,11737,3725
201420,11738,2554
201420,11739,3919
201420,11740,2210
201420,11741,3991
201420,11742,3813
201420,11743,3564
201420,11744,2554
201420,11745,3725
201420,11746,3813
201420,11747,3784
201420,11748,3903
201420,11749,3991
201420,11750,3490
201420,11751,3919
201420,11751,3561
201420,11752,3684
201420,11754,2815
201420,11755,3813
201420,11756,49
201420,11757,776
201420,11758,3725
201420,11759,3725
201420,11760,3477
201420,11761,2210
201420,11762,3630
201420,11763,3561
201420,11764,3733
201420,11765,3561
201420,11766,2482
201420,11767,3440
201420,11768,3561
201420,11769,1683
201420,11770,3733
201420,11771,3877
201420,11772,3733
201420,11803,220
201420,11805,3183
201420,11806,2934
201420,11810,3531
201420,11811,363
201420,11812,3888
201420,11813,3531
201420,11815,3778
201420,11816,3531
201420,11817,3984
201420,11820,3531
201420,11826,3880
201420,11827,3887
201420,11828,220
201420,11901,3972
201420,11902,3972
201420,11903,3080
201420,11904,3741
201420,11905,3958
201420,11907,3810
201420,11908,3752
201420,11909,3080
201420,11910,3080
201420,11912,3580
201420,11912,3582
201420,11912,2351
201420,11913,3576
201420,11914,3707
201420,11915,3202
201420,11916,3972
201420,11917,3304
201420,11918,3741
201420,11919,3972
201420,11920,454
201420,11921,3304
201420,11922,3904
201420,11923,3904
201420,11924,3708
201420,11925,3576
201420,11926,3920
201420,11927,3723
201420,11928,454
201420,11929,454
201420,11930,3604
201420,11933,3731
201420,11934,3904
201420,11935,3723
201420,11936,4001
201420,11937,4001
201420,11938,3372
201420,11939,3080
201420,11940,3604
201420,11942,3723
201420,11943,3304
201420,11944,4001
201420,11946,3707
201420,11947,3958
201420,11966,3240
201420,11967,3304
201420,11969,3604
201420,11970,3080
201420,11971,3708
201420,11972,454
201420,20112,2572
201420,20401,3561
201420,20402,3561
201420,20404,3561
201420,20405,3561
201420,20501,2549
201420,20501,1526
201420,20502,2549
201420,20502,1526
201420,20503,1526
201420,20503,2549
201420,20504,2549
201420,20504,1526
201420,20601,4016
201420,20602,987
201420,20603,804
201420,20604,1930
201420,33101,3732
201420,33101,3070
201420,33102,101
201420,33102,3352
201420,33103,3355
201420,33104,3477
201420,33104,529
201420,33105,3208
201420,33105,622
201420,33106,1109
201420,33106,52
201420,33107,3954
201420,33108,3176
201420,33109,309
201420,33110,3374
201420,33111,1990
201420,33112,267
201420,33114,3879
201420,33114,3355
201420,33115,42
201420,33115,694
201420,33116,3879
201420,33117,551
201420,33117,3314
201420,33118,3647
201420,33119,3647
201420,33120,2482
201420,33120,2826
201420,33121,3721
201420,33121,3775
201420,33122,3477
201420,33122,2555
201420,33123,3673
201420,33124,862
201420,33124,267
201420,33125,687
201420,33125,3701
201420,33126,2361
201420,33126,3673
201420,33127,3784
201420,33127,3960
201420,33127,3793
201420,33128,843
201420,33129,2556
201420,33129,937
201420,33130,2502
201420,33130,3896
201420,33131,3543
201420,33131,1156
201420,33133,1990
201420,33133,3613
201420,33134,529
201420,33134,1482
201420,33135,937
201420,33135,3896
201420,33136,799
201420,33136,2363
201420,33137,3205
201420,33137,687
201420,33138,3314
201420,33138,3293
201420,33138,2363
201420,33138,799
201420,33139,3877
201420,33139,139
201420,33140,2490
201420,33141,3754
201420,33141,2556
201420,33142,529
201420,33142,2942
201420,33142,2363
201420,33142,360
201420,33142,547
201420,33143,2502
201420,33144,3176
201420,33144,3877
201420,33145,1899
201420,33146,1737
201420,33146,2362
201420,33146,3172
201420,33146,1897
201420,33146,3314
201420,33147,1482
201420,33147,2555
201420,33148,1829
201420,33148,2942
201420,33149,3543
201420,33149,547
201420,33149,2942
201420,33149,297
201420,33149,1899
201420,33150,1117
201420,33151,1829
201420,33151,547
201420,33152,1897
201420,33152,2942
201420,33155,3711
201420,33155,3948
201420,33157,3172
201420,33157,3293
201420,33158,3795
201420,33159,360
201420,33160,2942
201420,33160,139
201420,33160,360
201420,33162,1990
201420,33162,309
201420,33201,3299
201420,33202,3529
201420,33203,1489
201420,33204,1320
201420,33205,2971
201420,33207,3954
201420,33208,3543
201420,33209,2842
201420,33209,402
201420,33210,2972
201420,33211,1686
201420,33212,2974
201420,33214,3767
201420,33214,1489
201420,33215,3903
201420,33216,3963
201420,33218,2170
201420,33219,598
201420,33220,2482
201420,33223,2235
201420,33224,2393
201420,33226,3299
201420,33227,3299
201420,33228,2332
201420,33229,2424
201420,33230,1431
201420,33231,2972
201420,33232,3450
201420,33233,3753
201420,33234,3744
201420,33235,402
201420,33236,402
201420,33237,2366
201420,33238,3565
201420,33241,3450
201420,33242,2972
201420,33243,1686
201420,33244,2235
201420,33245,2842
201420,33247,59
201420,33248,1320
201420,33250,3744
201420,33251,647
201420,33252,2974
201420,33253,1028
201420,33254,2974
201420,33255,3450
201420,33256,3753
201420,33258,1489
201420,33259,1489
201420,33266,2332
201420,33301,3614
201420,33301,3966
201420,33302,3585
201420,33302,3302
201420,33303,3550
201420,33304,3941
201420,33305,3183
201420,33306,2934
201420,33307,3736
201420,33308,3180
201420,33309,4080
201420,33310,3683
201420,33311,3109
201420,33311,4003
201420,33312,3328
201420,33314,3498
201420,33315,3776
201420,33316,3071
201420,33317,3959
201420,33318,3328
201420,33319,3966
201420,33320,3187
201420,33321,3699
201420,33321,3984
201420,33322,3327
201420,33323,3453
201420,33324,4003
201420,33324,3294
201420,33325,3463
201420,33325,3798
201420,33326,4105
201420,33327,3984
201420,33327,3720
201420,33328,3467
201420,33328,3974
201420,33329,3550
201420,33330,3944
201420,33331,667
201420,33333,3071
201420,33333,3683
201420,33334,3453
201420,33335,3623
201420,33335,3614
201420,33336,3618
201420,33337,3463
201420,33338,4080
201420,33339,3501
201420,33340,3653
201420,33341,3746
201420,33342,3550
201420,33342,3109
201420,33342,3860
201420,33342,939
201420,33342,3453
201420,33342,3294
201420,33343,3623
201420,33344,3633
201420,33344,3614
201420,33345,3909
201420,33346,3931
201420,33347,3746
201420,33348,3910
201420,33349,3109
201420,33401,3080
201420,33409,3708
201420,33414,3372
201420,33416,1156
201420,33418,3708
201420,33421,3304
201420,33422,3947
201420,33423,3545
201420,33424,3751
201420,33426,3466
201420,33427,3958
201420,33428,3950
201420,33429,3758
201420,33430,3752
201420,33431,1156
201420,33433,3545
201420,33434,3758
201420,33435,3752
201420,33436,3466
201420,33444,3372
201420,55103,17
201420,55114,1270
201420,55127,3521
201420,55134,1088
201420,55135,780
201420,55139,3801
201420,55140,54
201420,55141,3978
201420,55143,780
201420,55144,3521
201420,55145,857
201420,55147,3169
201420,55148,4083
201420,55150,3981
201420,55151,4083
201420,55152,7
201420,55153,3171
201420,55154,3169
201420,55157,857
201420,55158,857
201420,55159,3169
201420,55160,17
201420,55203,1930
201420,55210,2342
201420,55214,2815
201420,55218,1351
201420,55221,3311
201420,55228,1092
201420,55229,2579
201420,55232,1092
201420,55233,3311
201420,55234,3903
201420,55236,1399
201420,55238,213
201420,55239,233
201420,55244,1351
201420,55244,1015
201420,55245,233
201420,55251,1092
201420,55256,1015
201420,55259,694
201420,55259,1015
201420,55260,2927
201420,55301,3779
201420,55301,3781
201420,55302,95
201420,55303,2954
201420,55304,303
201420,55305,2880
201420,55305,2971
201420,55307,2351
201420,55308,3420
201420,55308,3779
201420,55309,3761
201420,55310,418
201420,55310,3779
201420,55311,3420
201420,55311,3648
201420,55312,3555
201420,55312,2817
201420,55313,3740
201420,55313,2323
201420,55314,2466
201420,55315,42
201420,55316,2945
201420,55317,3440
201420,55317,3721
201420,55318,551
201420,55319,4037
201420,55319,3002
201420,55320,2482
201420,55322,3684
201420,55322,3784
201420,55323,3769
201420,55323,2817
201420,55324,3471
201420,55325,129
201420,55326,1546
201420,55327,3553
201420,55328,3701
201420,55328,3195
201420,55329,3588
201420,55329,3107
201420,55330,303
201420,55331,3924
201420,55332,2210
201420,55333,2945
201420,55334,3205
201420,55336,2468
201420,55337,2265
201420,55337,3429
201420,55338,3696
201420,55339,3522
201420,55339,213
201420,55340,2085
201420,55340,1546
201420,55341,2361
201420,55343,2085
201420,55344,1337
201420,55345,1351
201420,55346,2468
201420,55347,302
201420,55347,2954
201420,55350,537
201420,55351,2954
201420,55352,2362
201420,55353,2468
201420,55354,2265
201420,55355,3948
201420,55357,1399
201420,55358,3522
201420,55359,2085
201420,55360,2265
201420,55361,3371
201420,55362,2954
201420,55501,3769
201420,55501,2817
201420,55501,3648
201420,55502,3529
201420,55502,101
201420,55503,2925
201420,55503,3915
201420,55504,694
201420,55504,3903
201420,55505,3592
201420,55505,3208
201420,55505,2971
201420,55506,2981
201420,55508,2351
201420,55510,2534
201420,55510,2940
201420,55510,3779
201420,55511,1129
201420,55511,3282
201420,55512,3421
201420,55513,2534
201420,55513,3705
201420,55513,3782
201420,55514,3694
201420,55515,2826
201420,55516,3711
201420,55516,3195
201420,55517,2534
201420,55517,3768
201420,55518,3588
201420,55518,3761
201420,55520,3630
201420,55521,3775
201420,55521,3130
201420,55522,3706
201420,55522,2512
201420,55523,3917
201420,55524,325
201420,55524,1749
201420,55525,3471
201420,55525,3762
201420,55526,3696
201420,55527,3258
201420,55527,2925
201420,55527,539
201420,55528,3784
201420,55529,3917
201420,55530,3258
201420,55531,3107
201420,55531,3588
201420,55532,2891
201420,55532,3043
201420,55533,3107
201420,55534,3915
201420,55534,3801
201420,55537,139
201420,55538,2981
201420,55540,3801
201420,55542,7
201420,55544,3681
201420,55546,3996
201420,55547,2531
201420,55548,2531
201420,55549,3171
201420,55551,3516
201420,55552,7
201420,55553,1518
201420,55554,3917
201420,55554,3429
201420,55555,15
201420,55557,2474
201420,55558,3701
201420,55559,1518
201420,55560,1518
201420,55562,2981
201420,55601,3769
201420,55602,213
201420,55603,42
201420,55604,3421
201420,55605,2880
201420,55606,3530
201420,55609,325
201420,55610,351
201420,55611,3352
201420,55612,3025
201420,55613,2549
201420,55614,3775
201420,55616,2474
201420,55617,2817
201420,55618,3588
201420,55619,150
201420,55620,1716
201420,55621,3729
201420,55622,3684
201420,55625,1749
201420,55626,3761
201420,55627,3443
201420,55628,3729
201420,55629,1716
201420,55630,3729
201420,55631,3727
201420,55632,3126
201420,55633,3107
201420,55634,3311
201420,55635,3166
201420,55636,3641
201420,55637,3447
201420,55638,1399
201420,55640,3491
201420,55641,3166
201420,55642,3447
201420,55643,3447
201420,55644,3126
201420,55646,3429
201420,55647,3922
201420,55648,3921
201420,55649,1399
201420,55650,3126
201420,55651,3727
201420,55654,3530
201420,55656,3493
201420,55657,3493
201420,55658,3126
201420,55659,3922
201420,55661,1749
201420,55662,3921
201420,55663,3730
201420,55664,3922
201420,55665,3727
201420,55668,3727
201420,55668,3443
201420,55669,3921
201420,55670,3447
201420,55671,3530
201420,55701,3983
201420,55701,3585
201420,55701,3680
201420,55702,3983
201420,55702,3056
201420,55703,3907
201420,55703,3518
201420,55704,3778
201420,55705,2929
201420,55706,3977
201420,55707,3598
201420,55707,3580
201420,55707,3607
201420,55707,3162
201420,55707,2351
201420,55707,3103
201420,55707,3624
201420,55707,3183
201420,55707,1431
201420,55708,3736
201420,55709,3458
201420,55709,52
201420,55709,3457
201420,55709,2934
201420,55709,3597
201420,55710,3140
201420,55710,3585
201420,55710,3679
201420,55711,2268
201420,55711,3139
201420,55712,3907
201420,55713,3585
201420,55713,3302
201420,55713,3139
201420,55714,3956
201420,55715,3289
201420,55716,3798
201420,55716,3463
201420,55717,3557
201420,55717,3056
201420,55718,3670
201420,55718,3019
201420,55718,3912
201420,55719,4033
201420,55720,3959
201420,55721,3720
201420,55721,3984
201420,55721,3699
201420,55722,3302
201420,55722,3983
201420,55723,4050
201420,55724,3140
201420,55724,3557
201420,55725,3019
201420,55726,3284
201420,55726,3912
201420,55727,539
201420,55727,3167
201420,55727,3907
201420,55728,3699
201420,55728,3720
201420,55729,3927
201420,55729,3681
201420,55730,3258
201420,55731,3019
201420,55732,3043
201420,55733,3284
201420,55734,3915
201420,55734,3167
201420,55736,54
201420,55737,3109
