PERIODO_COHORTE,PERIODO_ACADEMICO,CODIGO,TOT_MAT_INSCRITAS,CRED_INSCRITOS,MAT_APROBADAS,CRED_APROBADOS,ENTRY_YEAR,SEMESTRE,FECHA
201320,201510,55113517,3,9,3,9,2013,semestre 2,2013-08-01
201320,201510,55113518,4,18,3,14,2013,semestre 2,2013-08-01
201320,201510,55313501,6,18,6,18,2013,semestre 2,2013-08-01
201320,201510,55313503,6,18,6,18,2013,semestre 2,2013-08-01
201320,201510,55313504,2,5,1,2,2013,semestre 2,2013-08-01
201320,201510,55313505,7,18,6,17,2013,semestre 2,2013-08-01
201320,201510,55313507,7,18,4,10,2013,semestre 2,2013-08-01
201320,201510,55313512,5,12,0,0,2013,semestre 2,2013-08-01
201320,201510,55313514,6,18,6,18,2013,semestre 2,2013-08-01
201320,201510,55313517,6,14,3,7,2013,semestre 2,2013-08-01
201320,201510,55313524,5,12,3,6,2013,semestre 2,2013-08-01
201320,201510,55513502,6,18,4,12,2013,semestre 2,2013-08-01
201320,201510,55513503,7,18,4,11,2013,semestre 2,2013-08-01
201320,201510,55513504,6,18,6,18,2013,semestre 2,2013-08-01
201320,201510,55513506,7,18,6,14,2013,semestre 2,2013-08-01
201320,201510,55513508,6,18,5,14,2013,semestre 2,2013-08-01
201320,201510,55513510,6,16,5,14,2013,semestre 2,2013-08-01
201320,201510,55513513,4,11,1,3,2013,semestre 2,2013-08-01
201320,201510,55513516,7,18,5,13,2013,semestre 2,2013-08-01
201320,201510,55513517,5,14,2,5,2013,semestre 2,2013-08-01
201320,201510,55513518,5,12,2,5,2013,semestre 2,2013-08-01
201320,201510,55513519,6,18,5,14,2013,semestre 2,2013-08-01
201320,201510,55513520,7,18,0,0,2013,semestre 2,2013-08-01
201320,201510,55513524,7,14,5,10,2013,semestre 2,2013-08-01
201320,201510,55513526,5,14,5,14,2013,semestre 2,2013-08-01
201320,201510,55513530,5,11,3,6,2013,semestre 2,2013-08-01
201320,201510,55513531,6,18,6,18,2013,semestre 2,2013-08-01
201320,201510,55513532,5,14,2,5,2013,semestre 2,2013-08-01
201320,201510,55513535,8,18,6,15,2013,semestre 2,2013-08-01
201320,201510,55513537,5,13,1,3,2013,semestre 2,2013-08-01
201320,201510,55513538,7,18,7,18,2013,semestre 2,2013-08-01
201320,201510,55513545,6,14,3,7,2013,semestre 2,2013-08-01
201320,201510,55513546,3,9,2,5,2013,semestre 2,2013-08-01
201320,201510,55513549,6,18,6,18,2013,semestre 2,2013-08-01
201320,201510,55513552,6,15,3,7,2013,semestre 2,2013-08-01
201320,201510,55513556,5,11,4,10,2013,semestre 2,2013-08-01
201320,201510,55613501,8,20,8,20,2013,semestre 2,2013-08-01
201320,201510,55613503,8,20,8,20,2013,semestre 2,2013-08-01
201320,201510,55613504,9,20,8,19,2013,semestre 2,2013-08-01
201320,201510,55613505,8,20,7,19,2013,semestre 2,2013-08-01
201320,201510,55613506,9,20,7,16,2013,semestre 2,2013-08-01
201320,201510,55613507,7,17,5,10,2013,semestre 2,2013-08-01
201320,201510,55613508,9,20,8,19,2013,semestre 2,2013-08-01
201320,201510,55613511,7,16,6,13,2013,semestre 2,2013-08-01
201320,201510,55613512,9,20,8,19,2013,semestre 2,2013-08-01
201320,201510,55613513,8,20,8,20,2013,semestre 2,2013-08-01
201320,201510,55613514,7,20,7,20,2013,semestre 2,2013-08-01
201320,201510,55613515,6,17,6,17,2013,semestre 2,2013-08-01
201320,201510,55613516,8,20,8,20,2013,semestre 2,2013-08-01
201320,201510,55713504,6,18,6,18,2013,semestre 2,2013-08-01
201320,201510,55713505,6,18,5,15,2013,semestre 2,2013-08-01
201320,201510,55713508,2,6,2,6,2013,semestre 2,2013-08-01
201320,201510,55713511,7,18,7,18,2013,semestre 2,2013-08-01
201320,201510,55713513,6,18,6,18,2013,semestre 2,2013-08-01
201320,201510,55713516,5,14,3,9,2013,semestre 2,2013-08-01
201320,201510,55713517,6,18,6,18,2013,semestre 2,2013-08-01
201320,201510,55713520,6,18,4,11,2013,semestre 2,2013-08-01
201320,201510,55713521,6,18,6,18,2013,semestre 2,2013-08-01
201320,201510,55713522,7,18,6,17,2013,semestre 2,2013-08-01
201320,201510,55713523,5,13,2,5,2013,semestre 2,2013-08-01
201320,201510,55713527,7,18,4,12,2013,semestre 2,2013-08-01
201320,201510,55713531,6,18,5,15,2013,semestre 2,2013-08-01
201320,201510,55713532,7,16,5,12,2013,semestre 2,2013-08-01
201320,201510,55713535,5,15,4,12,2013,semestre 2,2013-08-01
201320,201510,55713539,5,10,5,10,2013,semestre 2,2013-08-01
201320,201510,55713540,7,18,6,17,2013,semestre 2,2013-08-01
201320,201510,55713545,6,18,5,14,2013,semestre 2,2013-08-01
201320,201510,55713547,6,18,6,18,2013,semestre 2,2013-08-01
201320,201510,55713548,6,18,6,18,2013,semestre 2,2013-08-01
201320,201510,55713550,2,4,2,4,2013,semestre 2,2013-08-01
201320,201510,55713551,6,18,6,18,2013,semestre 2,2013-08-01
201320,201510,55713552,7,18,4,11,2013,semestre 2,2013-08-01
201320,201510,55713553,2,5,0,0,2013,semestre 2,2013-08-01
201320,201510,55713560,6,16,6,16,2013,semestre 2,2013-08-01
201320,201510,55713561,7,17,4,11,2013,semestre 2,2013-08-01
201320,201510,55713562,2,7,2,7,2013,semestre 2,2013-08-01
201320,201510,55713563,6,18,5,15,2013,semestre 2,2013-08-01
201320,201510,55713565,6,18,3,9,2013,semestre 2,2013-08-01
201320,201510,55713568,7,18,7,18,2013,semestre 2,2013-08-01
201320,201510,55713572,6,18,6,18,2013,semestre 2,2013-08-01
201320,201510,55713573,7,18,4,12,2013,semestre 2,2013-08-01
201320,201510,55713574,7,18,4,11,2013,semestre 2,2013-08-01
201320,201510,66113501,2,7,1,3,2013,semestre 2,2013-08-01
201320,201510,66113503,7,17,6,16,2013,semestre 2,2013-08-01
201320,201510,66113504,6,14,6,14,2013,semestre 2,2013-08-01
201320,201510,66113506,7,20,7,20,2013,semestre 2,2013-08-01
201320,201510,66113510,3,7,3,7,2013,semestre 2,2013-08-01
201320,201510,66113513,7,18,6,14,2013,semestre 2,2013-08-01
201320,201510,66113514,7,16,3,5,2013,semestre 2,2013-08-01
201320,201510,66113516,7,16,4,8,2013,semestre 2,2013-08-01
201320,201510,66113520,8,17,6,14,2013,semestre 2,2013-08-01
201320,201510,66113521,6,16,6,16,2013,semestre 2,2013-08-01
201320,201510,66113523,6,18,6,18,2013,semestre 2,2013-08-01
201320,201510,66113524,6,15,5,11,2013,semestre 2,2013-08-01
201320,201510,66113525,7,18,6,14,2013,semestre 2,2013-08-01
201320,201510,66213503,3,10,3,10,2013,semestre 2,2013-08-01
201320,201510,66213505,5,12,4,8,2013,semestre 2,2013-08-01
201320,201510,66213506,6,16,1,2,2013,semestre 2,2013-08-01
201320,201510,66213507,6,14,2,4,2013,semestre 2,2013-08-01
201320,201510,66213508,0,0,0,0,2013,semestre 2,2013-08-01
201320,201510,66213509,9,23,9,23,2013,semestre 2,2013-08-01
201320,201510,66213511,7,15,6,12,2013,semestre 2,2013-08-01
201320,201510,66213512,7,19,2,5,2013,semestre 2,2013-08-01
201320,201510,66313502,11,24,10,23,2013,semestre 2,2013-08-01
201320,201510,66313504,5,12,3,8,2013,semestre 2,2013-08-01
201320,201510,66313505,11,24,10,23,2013,semestre 2,2013-08-01
201320,201510,66313507,3,9,3,9,2013,semestre 2,2013-08-01
201320,201510,66313508,11,24,10,23,2013,semestre 2,2013-08-01
201320,201510,66313509,2,7,2,7,2013,semestre 2,2013-08-01
201320,201510,66313510,5,9,1,2,2013,semestre 2,2013-08-01
201320,201510,66313512,3,7,0,0,2013,semestre 2,2013-08-01
201320,201510,66413502,9,19,9,19,2013,semestre 2,2013-08-01
201320,201510,66413504,4,11,0,0,2013,semestre 2,2013-08-01
201320,201510,66413505,9,19,8,17,2013,semestre 2,2013-08-01
201320,201510,66413506,6,18,4,14,2013,semestre 2,2013-08-01
201320,201510,66413508,7,20,6,12,2013,semestre 2,2013-08-01
201320,201510,66413509,9,17,8,16,2013,semestre 2,2013-08-01
201320,201510,66413510,7,20,4,14,2013,semestre 2,2013-08-01
201320,201510,66413514,2,6,1,3,2013,semestre 2,2013-08-01
201320,201510,66413515,4,16,4,16,2013,semestre 2,2013-08-01
201320,201510,66413517,4,15,4,15,2013,semestre 2,2013-08-01
201320,201510,66413519,8,16,8,16,2013,semestre 2,2013-08-01
201320,201510,66413520,6,18,5,17,2013,semestre 2,2013-08-01
201320,201510,66413521,5,18,4,14,2013,semestre 2,2013-08-01
201320,201510,66413523,2,12,2,12,2013,semestre 2,2013-08-01
201320,201510,66413525,2,5,1,3,2013,semestre 2,2013-08-01
201320,201510,66413527,2,10,2,10,2013,semestre 2,2013-08-01
201320,201510,66413530,6,18,6,18,2013,semestre 2,2013-08-01
201320,201510,66413531,2,6,2,6,2013,semestre 2,2013-08-01
201320,201510,66413533,2,12,2,12,2013,semestre 2,2013-08-01
201320,201510,66413535,3,6,1,2,2013,semestre 2,2013-08-01
201320,201510,66413536,2,12,1,8,2013,semestre 2,2013-08-01
201320,201510,66413537,6,18,5,10,2013,semestre 2,2013-08-01
201320,201510,66413539,7,19,7,19,2013,semestre 2,2013-08-01
201320,201510,66413540,2,12,2,12,2013,semestre 2,2013-08-01
201320,201510,66413542,9,19,9,19,2013,semestre 2,2013-08-01
201320,201510,66413544,4,10,4,10,2013,semestre 2,2013-08-01
201320,201510,66413545,2,12,0,0,2013,semestre 2,2013-08-01
201320,201510,66413546,2,7,2,7,2013,semestre 2,2013-08-01
201320,201510,66413547,7,20,7,20,2013,semestre 2,2013-08-01
201320,201510,66413548,2,9,2,9,2013,semestre 2,2013-08-01
201320,201510,66413549,2,6,0,0,2013,semestre 2,2013-08-01
201320,201510,66413550,6,18,4,15,2013,semestre 2,2013-08-01
201320,201510,66413551,2,12,1,8,2013,semestre 2,2013-08-01
201320,201510,66413552,4,16,3,12,2013,semestre 2,2013-08-01
201320,201510,66413553,9,19,9,19,2013,semestre 2,2013-08-01
201320,201510,66413554,5,18,1,2,2013,semestre 2,2013-08-01
201320,201510,66413556,10,22,6,12,2013,semestre 2,2013-08-01
201320,201510,66413557,6,18,5,17,2013,semestre 2,2013-08-01
201320,201510,66413560,2,12,2,12,2013,semestre 2,2013-08-01
201320,201510,66413562,2,12,2,12,2013,semestre 2,2013-08-01
201320,201510,66413565,4,15,4,15,2013,semestre 2,2013-08-01
201320,201510,66413566,6,18,6,18,2013,semestre 2,2013-08-01
201320,201510,66413567,5,16,4,14,2013,semestre 2,2013-08-01
201320,201510,66413570,8,17,8,17,2013,semestre 2,2013-08-01
201320,201510,66413572,2,6,1,3,2013,semestre 2,2013-08-01
201320,201510,66413574,2,4,2,4,2013,semestre 2,2013-08-01
201320,201510,66413579,6,18,5,17,2013,semestre 2,2013-08-01
201320,201510,66413580,2,5,2,5,2013,semestre 2,2013-08-01
201320,201510,66413581,4,14,3,12,2013,semestre 2,2013-08-01
201320,201510,66513501,9,19,8,18,2013,semestre 2,2013-08-01
201320,201510,66513503,8,16,7,15,2013,semestre 2,2013-08-01
201320,201510,66513508,5,10,2,5,2013,semestre 2,2013-08-01
201320,201510,66513509,8,18,6,14,2013,semestre 2,2013-08-01
201320,201510,66513510,2,5,0,0,2013,semestre 2,2013-08-01
201320,201510,66513511,2,5,0,0,2013,semestre 2,2013-08-01
201320,201510,66513512,3,5,1,1,2013,semestre 2,2013-08-01
201320,201510,66513514,9,19,8,18,2013,semestre 2,2013-08-01
201320,201510,66613503,8,21,7,20,2013,semestre 2,2013-08-01
201320,201510,66613504,5,13,4,12,2013,semestre 2,2013-08-01
201320,201510,66613505,8,17,3,7,2013,semestre 2,2013-08-01
201320,201510,66613508,2,4,1,2,2013,semestre 2,2013-08-01
201320,201510,66613509,6,13,6,13,2013,semestre 2,2013-08-01
201320,201510,66613510,8,21,7,20,2013,semestre 2,2013-08-01
201320,201510,66613513,6,15,2,4,2013,semestre 2,2013-08-01
201320,201510,66613515,7,17,7,17,2013,semestre 2,2013-08-01
201320,201510,66613516,7,15,7,15,2013,semestre 2,2013-08-01
201320,201510,66613519,2,5,2,5,2013,semestre 2,2013-08-01
201320,201510,66613521,8,21,7,20,2013,semestre 2,2013-08-01
201320,201510,66613523,7,16,7,16,2013,semestre 2,2013-08-01
201320,201510,66613524,8,21,7,20,2013,semestre 2,2013-08-01
201320,201510,66613525,8,18,6,14,2013,semestre 2,2013-08-01
201320,201510,66613526,2,6,1,3,2013,semestre 2,2013-08-01
201320,201510,66613528,7,16,4,11,2013,semestre 2,2013-08-01
201320,201510,66613530,7,15,5,10,2013,semestre 2,2013-08-01
201320,201510,66613531,4,10,4,10,2013,semestre 2,2013-08-01
201320,201510,66613532,6,14,5,12,2013,semestre 2,2013-08-01
201320,201510,66613534,7,20,7,20,2013,semestre 2,2013-08-01
201320,201510,66613536,0,0,0,0,2013,semestre 2,2013-08-01
201320,201510,66613537,7,15,7,15,2013,semestre 2,2013-08-01
201320,201510,66613539,7,17,7,17,2013,semestre 2,2013-08-01
201320,201510,66613540,7,16,6,15,2013,semestre 2,2013-08-01
201320,201510,66613541,6,14,4,10,2013,semestre 2,2013-08-01
201320,201510,66613542,6,14,6,14,2013,semestre 2,2013-08-01
201320,201510,66613543,7,17,1,2,2013,semestre 2,2013-08-01
201320,201510,66613544,2,6,1,3,2013,semestre 2,2013-08-01
201320,201510,66613545,7,16,4,10,2013,semestre 2,2013-08-01
201320,201510,66613547,8,21,7,20,2013,semestre 2,2013-08-01
201320,201510,66613548,6,15,2,4,2013,semestre 2,2013-08-01
201320,201510,66613549,6,15,0,0,2013,semestre 2,2013-08-01
201320,201510,77113505,5,16,2,8,2013,semestre 2,2013-08-01
201320,201510,77113512,3,10,2,8,2013,semestre 2,2013-08-01
201320,201510,77113516,7,18,5,15,2013,semestre 2,2013-08-01
201320,201510,77113517,7,20,7,20,2013,semestre 2,2013-08-01
201320,201510,77113518,5,15,5,15,2013,semestre 2,2013-08-01
201320,201510,77213501,8,21,8,21,2013,semestre 2,2013-08-01
201320,201510,77213502,8,21,8,21,2013,semestre 2,2013-08-01
201320,201510,77213507,8,21,8,21,2013,semestre 2,2013-08-01
201320,201510,77213508,8,21,0,0,2013,semestre 2,2013-08-01
201320,201510,77213510,7,19,7,19,2013,semestre 2,2013-08-01
201320,201510,77213512,2,7,2,7,2013,semestre 2,2013-08-01
201320,201510,77413525,6,18,6,18,2013,semestre 2,2013-08-01
201320,201510,77413526,2,5,1,3,2013,semestre 2,2013-08-01
201320,201510,88113506,0,0,0,0,2013,semestre 2,2013-08-01
201320,201510,88113507,5,15,0,0,2013,semestre 2,2013-08-01
201320,201510,88113516,7,19,5,15,2013,semestre 2,2013-08-01
201320,201510,88213501,6,19,6,19,2013,semestre 2,2013-08-01
201320,201510,88213504,6,19,6,19,2013,semestre 2,2013-08-01
201320,201510,88213507,7,19,4,12,2013,semestre 2,2013-08-01
201320,201510,88213509,6,19,6,19,2013,semestre 2,2013-08-01
201320,201510,88213510,6,16,4,9,2013,semestre 2,2013-08-01
201320,201510,88213511,6,19,3,10,2013,semestre 2,2013-08-01
201320,201510,88213512,6,19,6,19,2013,semestre 2,2013-08-01
201320,201510,88213514,4,10,3,9,2013,semestre 2,2013-08-01
201320,201510,88213520,6,16,2,8,2013,semestre 2,2013-08-01
201320,201510,88213521,6,19,6,19,2013,semestre 2,2013-08-01
201320,201510,88213523,6,19,6,19,2013,semestre 2,2013-08-01
201320,201510,88213525,6,15,3,6,2013,semestre 2,2013-08-01
201320,201510,88213528,7,19,6,17,2013,semestre 2,2013-08-01
201320,201510,88213529,3,8,3,8,2013,semestre 2,2013-08-01
201320,201511,33313513,1,3,1,3,2013,semestre 2,2013-08-01
201320,201511,33313535,1,4,0,0,2013,semestre 2,2013-08-01
201320,201511,55513503,1,2,1,2,2013,semestre 2,2013-08-01
201320,201511,55513519,0,0,0,0,2013,semestre 2,2013-08-01
201320,201511,55513535,1,4,1,4,2013,semestre 2,2013-08-01
201320,201511,55513552,0,0,0,0,2013,semestre 2,2013-08-01
201320,201511,55613508,0,0,0,0,2013,semestre 2,2013-08-01
201320,201511,55713520,1,4,1,4,2013,semestre 2,2013-08-01
201320,201511,55713545,1,4,1,4,2013,semestre 2,2013-08-01
201320,201511,55713552,1,4,1,4,2013,semestre 2,2013-08-01
201320,201520,11313501,7,19,5,15,2013,semestre 2,2013-08-01
201320,201520,11313502,0,0,0,0,2013,semestre 2,2013-08-01
201320,201520,11313503,6,16,6,16,2013,semestre 2,2013-08-01
201320,201520,11313504,6,18,6,18,2013,semestre 2,2013-08-01
201320,201520,11313505,5,14,1,4,2013,semestre 2,2013-08-01
201320,201520,11313512,7,17,3,8,2013,semestre 2,2013-08-01
201320,201520,11413501,7,17,7,17,2013,semestre 2,2013-08-01
201320,201520,11413504,6,15,6,15,2013,semestre 2,2013-08-01
201320,201520,11413505,7,19,7,19,2013,semestre 2,2013-08-01
201320,201520,11413507,7,19,4,9,2013,semestre 2,2013-08-01
201320,201520,11413509,8,19,7,17,2013,semestre 2,2013-08-01
201320,201520,11413513,7,19,6,16,2013,semestre 2,2013-08-01
201320,201520,11713505,7,16,3,7,2013,semestre 2,2013-08-01
201320,201520,11713508,7,18,7,18,2013,semestre 2,2013-08-01
201320,201520,11713512,8,19,6,16,2013,semestre 2,2013-08-01
201320,201520,11913501,8,19,8,19,2013,semestre 2,2013-08-01
201320,201520,11913502,8,18,7,17,2013,semestre 2,2013-08-01
201320,201520,11913504,7,18,7,18,2013,semestre 2,2013-08-01
201320,201520,11913506,8,19,8,19,2013,semestre 2,2013-08-01
201320,201520,11913508,8,19,8,19,2013,semestre 2,2013-08-01
201320,201520,11913509,8,19,8,19,2013,semestre 2,2013-08-01
201320,201520,33113512,4,16,4,16,2013,semestre 2,2013-08-01
201320,201520,33113517,5,17,4,16,2013,semestre 2,2013-08-01
201320,201520,33113523,5,17,4,16,2013,semestre 2,2013-08-01
201320,201520,33213504,7,18,7,18,2013,semestre 2,2013-08-01
201320,201520,33213515,6,18,6,18,2013,semestre 2,2013-08-01
201320,201520,33213521,0,0,0,0,2013,semestre 2,2013-08-01
201320,201520,33313502,5,12,4,11,2013,semestre 2,2013-08-01
201320,201520,33313506,5,17,4,16,2013,semestre 2,2013-08-01
201320,201520,33313508,8,19,7,17,2013,semestre 2,2013-08-01
201320,201520,33313511,8,17,7,16,2013,semestre 2,2013-08-01
201320,201520,33313513,8,19,8,19,2013,semestre 2,2013-08-01
201320,201520,33313515,5,17,4,16,2013,semestre 2,2013-08-01
201320,201520,33313516,5,17,3,12,2013,semestre 2,2013-08-01
201320,201520,33313525,5,17,4,16,2013,semestre 2,2013-08-01
201320,201520,33313527,5,16,2,7,2013,semestre 2,2013-08-01
201320,201520,33313530,4,7,3,6,2013,semestre 2,2013-08-01
201320,201520,33313533,7,19,6,17,2013,semestre 2,2013-08-01
201320,201520,33313535,4,16,1,4,2013,semestre 2,2013-08-01
201320,201520,33313536,5,10,4,9,2013,semestre 2,2013-08-01
201320,201520,33313538,3,7,3,7,2013,semestre 2,2013-08-01
201320,201520,33313544,3,7,1,2,2013,semestre 2,2013-08-01
201320,201520,33313545,7,17,6,16,2013,semestre 2,2013-08-01
201320,201520,33413501,8,23,7,22,2013,semestre 2,2013-08-01
201320,201520,33413502,6,16,5,13,2013,semestre 2,2013-08-01
201320,201520,33413503,8,23,7,22,2013,semestre 2,2013-08-01
201320,201520,55113502,6,15,4,10,2013,semestre 2,2013-08-01
201320,201520,55113515,5,15,3,9,2013,semestre 2,2013-08-01
201320,201520,55113517,4,18,3,14,2013,semestre 2,2013-08-01
201320,201520,55313501,7,17,6,16,2013,semestre 2,2013-08-01
201320,201520,55313503,7,17,6,16,2013,semestre 2,2013-08-01
201320,201520,55313505,6,18,3,8,2013,semestre 2,2013-08-01
201320,201520,55313507,6,15,1,2,2013,semestre 2,2013-08-01
201320,201520,55313512,2,6,2,6,2013,semestre 2,2013-08-01
201320,201520,55313514,7,17,6,16,2013,semestre 2,2013-08-01
201320,201520,55313517,6,18,4,11,2013,semestre 2,2013-08-01
201320,201520,55313524,6,18,2,6,2013,semestre 2,2013-08-01
201320,201520,55513502,7,18,7,18,2013,semestre 2,2013-08-01
201320,201520,55513503,6,16,3,8,2013,semestre 2,2013-08-01
201320,201520,55513504,8,18,7,17,2013,semestre 2,2013-08-01
201320,201520,55513506,6,16,5,15,2013,semestre 2,2013-08-01
201320,201520,55513508,8,18,7,17,2013,semestre 2,2013-08-01
201320,201520,55513510,6,14,2,4,2013,semestre 2,2013-08-01
201320,201520,55513518,7,18,3,6,2013,semestre 2,2013-08-01
201320,201520,55513519,8,18,7,17,2013,semestre 2,2013-08-01
201320,201520,55513522,8,18,7,17,2013,semestre 2,2013-08-01
201320,201520,55513524,5,16,3,9,2013,semestre 2,2013-08-01
201320,201520,55513526,8,18,7,17,2013,semestre 2,2013-08-01
201320,201520,55513530,8,18,6,14,2013,semestre 2,2013-08-01
201320,201520,55513531,8,18,7,17,2013,semestre 2,2013-08-01
201320,201520,55513532,2,6,1,2,2013,semestre 2,2013-08-01
201320,201520,55513535,7,18,7,18,2013,semestre 2,2013-08-01
201320,201520,55513537,3,9,1,4,2013,semestre 2,2013-08-01
201320,201520,55513538,7,18,7,18,2013,semestre 2,2013-08-01
201320,201520,55513545,2,4,2,4,2013,semestre 2,2013-08-01
201320,201520,55513546,6,18,5,15,2013,semestre 2,2013-08-01
201320,201520,55513549,5,14,5,14,2013,semestre 2,2013-08-01
201320,201520,55513552,6,18,5,15,2013,semestre 2,2013-08-01
201320,201520,55513556,7,18,7,18,2013,semestre 2,2013-08-01
201320,201520,55613501,7,17,6,16,2013,semestre 2,2013-08-01
201320,201520,55613503,8,17,4,9,2013,semestre 2,2013-08-01
201320,201520,55613504,7,17,5,12,2013,semestre 2,2013-08-01
201320,201520,55613505,7,17,5,13,2013,semestre 2,2013-08-01
201320,201520,55613506,7,17,5,11,2013,semestre 2,2013-08-01
201320,201520,55613508,7,17,6,16,2013,semestre 2,2013-08-01
201320,201520,55613511,7,17,3,6,2013,semestre 2,2013-08-01
201320,201520,55613512,7,17,7,17,2013,semestre 2,2013-08-01
201320,201520,55613513,7,17,5,13,2013,semestre 2,2013-08-01
201320,201520,55613514,8,17,7,16,2013,semestre 2,2013-08-01
201320,201520,55613515,8,20,7,19,2013,semestre 2,2013-08-01
201320,201520,55613516,7,17,6,16,2013,semestre 2,2013-08-01
201320,201520,55713504,6,18,5,15,2013,semestre 2,2013-08-01
201320,201520,55713505,7,17,7,17,2013,semestre 2,2013-08-01
201320,201520,55713508,7,18,5,13,2013,semestre 2,2013-08-01
201320,201520,55713511,6,18,6,18,2013,semestre 2,2013-08-01
201320,201520,55713513,8,18,7,17,2013,semestre 2,2013-08-01
201320,201520,55713516,2,5,2,5,2013,semestre 2,2013-08-01
201320,201520,55713517,6,18,6,18,2013,semestre 2,2013-08-01
201320,201520,55713520,6,15,4,12,2013,semestre 2,2013-08-01
201320,201520,55713521,6,18,6,18,2013,semestre 2,2013-08-01
201320,201520,55713522,6,18,6,18,2013,semestre 2,2013-08-01
201320,201520,55713523,6,15,3,9,2013,semestre 2,2013-08-01
201320,201520,55713527,6,16,3,7,2013,semestre 2,2013-08-01
201320,201520,55713531,6,15,3,5,2013,semestre 2,2013-08-01
201320,201520,55713532,6,15,1,3,2013,semestre 2,2013-08-01
201320,201520,55713535,6,18,4,13,2013,semestre 2,2013-08-01
201320,201520,55713540,6,18,6,18,2013,semestre 2,2013-08-01
201320,201520,55713545,6,18,6,18,2013,semestre 2,2013-08-01
201320,201520,55713547,7,18,5,12,2013,semestre 2,2013-08-01
201320,201520,55713548,8,18,7,17,2013,semestre 2,2013-08-01
201320,201520,55713550,7,18,5,14,2013,semestre 2,2013-08-01
201320,201520,55713551,8,18,7,17,2013,semestre 2,2013-08-01
201320,201520,55713552,3,9,2,5,2013,semestre 2,2013-08-01
201320,201520,55713553,2,5,0,0,2013,semestre 2,2013-08-01
201320,201520,55713560,7,18,6,15,2013,semestre 2,2013-08-01
201320,201520,55713561,6,18,2,5,2013,semestre 2,2013-08-01
201320,201520,55713562,5,15,4,12,2013,semestre 2,2013-08-01
201320,201520,55713563,6,18,5,15,2013,semestre 2,2013-08-01
201320,201520,55713568,6,18,6,18,2013,semestre 2,2013-08-01
201320,201520,55713572,6,18,5,15,2013,semestre 2,2013-08-01
201320,201520,55713573,7,17,3,9,2013,semestre 2,2013-08-01
201320,201520,55713574,6,15,1,2,2013,semestre 2,2013-08-01
201320,201520,66113501,2,6,1,4,2013,semestre 2,2013-08-01
201320,201520,66113504,3,7,3,7,2013,semestre 2,2013-08-01
201320,201520,66113506,7,20,7,20,2013,semestre 2,2013-08-01
201320,201520,66113510,4,10,3,7,2013,semestre 2,2013-08-01
201320,201520,66113513,4,9,2,3,2013,semestre 2,2013-08-01
201320,201520,66113514,5,13,1,2,2013,semestre 2,2013-08-01
201320,201520,66113516,5,13,4,11,2013,semestre 2,2013-08-01
201320,201520,66113520,8,19,3,7,2013,semestre 2,2013-08-01
201320,201520,66113521,6,18,2,4,2013,semestre 2,2013-08-01
201320,201520,66113523,8,22,8,22,2013,semestre 2,2013-08-01
201320,201520,66113525,4,10,3,8,2013,semestre 2,2013-08-01
201320,201520,66213503,8,16,5,10,2013,semestre 2,2013-08-01
201320,201520,66213505,4,11,4,11,2013,semestre 2,2013-08-01
201320,201520,66213506,2,6,2,6,2013,semestre 2,2013-08-01
201320,201520,66213507,2,5,1,3,2013,semestre 2,2013-08-01
201320,201520,66213509,7,16,6,14,2013,semestre 2,2013-08-01
201320,201520,66213511,9,23,8,21,2013,semestre 2,2013-08-01
201320,201520,66313502,11,26,11,26,2013,semestre 2,2013-08-01
201320,201520,66313504,4,9,4,9,2013,semestre 2,2013-08-01
201320,201520,66313505,11,26,11,26,2013,semestre 2,2013-08-01
201320,201520,66313507,8,20,7,17,2013,semestre 2,2013-08-01
201320,201520,66313508,11,26,11,26,2013,semestre 2,2013-08-01
201320,201520,66313509,4,9,3,8,2013,semestre 2,2013-08-01
201320,201520,66313510,11,24,8,18,2013,semestre 2,2013-08-01
201320,201520,66313512,4,9,2,4,2013,semestre 2,2013-08-01
201320,201520,66413502,6,25,5,24,2013,semestre 2,2013-08-01
201320,201520,66413505,5,9,4,8,2013,semestre 2,2013-08-01
201320,201520,66413506,9,19,5,12,2013,semestre 2,2013-08-01
201320,201520,66413508,6,17,4,14,2013,semestre 2,2013-08-01
201320,201520,66413509,4,10,4,10,2013,semestre 2,2013-08-01
201320,201520,66413510,8,18,5,12,2013,semestre 2,2013-08-01
201320,201520,66413514,4,9,3,7,2013,semestre 2,2013-08-01
201320,201520,66413515,4,14,2,3,2013,semestre 2,2013-08-01
201320,201520,66413517,7,20,5,17,2013,semestre 2,2013-08-01
201320,201520,66413519,4,10,4,10,2013,semestre 2,2013-08-01
201320,201520,66413520,7,15,6,14,2013,semestre 2,2013-08-01
201320,201520,66413521,4,10,4,10,2013,semestre 2,2013-08-01
201320,201520,66413523,7,20,5,17,2013,semestre 2,2013-08-01
201320,201520,66413527,7,20,6,19,2013,semestre 2,2013-08-01
201320,201520,66413530,8,17,8,17,2013,semestre 2,2013-08-01
201320,201520,66413531,5,14,5,14,2013,semestre 2,2013-08-01
201320,201520,66413533,7,20,1,2,2013,semestre 2,2013-08-01
201320,201520,66413535,2,4,0,0,2013,semestre 2,2013-08-01
201320,201520,66413536,4,10,3,8,2013,semestre 2,2013-08-01
201320,201520,66413537,2,10,2,10,2013,semestre 2,2013-08-01
201320,201520,66413539,9,19,7,16,2013,semestre 2,2013-08-01
