PERIODO_COHORTE,PERIODO_ACADEMICO,CODIGO,TOT_MAT_INSCRITAS,CRED_INSCRITOS,MAT_APROBADAS,CRED_APROBADOS,ENTRY_YEAR,SEMESTRE,FECHA
201610,201710,66516012,3,6,1,3,2016,semestre 1,2016-02-01
201610,201710,66516013,2,5,0,0,2016,semestre 1,2016-02-01
201610,201710,66516014,0,0,0,0,2016,semestre 1,2016-02-01
201610,201710,66516018,7,16,4,10,2016,semestre 1,2016-02-01
201610,201710,66516019,7,18,7,18,2016,semestre 1,2016-02-01
201610,201710,66516021,7,18,7,18,2016,semestre 1,2016-02-01
201610,201710,66516024,9,18,5,10,2016,semestre 1,2016-02-01
201610,201710,66516025,7,18,7,18,2016,semestre 1,2016-02-01
201610,201710,66616005,9,20,9,20,2016,semestre 1,2016-02-01
201610,201710,66616006,9,20,8,18,2016,semestre 1,2016-02-01
201610,201710,66616008,5,10,3,6,2016,semestre 1,2016-02-01
201610,201710,66616009,9,20,7,16,2016,semestre 1,2016-02-01
201610,201710,66616011,9,20,9,20,2016,semestre 1,2016-02-01
201610,201710,66616015,9,20,9,20,2016,semestre 1,2016-02-01
201610,201710,66616021,5,10,5,10,2016,semestre 1,2016-02-01
201610,201710,66616022,9,20,8,17,2016,semestre 1,2016-02-01
201610,201710,66616023,9,20,7,17,2016,semestre 1,2016-02-01
201610,201710,66616024,8,19,8,19,2016,semestre 1,2016-02-01
201610,201710,66616027,8,18,4,9,2016,semestre 1,2016-02-01
201610,201710,66616028,9,20,9,20,2016,semestre 1,2016-02-01
201610,201710,66616029,8,18,7,17,2016,semestre 1,2016-02-01
201610,201710,66616030,9,19,8,18,2016,semestre 1,2016-02-01
201610,201710,66616031,9,20,9,20,2016,semestre 1,2016-02-01
201610,201710,66616033,9,20,9,20,2016,semestre 1,2016-02-01
201610,201710,66616035,7,18,5,13,2016,semestre 1,2016-02-01
201610,201710,66616038,9,20,9,20,2016,semestre 1,2016-02-01
201610,201710,66616040,4,10,2,5,2016,semestre 1,2016-02-01
201610,201710,66616042,9,20,8,19,2016,semestre 1,2016-02-01
201610,201710,66616043,7,16,3,8,2016,semestre 1,2016-02-01
201610,201710,66616045,8,19,6,16,2016,semestre 1,2016-02-01
201610,201710,66616046,9,19,8,18,2016,semestre 1,2016-02-01
201610,201710,66616047,8,19,5,13,2016,semestre 1,2016-02-01
201610,201710,66616048,9,20,9,20,2016,semestre 1,2016-02-01
201610,201710,66616049,4,10,4,10,2016,semestre 1,2016-02-01
201610,201710,66616050,7,14,3,6,2016,semestre 1,2016-02-01
201610,201710,66616051,9,20,9,20,2016,semestre 1,2016-02-01
201610,201710,66616054,10,19,9,18,2016,semestre 1,2016-02-01
201610,201710,66616055,3,7,3,7,2016,semestre 1,2016-02-01
201610,201710,66616057,7,18,5,12,2016,semestre 1,2016-02-01
201610,201710,66616058,9,20,9,20,2016,semestre 1,2016-02-01
201610,201710,66616060,9,20,8,19,2016,semestre 1,2016-02-01
201610,201710,66616061,8,19,8,19,2016,semestre 1,2016-02-01
201610,201710,66616064,9,19,2,3,2016,semestre 1,2016-02-01
201610,201710,66616066,9,20,8,18,2016,semestre 1,2016-02-01
201610,201710,66616067,8,19,5,12,2016,semestre 1,2016-02-01
201610,201710,66616073,2,6,0,0,2016,semestre 1,2016-02-01
201610,201710,77116001,8,20,7,19,2016,semestre 1,2016-02-01
201610,201710,77116002,6,17,6,17,2016,semestre 1,2016-02-01
201610,201710,77116004,6,16,3,6,2016,semestre 1,2016-02-01
201610,201710,77116005,8,20,0,0,2016,semestre 1,2016-02-01
201610,201710,77116006,8,20,7,19,2016,semestre 1,2016-02-01
201610,201710,77116007,8,20,6,17,2016,semestre 1,2016-02-01
201610,201710,77116009,8,20,7,19,2016,semestre 1,2016-02-01
201610,201710,77116010,8,20,7,19,2016,semestre 1,2016-02-01
201610,201710,77116011,8,20,7,19,2016,semestre 1,2016-02-01
201610,201710,77116012,7,18,6,17,2016,semestre 1,2016-02-01
201610,201710,77116013,8,20,7,19,2016,semestre 1,2016-02-01
201610,201710,77116014,8,20,7,19,2016,semestre 1,2016-02-01
201610,201710,77116015,8,20,7,19,2016,semestre 1,2016-02-01
201610,201710,77116016,8,20,4,13,2016,semestre 1,2016-02-01
201610,201710,77116017,7,18,0,0,2016,semestre 1,2016-02-01
201610,201710,77116019,8,20,7,19,2016,semestre 1,2016-02-01
201610,201710,77116021,7,18,3,7,2016,semestre 1,2016-02-01
201610,201710,77116022,8,20,5,15,2016,semestre 1,2016-02-01
201610,201710,77116026,8,20,7,19,2016,semestre 1,2016-02-01
201610,201710,77116027,8,20,7,19,2016,semestre 1,2016-02-01
201610,201710,77116029,8,20,5,11,2016,semestre 1,2016-02-01
201610,201710,77116033,6,17,1,2,2016,semestre 1,2016-02-01
201610,201710,77116034,7,18,5,15,2016,semestre 1,2016-02-01
201610,201710,77116037,8,20,6,17,2016,semestre 1,2016-02-01
201610,201710,77116039,8,20,7,19,2016,semestre 1,2016-02-01
201610,201710,77116040,7,20,7,20,2016,semestre 1,2016-02-01
201610,201710,77116041,7,18,6,17,2016,semestre 1,2016-02-01
201610,201710,77116042,7,18,5,15,2016,semestre 1,2016-02-01
201610,201710,77116043,7,18,4,13,2016,semestre 1,2016-02-01
201610,201710,77116045,7,18,3,7,2016,semestre 1,2016-02-01
201610,201710,77116049,8,20,7,19,2016,semestre 1,2016-02-01
201610,201710,77216002,8,18,7,17,2016,semestre 1,2016-02-01
201610,201710,77216003,7,18,3,6,2016,semestre 1,2016-02-01
201610,201710,77216004,8,18,6,15,2016,semestre 1,2016-02-01
201610,201710,77216005,2,7,1,4,2016,semestre 1,2016-02-01
201610,201710,77216007,8,18,7,17,2016,semestre 1,2016-02-01
201610,201710,77216008,8,18,7,17,2016,semestre 1,2016-02-01
201610,201710,77216009,8,18,7,17,2016,semestre 1,2016-02-01
201610,201710,77216010,8,18,6,15,2016,semestre 1,2016-02-01
201610,201710,77216011,8,18,5,11,2016,semestre 1,2016-02-01
201610,201710,77216012,2,3,2,3,2016,semestre 1,2016-02-01
201610,201710,77216014,8,18,6,15,2016,semestre 1,2016-02-01
201610,201710,77216015,8,18,7,17,2016,semestre 1,2016-02-01
201610,201710,77216017,4,10,0,0,2016,semestre 1,2016-02-01
201610,201710,77216018,8,18,7,17,2016,semestre 1,2016-02-01
201610,201710,77216019,8,18,7,17,2016,semestre 1,2016-02-01
201610,201710,77216021,8,18,7,17,2016,semestre 1,2016-02-01
201610,201710,77216022,7,18,3,7,2016,semestre 1,2016-02-01
201610,201710,77216024,2,6,0,0,2016,semestre 1,2016-02-01
201610,201710,77216025,7,18,6,15,2016,semestre 1,2016-02-01
201610,201710,77216026,8,18,7,17,2016,semestre 1,2016-02-01
201610,201710,77216029,9,19,0,0,2016,semestre 1,2016-02-01
201610,201710,77316002,9,18,4,10,2016,semestre 1,2016-02-01
201610,201710,77316003,8,20,8,20,2016,semestre 1,2016-02-01
201610,201710,77316005,9,21,8,20,2016,semestre 1,2016-02-01
201610,201710,77316006,9,21,7,17,2016,semestre 1,2016-02-01
201610,201710,77316007,10,23,9,22,2016,semestre 1,2016-02-01
201610,201710,77316008,9,21,7,18,2016,semestre 1,2016-02-01
201610,201710,77316010,9,21,8,19,2016,semestre 1,2016-02-01
201610,201710,77416027,8,20,7,19,2016,semestre 1,2016-02-01
201610,201710,77416038,8,20,7,19,2016,semestre 1,2016-02-01
201610,201710,77416041,8,20,6,16,2016,semestre 1,2016-02-01
201610,201710,77416042,6,16,5,14,2016,semestre 1,2016-02-01
201610,201710,77416049,7,17,3,6,2016,semestre 1,2016-02-01
201610,201710,88116002,2,4,0,0,2016,semestre 1,2016-02-01
201610,201710,88116003,7,18,7,18,2016,semestre 1,2016-02-01
201610,201710,88116004,8,19,6,15,2016,semestre 1,2016-02-01
201610,201710,88116005,7,19,7,19,2016,semestre 1,2016-02-01
201610,201710,88116006,7,19,7,19,2016,semestre 1,2016-02-01
201610,201710,88116007,6,16,1,3,2016,semestre 1,2016-02-01
201610,201710,88116008,7,19,7,19,2016,semestre 1,2016-02-01
201610,201710,88116009,7,16,6,14,2016,semestre 1,2016-02-01
201610,201710,88116011,7,19,7,19,2016,semestre 1,2016-02-01
201610,201710,88116013,7,19,7,19,2016,semestre 1,2016-02-01
201610,201710,88116017,2,4,1,2,2016,semestre 1,2016-02-01
201610,201710,88116019,7,19,6,17,2016,semestre 1,2016-02-01
201610,201710,88116020,7,19,7,19,2016,semestre 1,2016-02-01
201610,201710,88116021,7,19,6,17,2016,semestre 1,2016-02-01
201610,201710,88116022,7,19,7,19,2016,semestre 1,2016-02-01
201610,201710,88116025,6,16,6,16,2016,semestre 1,2016-02-01
201610,201710,88116029,7,19,7,19,2016,semestre 1,2016-02-01
201610,201710,88116030,2,4,0,0,2016,semestre 1,2016-02-01
201610,201710,88116032,7,19,7,19,2016,semestre 1,2016-02-01
201610,201710,88116035,6,16,6,16,2016,semestre 1,2016-02-01
201610,201710,88116037,7,19,6,17,2016,semestre 1,2016-02-01
201610,201710,88116038,7,19,7,19,2016,semestre 1,2016-02-01
201610,201710,88116040,3,8,3,8,2016,semestre 1,2016-02-01
201610,201710,88116044,7,19,7,19,2016,semestre 1,2016-02-01
201610,201710,88216001,7,19,7,19,2016,semestre 1,2016-02-01
201610,201710,88216005,7,19,3,10,2016,semestre 1,2016-02-01
201610,201710,88216007,7,18,6,16,2016,semestre 1,2016-02-01
201610,201710,88216008,7,19,6,17,2016,semestre 1,2016-02-01
201610,201710,88216009,8,19,6,16,2016,semestre 1,2016-02-01
201610,201710,88216011,7,19,5,14,2016,semestre 1,2016-02-01
201610,201710,88216012,8,19,6,15,2016,semestre 1,2016-02-01
201610,201710,88216014,7,19,7,19,2016,semestre 1,2016-02-01
201610,201710,88216019,5,14,2,6,2016,semestre 1,2016-02-01
201610,201710,88216020,7,19,5,15,2016,semestre 1,2016-02-01
201610,201710,88216021,7,19,7,19,2016,semestre 1,2016-02-01
201610,201710,88216022,2,6,1,4,2016,semestre 1,2016-02-01
201610,201710,88216024,7,19,7,19,2016,semestre 1,2016-02-01
201610,201710,88216025,8,18,4,10,2016,semestre 1,2016-02-01
201610,201710,88216027,8,19,5,14,2016,semestre 1,2016-02-01
201610,201710,88216028,7,17,7,17,2016,semestre 1,2016-02-01
201610,201710,88216029,7,19,7,19,2016,semestre 1,2016-02-01
201610,201710,88216030,7,19,7,19,2016,semestre 1,2016-02-01
201610,201710,88216032,8,19,6,14,2016,semestre 1,2016-02-01
201610,201710,88216033,7,19,7,19,2016,semestre 1,2016-02-01
201610,201710,88216034,7,19,7,19,2016,semestre 1,2016-02-01
201610,201710,88216035,6,14,6,14,2016,semestre 1,2016-02-01
201610,201710,88216036,7,19,7,19,2016,semestre 1,2016-02-01
201610,201711,55716002,1,4,0,0,2016,semestre 1,2016-02-01
201610,201720,11316001,6,17,6,17,2016,semestre 1,2016-02-01
201610,201720,11316005,6,17,6,17,2016,semestre 1,2016-02-01
201610,201720,11316006,6,17,6,17,2016,semestre 1,2016-02-01
201610,201720,11316008,6,17,6,17,2016,semestre 1,2016-02-01
201610,201720,11316010,7,17,4,10,2016,semestre 1,2016-02-01
201610,201720,11416003,6,16,2,5,2016,semestre 1,2016-02-01
201610,201720,11416005,8,19,5,12,2016,semestre 1,2016-02-01
201610,201720,11416006,2,4,0,0,2016,semestre 1,2016-02-01
201610,201720,11416007,8,19,7,16,2016,semestre 1,2016-02-01
201610,201720,11416013,8,19,7,16,2016,semestre 1,2016-02-01
201610,201720,11716004,8,17,6,13,2016,semestre 1,2016-02-01
201610,201720,11716006,8,18,7,17,2016,semestre 1,2016-02-01
201610,201720,11716008,9,19,7,16,2016,semestre 1,2016-02-01
201610,201720,11716009,2,4,1,2,2016,semestre 1,2016-02-01
201610,201720,11716012,5,10,4,8,2016,semestre 1,2016-02-01
201610,201720,11716013,3,6,2,4,2016,semestre 1,2016-02-01
201610,201720,11716015,6,14,6,14,2016,semestre 1,2016-02-01
201610,201720,11716016,8,18,7,17,2016,semestre 1,2016-02-01
201610,201720,11716021,9,19,1,3,2016,semestre 1,2016-02-01
201610,201720,11716029,7,17,7,17,2016,semestre 1,2016-02-01
201610,201720,11716030,10,19,9,18,2016,semestre 1,2016-02-01
201610,201720,11816001,6,17,6,17,2016,semestre 1,2016-02-01
201610,201720,11816003,6,14,2,6,2016,semestre 1,2016-02-01
201610,201720,11816004,7,17,6,16,2016,semestre 1,2016-02-01
201610,201720,11816005,6,17,6,17,2016,semestre 1,2016-02-01
201610,201720,11816007,6,16,3,7,2016,semestre 1,2016-02-01
201610,201720,11816008,6,17,6,17,2016,semestre 1,2016-02-01
201610,201720,11816009,6,17,6,17,2016,semestre 1,2016-02-01
201610,201720,11816010,7,16,5,12,2016,semestre 1,2016-02-01
201610,201720,33116001,7,19,7,19,2016,semestre 1,2016-02-01
201610,201720,33116004,7,19,7,19,2016,semestre 1,2016-02-01
201610,201720,33116005,6,17,6,17,2016,semestre 1,2016-02-01
201610,201720,33116006,7,19,6,18,2016,semestre 1,2016-02-01
201610,201720,33116007,7,19,7,19,2016,semestre 1,2016-02-01
201610,201720,33116010,7,19,7,19,2016,semestre 1,2016-02-01
201610,201720,33116011,7,19,7,19,2016,semestre 1,2016-02-01
201610,201720,33116013,7,19,6,18,2016,semestre 1,2016-02-01
201610,201720,33116014,7,19,7,19,2016,semestre 1,2016-02-01
201610,201720,33116019,7,19,7,19,2016,semestre 1,2016-02-01
201610,201720,33116020,5,13,5,13,2016,semestre 1,2016-02-01
201610,201720,33116021,4,13,3,10,2016,semestre 1,2016-02-01
201610,201720,33116023,7,19,7,19,2016,semestre 1,2016-02-01
201610,201720,33116024,7,19,7,19,2016,semestre 1,2016-02-01
201610,201720,33116027,6,19,6,19,2016,semestre 1,2016-02-01
201610,201720,33116030,7,19,7,19,2016,semestre 1,2016-02-01
201610,201720,33116033,7,19,5,15,2016,semestre 1,2016-02-01
201610,201720,33116034,7,19,7,19,2016,semestre 1,2016-02-01
201610,201720,33116036,6,17,6,17,2016,semestre 1,2016-02-01
201610,201720,33116037,6,17,5,14,2016,semestre 1,2016-02-01
201610,201720,33116038,7,19,7,19,2016,semestre 1,2016-02-01
201610,201720,33216002,7,19,3,9,2016,semestre 1,2016-02-01
201610,201720,33216004,6,19,5,17,2016,semestre 1,2016-02-01
201610,201720,33216006,7,19,7,19,2016,semestre 1,2016-02-01
201610,201720,33216007,7,19,7,19,2016,semestre 1,2016-02-01
201610,201720,33216010,7,19,7,19,2016,semestre 1,2016-02-01
201610,201720,33216013,7,19,7,19,2016,semestre 1,2016-02-01
201610,201720,33216016,6,19,3,10,2016,semestre 1,2016-02-01
201610,201720,33216017,6,19,3,9,2016,semestre 1,2016-02-01
201610,201720,33216018,6,19,5,15,2016,semestre 1,2016-02-01
201610,201720,33216019,7,19,7,19,2016,semestre 1,2016-02-01
201610,201720,33216020,7,19,7,19,2016,semestre 1,2016-02-01
201610,201720,33216022,7,17,6,16,2016,semestre 1,2016-02-01
201610,201720,33216023,7,18,6,17,2016,semestre 1,2016-02-01
201610,201720,33216024,7,19,7,19,2016,semestre 1,2016-02-01
201610,201720,33216028,7,19,6,18,2016,semestre 1,2016-02-01
201610,201720,33216033,6,17,6,17,2016,semestre 1,2016-02-01
201610,201720,33316004,8,19,8,19,2016,semestre 1,2016-02-01
201610,201720,33316005,2,4,2,4,2016,semestre 1,2016-02-01
201610,201720,33316006,7,19,7,19,2016,semestre 1,2016-02-01
201610,201720,33316009,5,15,4,11,2016,semestre 1,2016-02-01
201610,201720,33316010,7,19,7,19,2016,semestre 1,2016-02-01
201610,201720,33316011,7,19,7,19,2016,semestre 1,2016-02-01
201610,201720,33316012,7,19,7,19,2016,semestre 1,2016-02-01
201610,201720,33316013,7,19,7,19,2016,semestre 1,2016-02-01
201610,201720,33316014,7,19,7,19,2016,semestre 1,2016-02-01
201610,201720,33316017,7,14,7,14,2016,semestre 1,2016-02-01
201610,201720,33316018,7,19,7,19,2016,semestre 1,2016-02-01
201610,201720,33316019,7,19,7,19,2016,semestre 1,2016-02-01
201610,201720,33316020,7,19,6,17,2016,semestre 1,2016-02-01
201610,201720,33316021,7,15,6,14,2016,semestre 1,2016-02-01
201610,201720,33316023,4,10,4,10,2016,semestre 1,2016-02-01
201610,201720,33316025,7,19,7,19,2016,semestre 1,2016-02-01
201610,201720,33316027,7,19,6,17,2016,semestre 1,2016-02-01
201610,201720,33316028,7,19,6,15,2016,semestre 1,2016-02-01
201610,201720,33316029,7,17,6,16,2016,semestre 1,2016-02-01
201610,201720,33316030,8,19,8,19,2016,semestre 1,2016-02-01
201610,201720,33316031,4,10,4,10,2016,semestre 1,2016-02-01
201610,201720,33316032,7,18,6,17,2016,semestre 1,2016-02-01
201610,201720,33316033,2,5,1,3,2016,semestre 1,2016-02-01
201610,201720,33316034,6,13,5,11,2016,semestre 1,2016-02-01
201610,201720,33316035,7,17,5,13,2016,semestre 1,2016-02-01
201610,201720,33316037,7,19,7,19,2016,semestre 1,2016-02-01
201610,201720,33316038,7,19,7,19,2016,semestre 1,2016-02-01
201610,201720,33316041,6,19,5,18,2016,semestre 1,2016-02-01
201610,201720,33316042,8,19,6,15,2016,semestre 1,2016-02-01
201610,201720,33316043,7,19,5,15,2016,semestre 1,2016-02-01
201610,201720,33316044,7,19,7,19,2016,semestre 1,2016-02-01
201610,201720,33316045,7,14,0,0,2016,semestre 1,2016-02-01
201610,201720,33316046,7,19,6,15,2016,semestre 1,2016-02-01
201610,201720,33316047,7,19,7,19,2016,semestre 1,2016-02-01
201610,201720,33316050,5,11,3,7,2016,semestre 1,2016-02-01
201610,201720,33316051,3,7,2,5,2016,semestre 1,2016-02-01
201610,201720,33316052,7,19,7,19,2016,semestre 1,2016-02-01
201610,201720,33316053,6,13,6,13,2016,semestre 1,2016-02-01
201610,201720,33316055,6,13,5,11,2016,semestre 1,2016-02-01
201610,201720,33316056,7,19,7,19,2016,semestre 1,2016-02-01
201610,201720,33316058,8,19,5,11,2016,semestre 1,2016-02-01
201610,201720,33316059,7,19,7,19,2016,semestre 1,2016-02-01
201610,201720,33316061,7,19,7,19,2016,semestre 1,2016-02-01
201610,201720,33316062,6,14,5,13,2016,semestre 1,2016-02-01
201610,201720,33316063,7,19,4,9,2016,semestre 1,2016-02-01
201610,201720,33316064,5,15,5,15,2016,semestre 1,2016-02-01
201610,201720,33316066,7,16,3,8,2016,semestre 1,2016-02-01
201610,201720,33316069,7,19,7,19,2016,semestre 1,2016-02-01
201610,201720,33316071,7,19,7,19,2016,semestre 1,2016-02-01
201610,201720,33316073,2,4,2,4,2016,semestre 1,2016-02-01
201610,201720,33316074,7,19,7,19,2016,semestre 1,2016-02-01
201610,201720,33316075,5,10,4,9,2016,semestre 1,2016-02-01
201610,201720,55116002,2,5,1,3,2016,semestre 1,2016-02-01
201610,201720,55116010,7,18,6,17,2016,semestre 1,2016-02-01
201610,201720,55116012,1,2,1,2,2016,semestre 1,2016-02-01
201610,201720,55116013,7,18,6,17,2016,semestre 1,2016-02-01
201610,201720,55116015,7,18,7,18,2016,semestre 1,2016-02-01
201610,201720,55116017,5,15,5,15,2016,semestre 1,2016-02-01
201610,201720,55116021,7,18,6,15,2016,semestre 1,2016-02-01
201610,201720,55116023,5,14,5,14,2016,semestre 1,2016-02-01
201610,201720,55116025,4,18,3,14,2016,semestre 1,2016-02-01
201610,201720,55116026,7,17,7,17,2016,semestre 1,2016-02-01
201610,201720,55116027,7,18,6,17,2016,semestre 1,2016-02-01
201610,201720,55116028,0,0,0,0,2016,semestre 1,2016-02-01
201610,201720,55116029,7,17,3,8,2016,semestre 1,2016-02-01
201610,201720,55216003,6,16,4,11,2016,semestre 1,2016-02-01
201610,201720,55216005,7,18,2,4,2016,semestre 1,2016-02-01
201610,201720,55216006,6,18,5,14,2016,semestre 1,2016-02-01
201610,201720,55216008,7,21,7,21,2016,semestre 1,2016-02-01
201610,201720,55216010,7,18,7,18,2016,semestre 1,2016-02-01
201610,201720,55216012,7,18,4,11,2016,semestre 1,2016-02-01
201610,201720,55216013,8,18,4,10,2016,semestre 1,2016-02-01
201610,201720,55216014,6,16,2,6,2016,semestre 1,2016-02-01
201610,201720,55216016,7,18,7,18,2016,semestre 1,2016-02-01
201610,201720,55316003,6,18,1,3,2016,semestre 1,2016-02-01
201610,201720,55316004,6,18,4,11,2016,semestre 1,2016-02-01
201610,201720,55316005,7,18,4,11,2016,semestre 1,2016-02-01
201610,201720,55316007,7,18,4,10,2016,semestre 1,2016-02-01
201610,201720,55316008,7,18,5,14,2016,semestre 1,2016-02-01
201610,201720,55316010,6,18,6,18,2016,semestre 1,2016-02-01
201610,201720,55316011,6,18,5,14,2016,semestre 1,2016-02-01
201610,201720,55316012,6,18,5,14,2016,semestre 1,2016-02-01
201610,201720,55316013,6,18,6,18,2016,semestre 1,2016-02-01
201610,201720,55316014,6,18,6,18,2016,semestre 1,2016-02-01
201610,201720,55316016,7,18,1,4,2016,semestre 1,2016-02-01
201610,201720,55316017,6,18,5,15,2016,semestre 1,2016-02-01
201610,201720,55316018,7,18,6,17,2016,semestre 1,2016-02-01
201610,201720,55316020,2,5,2,5,2016,semestre 1,2016-02-01
201610,201720,55316021,6,18,6,18,2016,semestre 1,2016-02-01
201610,201720,55316022,6,18,4,11,2016,semestre 1,2016-02-01
201610,201720,55316023,7,18,4,13,2016,semestre 1,2016-02-01
201610,201720,55316024,6,18,5,14,2016,semestre 1,2016-02-01
201610,201720,55316026,6,18,6,18,2016,semestre 1,2016-02-01
201610,201720,55316027,7,18,6,17,2016,semestre 1,2016-02-01
201610,201720,55316028,6,18,6,18,2016,semestre 1,2016-02-01
201610,201720,55316029,7,17,6,16,2016,semestre 1,2016-02-01
201610,201720,55316030,6,17,6,17,2016,semestre 1,2016-02-01
201610,201720,55316031,7,18,6,17,2016,semestre 1,2016-02-01
201610,201720,55316035,7,18,6,17,2016,semestre 1,2016-02-01
201610,201720,55316036,6,18,3,9,2016,semestre 1,2016-02-01
201610,201720,55316037,6,18,4,11,2016,semestre 1,2016-02-01
201610,201720,55316038,6,18,0,0,2016,semestre 1,2016-02-01
201610,201720,55316041,7,18,5,13,2016,semestre 1,2016-02-01
201610,201720,55316045,7,18,6,15,2016,semestre 1,2016-02-01
201610,201720,55316046,6,18,6,18,2016,semestre 1,2016-02-01
201610,201720,55316047,5,15,4,11,2016,semestre 1,2016-02-01
201610,201720,55516001,7,18,6,16,2016,semestre 1,2016-02-01
201610,201720,55516003,6,17,4,11,2016,semestre 1,2016-02-01
201610,201720,55516005,7,17,3,7,2016,semestre 1,2016-02-01
201610,201720,55516006,6,14,5,11,2016,semestre 1,2016-02-01
201610,201720,55516009,6,16,4,9,2016,semestre 1,2016-02-01
201610,201720,55516010,2,5,0,0,2016,semestre 1,2016-02-01
201610,201720,55516014,7,18,6,17,2016,semestre 1,2016-02-01
201610,201720,55516016,6,18,6,18,2016,semestre 1,2016-02-01
201610,201720,55516017,2,7,0,0,2016,semestre 1,2016-02-01
201610,201720,55516018,7,18,6,14,2016,semestre 1,2016-02-01
201610,201720,55516022,7,18,7,18,2016,semestre 1,2016-02-01
201610,201720,55516023,2,6,2,6,2016,semestre 1,2016-02-01
201610,201720,55516026,6,18,6,18,2016,semestre 1,2016-02-01
201610,201720,55516028,6,18,6,18,2016,semestre 1,2016-02-01
201610,201720,55516031,1,3,0,0,2016,semestre 1,2016-02-01
201610,201720,55516032,7,18,6,14,2016,semestre 1,2016-02-01
201610,201720,55516033,7,18,6,14,2016,semestre 1,2016-02-01
201610,201720,55516035,7,17,2,4,2016,semestre 1,2016-02-01
201610,201720,55516038,2,5,2,5,2016,semestre 1,2016-02-01
201610,201720,55516042,7,18,6,17,2016,semestre 1,2016-02-01
201610,201720,55516046,7,18,6,17,2016,semestre 1,2016-02-01
201610,201720,55516047,6,17,0,0,2016,semestre 1,2016-02-01
201610,201720,55616001,7,17,7,17,2016,semestre 1,2016-02-01
201610,201720,55616002,8,20,8,20,2016,semestre 1,2016-02-01
201610,201720,55616003,6,16,5,14,2016,semestre 1,2016-02-01
201610,201720,55616004,8,20,7,17,2016,semestre 1,2016-02-01
201610,201720,55616005,7,17,3,5,2016,semestre 1,2016-02-01
201610,201720,55616007,5,15,3,8,2016,semestre 1,2016-02-01
201610,201720,55616008,7,17,4,11,2016,semestre 1,2016-02-01
201610,201720,55616010,7,17,6,16,2016,semestre 1,2016-02-01
201610,201720,55616011,6,17,6,17,2016,semestre 1,2016-02-01
201610,201720,55616012,8,20,8,20,2016,semestre 1,2016-02-01
201610,201720,55616013,8,20,8,20,2016,semestre 1,2016-02-01
201610,201720,55616014,7,17,6,15,2016,semestre 1,2016-02-01
201610,201720,55616016,8,20,7,16,2016,semestre 1,2016-02-01
201610,201720,55616017,7,17,5,10,2016,semestre 1,2016-02-01
201610,201720,55616018,8,20,8,20,2016,semestre 1,2016-02-01
201610,201720,55616019,8,20,8,20,2016,semestre 1,2016-02-01
201610,201720,55616022,8,20,8,20,2016,semestre 1,2016-02-01
201610,201720,55716001,6,17,6,17,2016,semestre 1,2016-02-01
201610,201720,55716002,8,18,5,12,2016,semestre 1,2016-02-01
201610,201720,55716008,6,16,6,16,2016,semestre 1,2016-02-01
201610,201720,55716009,6,18,3,10,2016,semestre 1,2016-02-01
201610,201720,55716010,6,18,6,18,2016,semestre 1,2016-02-01
201610,201720,55716011,3,7,2,6,2016,semestre 1,2016-02-01
201610,201720,55716012,6,18,6,18,2016,semestre 1,2016-02-01
201610,201720,55716013,6,18,3,8,2016,semestre 1,2016-02-01
201610,201720,55716014,5,11,2,4,2016,semestre 1,2016-02-01
201610,201720,55716016,6,18,6,18,2016,semestre 1,2016-02-01
201610,201720,55716019,7,18,4,11,2016,semestre 1,2016-02-01
201610,201720,55716021,0,0,0,0,2016,semestre 1,2016-02-01
201610,201720,55716022,6,18,4,12,2016,semestre 1,2016-02-01
201610,201720,55716025,6,18,6,18,2016,semestre 1,2016-02-01
201610,201720,55716026,7,18,6,15,2016,semestre 1,2016-02-01
201610,201720,55716028,6,16,6,16,2016,semestre 1,2016-02-01
201610,201720,55716031,3,9,2,5,2016,semestre 1,2016-02-01
201610,201720,55716032,6,18,4,11,2016,semestre 1,2016-02-01
201610,201720,55716033,7,18,4,10,2016,semestre 1,2016-02-01
201610,201720,55716034,6,18,6,18,2016,semestre 1,2016-02-01
201610,201720,55716035,2,5,1,2,2016,semestre 1,2016-02-01
201610,201720,55716036,5,14,2,4,2016,semestre 1,2016-02-01
201610,201720,55716037,6,18,5,14,2016,semestre 1,2016-02-01
201610,201720,55716038,0,0,0,0,2016,semestre 1,2016-02-01
201610,201720,55716040,5,16,5,16,2016,semestre 1,2016-02-01
201610,201720,55716042,0,0,0,0,2016,semestre 1,2016-02-01
201610,201720,55716044,6,18,3,9,2016,semestre 1,2016-02-01
201610,201720,66116004,5,10,4,8,2016,semestre 1,2016-02-01
201610,201720,66116005,6,15,4,8,2016,semestre 1,2016-02-01
201610,201720,66116006,7,20,7,20,2016,semestre 1,2016-02-01
201610,201720,66116008,5,10,5,10,2016,semestre 1,2016-02-01
201610,201720,66116009,4,9,4,9,2016,semestre 1,2016-02-01
201610,201720,66116010,6,14,4,8,2016,semestre 1,2016-02-01
201610,201720,66116011,7,20,6,16,2016,semestre 1,2016-02-01
201610,201720,66116015,7,20,7,20,2016,semestre 1,2016-02-01
201610,201720,66116016,7,17,2,5,2016,semestre 1,2016-02-01
201610,201720,66116017,5,10,5,10,2016,semestre 1,2016-02-01
201610,201720,66116018,7,16,4,8,2016,semestre 1,2016-02-01
201610,201720,66116019,7,20,7,20,2016,semestre 1,2016-02-01
