COD_BASE,NOMBRE_MAT,COD_PRECO,NOMBRE_PRECORREQUISITO,TIPO_REQUISITO
55657,microcontroladores,55642,electronica digital,prerrequisito
55662,instrumentacion industrial,55659,automatizacion,prerrequisito
55663,redes de comunicacion industrial,55657,microcontroladores,prerrequisito
55664,oleoneumatica,55659,automatizacion,prerrequisito
55669,etica profesional,55666,etica general,prerrequisito
55670,practica profesional,55601,matematica basica,prerrequisito
55670,practica profesional,55602,logica,prerrequisito
55670,practica profesional,55603,informatica basica,prerrequisito
55670,practica profesional,55604,quimica general,prerrequisito
55670,practica profesional,55605,expresion oral y escrita,prerrequisito
55670,practica profesional,55606,introduccion al programa,prerrequisito
55670,practica profesional,55607,deporte formativo,prerrequisito
55670,practica profesional,55608,formacion integral i,prerrequisito
55670,practica profesional,55609,calculo diferencial,prerrequisito
55670,practica profesional,55610,mecanica,prerrequisito
55670,practica profesional,55611,estadistica descriptiva,prerrequisito
55670,practica profesional,55612,algebra lineal,prerrequisito
55670,practica profesional,55613,expresion grafica,prerrequisito
55670,practica profesional,55614,ingles i,prerrequisito
55670,practica profesional,55615,formacion integral ii,prerrequisito
55670,practica profesional,55616,humanidades,prerrequisito
55670,practica profesional,55617,calculo integral,prerrequisito
55670,practica profesional,55618,electromagnetismo,prerrequisito
55670,practica profesional,55619,estadistica inferencial,prerrequisito
55670,practica profesional,55620,mecanica analitica,prerrequisito
55670,practica profesional,55621,taller i de introduccion a la ingenieria mecatronica,prerrequisito
55670,practica profesional,55622,ingles ii,prerrequisito
55670,practica profesional,55623,electiva libre i,prerrequisito
55670,practica profesional,55624,constitucion y formacion ciudadana,prerrequisito
55670,practica profesional,55625,ecuaciones diferenciales,prerrequisito
55670,practica profesional,55626,fluidos y ondas,prerrequisito
55670,practica profesional,55627,diseno asistido por computador,prerrequisito
55670,practica profesional,55628,circuitos electricos y mediciones,prerrequisito
55670,practica profesional,55629,mediciones tecnicas,prerrequisito
55670,practica profesional,55630,taller ii de introduccion a ingenieria mecatronica,prerrequisito
55670,practica profesional,55631,metodologia y practica de la investigacion,prerrequisito
55670,practica profesional,55632,matematica avanzada,prerrequisito
55670,practica profesional,55633,fisica del estado solido,prerrequisito
55670,practica profesional,55634,logica de la programacion,prerrequisito
55670,practica profesional,55635,mecanica de materiales,prerrequisito
55670,practica profesional,55636,electronica analoga,prerrequisito
55670,practica profesional,55637,proyecto i de ingenieria mecatronica,prerrequisito
55670,practica profesional,55638,maquinas electricas,prerrequisito
55670,practica profesional,55639,programacion de computadores,prerrequisito
55670,practica profesional,55640,mecanica termofluidica,prerrequisito
55670,practica profesional,55641,mecanismos,prerrequisito
55670,practica profesional,55642,electronica digital,prerrequisito
55670,practica profesional,55643,proyecto ii de ingenieria mecatronica,prerrequisito
55670,practica profesional,55644,control analogo digital,prerrequisito
55670,practica profesional,55645,electiva complementaria i,prerrequisito
55670,practica profesional,55646,ingenieria de produccion,prerrequisito
55670,practica profesional,55647,transferencia de calor,prerrequisito
55670,practica profesional,55648,diseno de elementos de maquinas,prerrequisito
55670,practica profesional,55649,electronica industrial,prerrequisito
55670,practica profesional,55650,proyecto iii de ingenieria mecatronica,prerrequisito
55670,practica profesional,55651,programacion de sistemas digitales,prerrequisito
55670,practica profesional,55652,electiva libre ii,prerrequisito
55670,practica profesional,55653,produccion mas limpia,prerrequisito
55670,practica profesional,55654,simulacion digital,prerrequisito
55670,practica profesional,55655,electiva de profundizacion i,prerrequisito
55670,practica profesional,55656,robotica,prerrequisito
55670,practica profesional,55657,microcontroladores,prerrequisito
55670,practica profesional,55658,proyecto iv de ingenieria mecatronica,prerrequisito
55670,practica profesional,55659,automatizacion,prerrequisito
55670,practica profesional,55660,problemas de contexto,prerrequisito
55670,practica profesional,55661,electiva de profundizacion ii,prerrequisito
55670,practica profesional,55662,instrumentacion industrial,prerrequisito
55670,practica profesional,55663,redes de comunicacion industrial,prerrequisito
55670,practica profesional,55664,oleoneumatica,prerrequisito
55670,practica profesional,55665,seminario de investigacion,prerrequisito
55670,practica profesional,55666,etica general,prerrequisito
55670,practica profesional,55667,electiva complementaria ii,prerrequisito
55710,calculo diferencial,55701,matematica basica,prerrequisito
55712,quimica ii,55703,quimica i,prerrequisito
55717,calculo integral,55710,calculo diferencial,prerrequisito
55718,mecanica,55701,matematica basica,prerrequisito
55722,estadistica inferencial,55713,estadistica descriptiva,prerrequisito
55723,ecologia y ecosistemas estrategicos,55714,biologia,prerrequisito
55724,ecuaciones diferenciales,55717,calculo integral,prerrequisito
55725,fluidos y ondas,55718,mecanica,prerrequisito
55726,termodinamica,55717,calculo integral,prerrequisito
55727,quimica ambiental i,55712,quimica ii,prerrequisito
55728,ingles ii,55721,ingles i,prerrequisito
55729,metodologia y practica de la investigacion,55722,estadistica inferencial,prerrequisito
55730,meteorologia y climatologia,55726,termodinamica,prerrequisito
55731,electromagnetismo,55718,mecanica,prerrequisito
55732,microbiologia ambiental,55714,biologia,prerrequisito
55733,mecanica de fluidos,55724,ecuaciones diferenciales,prerrequisito
55734,quimica ambiental ii,55727,quimica ambiental i,prerrequisito
55736,hidraulica,55733,mecanica de fluidos,prerrequisito
55741,residuos solidos,55732,microbiologia ambiental,prerrequisito
55742,procesos ambientales,55734,quimica ambiental ii,prerrequisito
55743,contaminacion y calidad del aire,55730,meteorologia y climatologia,prerrequisito
55744,geologia ambiental,55734,quimica ambiental ii,prerrequisito
55745,procesos unitarios de potabilizacion,55734,quimica ambiental ii,prerrequisito
55746,procesos unitarios para agua residual,55734,quimica ambiental ii,prerrequisito
55749,tecnologias alternativas,55726,termodinamica,prerrequisito
55751,sistemas de informacion geografica,55719,expresion grafica,prerrequisito
55752,modelacion de sistemas ambientales,55742,procesos ambientales,prerrequisito
55753,tratamiento de aguas,55745,procesos unitarios de potabilizacion,prerrequisito
55753,tratamiento de aguas,55746,procesos unitarios para agua residual,prerrequisito
55754,produccion mas limpia,55724,ecuaciones diferenciales,prerrequisito
55755,seminario de investigacion,55729,metodologia y practica de la investigacion,prerrequisito
55759,practica profesional,55701,matematica basica,prerrequisito
55759,practica profesional,55702,logica,prerrequisito
55759,practica profesional,55703,quimica i,prerrequisito
55759,practica profesional,55704,informatica basica,prerrequisito
55759,practica profesional,55705,expresion oral y escrita,prerrequisito
55759,practica profesional,55706,introduccion al programa,prerrequisito
55759,practica profesional,55707,electiva libre i,prerrequisito
55759,practica profesional,55708,formacion integral i,prerrequisito
55759,practica profesional,55709,deporte formativo,prerrequisito
55759,practica profesional,55710,calculo diferencial,prerrequisito
55759,practica profesional,55711,algebra lineal,prerrequisito
55759,practica profesional,55712,quimica ii,prerrequisito
55759,practica profesional,55713,estadistica descriptiva,prerrequisito
55759,practica profesional,55714,biologia,prerrequisito
55759,practica profesional,55715,formacion integral ii,prerrequisito
55759,practica profesional,55716,humanidades,prerrequisito
55759,practica profesional,55717,calculo integral,prerrequisito
55759,practica profesional,55718,mecanica,prerrequisito
55759,practica profesional,55719,expresion grafica,prerrequisito
55759,practica profesional,55720,principios de economia,prerrequisito
55759,practica profesional,55721,ingles i,prerrequisito
55759,practica profesional,55722,estadistica inferencial,prerrequisito
55759,practica profesional,55723,ecologia y ecosistemas estrategicos,prerrequisito
55759,practica profesional,55724,ecuaciones diferenciales,prerrequisito
55759,practica profesional,55725,fluidos y ondas,prerrequisito
55759,practica profesional,55726,termodinamica,prerrequisito
55759,practica profesional,55727,quimica ambiental i,prerrequisito
55759,practica profesional,55728,ingles ii,prerrequisito
55759,practica profesional,55729,metodologia y practica de la investigacion,prerrequisito
55759,practica profesional,55730,meteorologia y climatologia,prerrequisito
55759,practica profesional,55731,electromagnetismo,prerrequisito
55759,practica profesional,55732,microbiologia ambiental,prerrequisito
55759,practica profesional,55733,mecanica de fluidos,prerrequisito
55759,practica profesional,55734,quimica ambiental ii,prerrequisito
55759,practica profesional,55735,electiva libre ii,prerrequisito
55759,practica profesional,55736,hidraulica,prerrequisito
55759,practica profesional,55737,constitucion y formacion ciudadana,prerrequisito
55759,practica profesional,55738,educacion ambiental,prerrequisito
55759,practica profesional,55739,electiva complementaria i,prerrequisito
55759,practica profesional,55740,hidrologia,prerrequisito
55759,practica profesional,55741,residuos solidos,prerrequisito
55759,practica profesional,55742,procesos ambientales,prerrequisito
55759,practica profesional,55743,contaminacion y calidad del aire,prerrequisito
55759,practica profesional,55744,geologia ambiental,prerrequisito
55759,practica profesional,55745,procesos unitarios de potabilizacion,prerrequisito
55759,practica profesional,55746,procesos unitarios para agua residual,prerrequisito
55759,practica profesional,55747,evaluacion ambiental,prerrequisito
55759,practica profesional,55748,electiva de profundizacion i,prerrequisito
55759,practica profesional,55749,tecnologias alternativas,prerrequisito
55759,practica profesional,55750,electiva complementaria ii,prerrequisito
55759,practica profesional,55751,sistemas de informacion geografica,prerrequisito
55759,practica profesional,55752,modelacion de sistemas ambientales,prerrequisito
55759,practica profesional,55752,modelacion de sistemas medioambientales,prerrequisito
55759,practica profesional,55753,tratamiento de aguas,prerrequisito
55759,practica profesional,55754,produccion mas limpia,prerrequisito
55759,practica profesional,55755,seminario de investigacion,prerrequisito
55759,practica profesional,55756,electiva de profundizacion ii,prerrequisito
55759,practica profesional,55757,problemas de contexto,prerrequisito
55759,practica profesional,55758,etica general,prerrequisito
55762,etica profesional,55758,etica general,prerrequisito
55810,calculo diferencial,55808,matematica basica,prerrequisito
55811,estadistica,55808,matematica basica,prerrequisito
55814,narrativa visual,55802,dibujo artistico,prerrequisito
55815,programacion basica,55807,logica de la programacion,prerrequisito
55816,bases de datos multimedia,55815,programacion basica,prerrequisito
55817,calculo integral,55810,calculo diferencial,prerrequisito
55819,mecanica,55808,matematica basica,prerrequisito
55820,programacion avanzada,55815,programacion basica,prerrequisito
55821,taller de diseno grafico digital,55812,expresion grafica,prerrequisito
55822,diseno de peersonajes para animacion digital,55821,taller de diseno grafico digital,prerrequisito
55823,ecuaciones diferenciales,55817,calculo integral,prerrequisito
55824,electromagnetismo,55819,mecanica,prerrequisito
55825,ingenieria del software,55820,programacion avanzada,prerrequisito
55826,ingles ii,55818,ingles i,prerrequisito
55828,ilustracion y animacion 2d,55822,diseno de peersonajes para animacion digital,prerrequisito
55829,ingles iii,55826,ingles ii,prerrequisito
55831,seminario de investigacion,55827,metodologia y practica de la investigacion,prerrequisito
55836,edicion audio y video,55834,video y fotografia digital,prerrequisito
55839,modelado y animacion 3d,55822,diseno de peersonajes para animacion digital,prerrequisito
55840,taller aplicaciones moviles,55825,ingenieria del software,prerrequisito
55841,arquitectura de videojuegos,55820,programacion avanzada,prerrequisito
55845,formulacion de proyectos de ti,55837,emprendimiento e innovacion ti,prerrequisito
55846,produccion multimedia,55836,edicion audio y video,prerrequisito
55847,realidad mixta (rv/ra),55839,modelado y animacion 3d,prerrequisito
55849,etica profesional,55844,etica general,prerrequisito
55850,gerencia de proyectos de tecnologia,55845,formulacion de proyectos de ti,prerrequisito
55851,integracion multimedia,55846,produccion multimedia,prerrequisito
55853,produccion de videojuegos,55841,arquitectura de videojuegos,prerrequisito
55857,practica profesional,55801,deporte formativo,prerrequisito
55857,practica profesional,55802,dibujo artistico,prerrequisito
55857,practica profesional,55803,expresion oral y escrita,prerrequisito
55857,practica profesional,55804,formacion integral i,prerrequisito
55857,practica profesional,55805,introduccion al programa,prerrequisito
55857,practica profesional,55806,logica,prerrequisito
55857,practica profesional,55807,logica de la programacion,prerrequisito
55857,practica profesional,55808,matematica basica,prerrequisito
55857,practica profesional,55809,algebra lineal,prerrequisito
55857,practica profesional,55810,calculo diferencial,prerrequisito
55857,practica profesional,55811,estadistica,prerrequisito
55857,practica profesional,55812,expresion grafica,prerrequisito
55857,practica profesional,55813,formacion integral ii,prerrequisito
55857,practica profesional,55814,narrativa visual,prerrequisito
55857,practica profesional,55815,programacion basica,prerrequisito
55857,practica profesional,55816,bases de datos multimedia,prerrequisito
55857,practica profesional,55817,calculo integral,prerrequisito
55857,practica profesional,55818,ingles i,prerrequisito
55857,practica profesional,55819,mecanica,prerrequisito
55857,practica profesional,55820,programacion avanzada,prerrequisito
55857,practica profesional,55821,taller de diseno grafico digital,prerrequisito
55857,practica profesional,55822,diseno de peersonajes para animacion digital,prerrequisito
55857,practica profesional,55823,ecuaciones diferenciales,prerrequisito
55857,practica profesional,55824,electromagnetismo,prerrequisito
55857,practica profesional,55825,ingenieria del software,prerrequisito
55857,practica profesional,55826,ingles ii,prerrequisito
55857,practica profesional,55827,metodologia y practica de la investigacion,prerrequisito
55857,practica profesional,55828,ilustracion y animacion 2d,prerrequisito
55857,practica profesional,55829,ingles iii,prerrequisito
55857,practica profesional,55830,redes y servicios multimedia,prerrequisito
55857,practica profesional,55831,seminario de investigacion,prerrequisito
55857,practica profesional,55832,taller diseno multimedia,prerrequisito
55857,practica profesional,55833,usabilidad y accesibilidad,prerrequisito
55857,practica profesional,55834,video y fotografia digital,prerrequisito
55857,practica profesional,55835,cultura y comunicacion visual,prerrequisito
55857,practica profesional,55836,edicion audio y video,prerrequisito
55857,practica profesional,55837,emprendimiento e innovacion ti,prerrequisito
55857,practica profesional,55838,humanidades,prerrequisito
55857,practica profesional,55839,modelado y animacion 3d,prerrequisito
55857,practica profesional,55840,taller aplicaciones moviles,prerrequisito
55857,practica profesional,55841,arquitectura de videojuegos,prerrequisito
55857,practica profesional,55842,electiva de profundizacion i,prerrequisito
55857,practica profesional,55843,electiva libre,prerrequisito
55857,practica profesional,55844,etica general,prerrequisito
55857,practica profesional,55845,formulacion de proyectos de ti,prerrequisito
55857,practica profesional,55846,produccion multimedia,prerrequisito
55857,practica profesional,55847,realidad mixta (rv/ra),prerrequisito
55857,practica profesional,55848,electiva de profundizacion ii,prerrequisito
55857,practica profesional,55849,etica profesional,prerrequisito
55857,practica profesional,55850,gerencia de proyectos de tecnologia,prerrequisito
55857,practica profesional,55851,integracion multimedia,prerrequisito
55857,practica profesional,55852,marketing digital,prerrequisito
55857,practica profesional,55853,produccion de videojuegos,prerrequisito
55910,calculo diferencial,55907,matematica basica,prerrequisito
55915,mecanica,55907,matematica basica,prerrequisito
55916,calculo integral,55910,calculo diferencial,prerrequisito
55917,electromagnetismo,55915,mecanica,prerrequisito
55918,estadistica inferencial,55912,estadistica descriptiva,prerrequisito
55919,estatica,55915,mecanica,prerrequisito
55922,ecuaciones diferenciales,55916,calculo integral,prerrequisito
55923,ingles ii,55921,ingles i,prerrequisito
55924,mecanica de materiales,55919,estatica,prerrequisito
55925,mecanica de suelos,55919,estatica,prerrequisito
55926,principios de economia,55907,matematica basica,prerrequisito
55927,topografia y fotointerpretacion,55913,expresion grafica,prerrequisito
55928,analisis estructural,55924,mecanica de materiales,prerrequisito
55929,diseno geometrico de vias,55927,topografia y fotointerpretacion,prerrequisito
55930,fluidos y ondas,55917,electromagnetismo,prerrequisito
55931,geomatica,55927,topografia y fotointerpretacion,prerrequisito
55932,geotecnia basica,55925,mecanica de suelos,prerrequisito
55933,ingles iii,55923,ingles ii,prerrequisito
55934,geotecnia aplicada,55932,geotecnia basica,prerrequisito
55936,ingenieria de construccion i,55924,mecanica de materiales,prerrequisito
55937,mecanica de fluidos e hidraulica,55930,fluidos y ondas,prerrequisito
55938,metodologia y practica de la investigacion,55912,estadistica descriptiva,prerrequisito
55939,transito y transporte,55929,diseno geometrico de vias,prerrequisito
55940,concreto i,55928,analisis estructural,prerrequisito
55943,estructuras de pavimentos,55939,transito y transporte,prerrequisito
55945,ingenieria de construccion ii,55936,ingenieria de construccion i,prerrequisito
55946,seminario de investigacion,55938,metodologia y practica de la investigacion,prerrequisito
55947,acueductos y alcantarillados,55937,mecanica de fluidos e hidraulica,prerrequisito
55948,concreto ii,55940,concreto i,prerrequisito
55950,estructuras hidraulicas,55928,analisis estructural,prerrequisito
55951,etica profesional,55944,etica general,prerrequisito
55952,evaluacion ambiental,55945,ingenieria de construccion ii,prerrequisito
55953,ingenieria de construccion iii,55945,ingenieria de construccion ii,prerrequisito
55956,legislacion para ingenieria,55945,ingenieria de construccion ii,prerrequisito
55957,practica profesional,55901,deporte formativo,prerrequisito
55957,practica profesional,55902,expresion oral y escrita,prerrequisito
55957,practica profesional,55903,formacion integral i,prerrequisito
55957,practica profesional,55904,herramientas tic,prerrequisito
55957,practica profesional,55905,introduccion al programa,prerrequisito
55957,practica profesional,55906,logica,prerrequisito
55957,practica profesional,55907,matematica basica,prerrequisito
55957,practica profesional,55908,quimica general,prerrequisito
55957,practica profesional,55909,algebra lineal,prerrequisito
55957,practica profesional,55910,calculo diferencial,prerrequisito
55957,practica profesional,55911,electiva libre,prerrequisito
55957,practica profesional,55912,estadistica descriptiva,prerrequisito
55957,practica profesional,55913,expresion grafica,prerrequisito
55957,practica profesional,55914,formacion integral ii,prerrequisito
55957,practica profesional,55915,mecanica,prerrequisito
55957,practica profesional,55916,calculo integral,prerrequisito
55957,practica profesional,55917,electromagnetismo,prerrequisito
55957,practica profesional,55918,estadistica inferencial,prerrequisito
55957,practica profesional,55919,estatica,prerrequisito
55957,practica profesional,55920,geologia aplicada,prerrequisito
55957,practica profesional,55921,ingles i,prerrequisito
55957,practica profesional,55922,ecuaciones diferenciales,prerrequisito
55957,practica profesional,55923,ingles ii,prerrequisito
55957,practica profesional,55924,mecanica de materiales,prerrequisito
55957,practica profesional,55925,mecanica de suelos,prerrequisito
55957,practica profesional,55926,principios de economia,prerrequisito
55957,practica profesional,55927,topografia y fotointerpretacion,prerrequisito
55957,practica profesional,55928,analisis estructural,prerrequisito
55957,practica profesional,55929,diseno geometrico de vias,prerrequisito
55957,practica profesional,55930,fluidos y ondas,prerrequisito
55957,practica profesional,55931,geomatica,prerrequisito
55957,practica profesional,55932,geotecnia basica,prerrequisito
55957,practica profesional,55933,ingles iii,prerrequisito
55957,practica profesional,55934,geotecnia aplicada,prerrequisito
55957,practica profesional,55935,humanidades,prerrequisito
55957,practica profesional,55936,ingenieria de construccion i,prerrequisito
55957,practica profesional,55937,mecanica de fluidos e hidraulica,prerrequisito
55957,practica profesional,55938,metodologia y practica de la investigacion,prerrequisito
55957,practica profesional,55939,transito y transporte,prerrequisito
55957,practica profesional,55940,concreto i,prerrequisito
55957,practica profesional,55941,electiva complementaria interdisciplinaria,prerrequisito
55957,practica profesional,55942,electiva de profundizacion i,prerrequisito
55957,practica profesional,55943,estructuras de pavimentos,prerrequisito
55957,practica profesional,55944,etica general,prerrequisito
55957,practica profesional,55945,ingenieria de construccion ii,prerrequisito
55957,practica profesional,55946,seminario de investigacion,prerrequisito
55957,practica profesional,55947,acueductos y alcantarillados,prerrequisito
55957,practica profesional,55948,concreto ii,prerrequisito
55957,practica profesional,55949,constitucion y formacion ciudadana,prerrequisito
55957,practica profesional,55950,estructuras hidraulicas,prerrequisito
55957,practica profesional,55951,etica profesional,prerrequisito
55957,practica profesional,55952,evaluacion ambiental,prerrequisito
55957,practica profesional,55953,ingenieria de construccion iii,prerrequisito
66105,fisiologia general,66111,bioquimica general,prerrequisito
66105,fisiologia general,66111,bioquimica,prerrequisito
66105,fisiologia general,66112,morfologia i,prerrequisito
66110,biomecanica,66109,fisica,prerrequisito
66110,biomecanica,66112,morfologia i,prerrequisito
66111,bioquimica,66104,quimica general,prerrequisito
66112,morfologia i,66118,biologia,prerrequisito
66119,ingles ii,66117,ingles i,prerrequisito
66124,patologia general,66101,morfologia ii,prerrequisito
66124,patologia general,66105,fisiologia general,prerrequisito
66125,fisiologia del ejercicio,66105,fisiologia general,prerrequisito
66127,semiologia,66101,morfologia ii,prerrequisito
66127,semiologia,66105,fisiologia general,prerrequisito
66128,kinesioterapia basica,66110,biomecanica,prerrequisito
66131,metodologia y practica de la investigacion,66160,estadistica descriptiva,prerrequisito
66132,epidemiologia,66160,estadistica descriptiva,prerrequisito
66133,tecnicas de  intervencion  fisioterapeutica i,66124,patologia general,prerrequisito
66134,salud comunitaria,66159,aptitudes fisicas,prerrequisito
66135,ejercicios terapeuticos,66128,kinesioterapia basica,prerrequisito
66136,modalidades fisicas y mecanicas,66124,patologia general,prerrequisito
66136,modalidades fisicas y mecanicas,66127,semiologia,prerrequisito
66138,modalidades fisicas,66124,patologia general,prerrequisito
66138,modalidades fisicas,66127,semiologia,prerrequisito
66139,modalidades mecanicas,66124,patologia general,prerrequisito
66139,modalidades mecanicas,66127,semiologia,prerrequisito
66140,farmacologia,66111,bioquimica general,prerrequisito
66141,tecnicas de intervencion fisioterapeutica ii,66133,tecnicas de  intervencion  fisioterapeutica i,prerrequisito
66142,habilitacion-rehabilitacion en ninos,66133,tecnicas de  intervencion  fisioterapeutica i,prerrequisito
66143,salud ocupacional y ergonomia,66127,semiologia,prerrequisito
66143,salud ocupacional y ergonomia,66128,kinesioterapia basica,prerrequisito
66144,observacion participacion,66133,tecnicas de  intervencion  fisioterapeutica i,prerrequisito
66144,observacion participacion,66134,salud comunitaria,prerrequisito
66144,observacion participacion,66135,ejercicios terapeuticos,prerrequisito
66144,observacion participacion,66136,modalidades fisicas y mecanicas,prerrequisito
66146,tecnicas de intervencion fisioterapeutica iii,66141,tecnicas de intervencion fisioterapeutica ii,prerrequisito
66147,practica de intervencion primaria,66144,observacion participacion,prerrequisito
66148,administracion en salud,66134,salud comunitaria,prerrequisito
66151,practica asistencial de intervencion integral,66147,practica de intervencion primaria,prerrequisito
66153,seminario de investigacion,66131,metodologia y practica de la investigacion,prerrequisito
66154,alternativa de grado,66153,seminario de investigacion,prerrequisito
66155,practica asistencial de intervencion especializada,66151,practica asistencial de intervencion integral,prerrequisito
66158,neurocinetica,66101,morfologia ii,prerrequisito
66158,neurocinetica,66105,fisiologia general,prerrequisito
66159,aptitudes fisicas,66101,morfologia ii,prerrequisito
66159,aptitudes fisicas,66105,fisiologia general,prerrequisito
66160,estadistica descriptiva,66115,informatica basica,prerrequisito
66161,bioetica,66126,etica general,prerrequisito
66161,bioetica,66144,observacion participacion,prerrequisito
66201,patologia,66216,morfologia ii,prerrequisito
66201,patologia,66223,fisiologia general,prerrequisito
66211,bioquimica general,66204,quimica,prerrequisito
66212,microbiologia,66218,biologia,prerrequisito
66213,epidemiologia,66260,estadistica descriptiva,prerrequisito
66217,fundamentos y procesos quirurgicos i,66201,patologia,correquisito
66217,fundamentos y procesos quirurgicos i,66216,morfologia ii,prerrequisito
66217,fundamentos y procesos quirurgicos i,66219,practica prequirurgica,correquisito
66217,fundamentos y procesos quirurgicos i,66223,fisiologia general,prerrequisito
66219,practica prequirurgica,66224,bioseguridad y esterilizacion,correquisito
66224,bioseguridad y esterilizacion,66212,microbiologia,prerrequisito
66224,bioseguridad y esterilizacion,66219,practica prequirurgica,correquisito
66228,ingles ii,66208,ingles i,prerrequisito
66230,fundamentos y procesos quirurgicos ii,66217,fundamentos y procesos quirurgicos i,prerrequisito
66230,fundamentos y procesos quirurgicos ii,66217,fundamentos y procesos quirurgicos i,prerrequisito
66231,farmacologia y anestesia,66211,bioquimica general,prerrequisito
66236,fundamentos y procesos quirurgicos iii,66230,fundamentos y procesos quirurgicos ii,prerrequisito
66236,fundamentos y procesos quirurgicos iii,66230,fundamentos y procesos quirurgicos ii,prerrequisito
66240,metodologia y practica de la investigacion,66213,epidemiologia,correquisito
66240,metodologia y practica de la investigacion,66260,estadistica descriptiva,prerrequisito
66252,practica clinica i,66201,patologia,prerrequisito
66252,practica clinica i,66217,fundamentos y procesos quirurgicos i,prerrequisito
66252,practica clinica i,66224,bioseguridad y esterilizacion,prerrequisito
66252,practica clinica i,66230,fundamentos y procesos quirurgicos ii,prerrequisito
66252,practica clinica i,66231,farmacologia y anestesia,prerrequisito
66257,fundamentos y procesos quirurgicos iv,66236,fundamentos y procesos quirurgicos iii,prerrequisito
66268,bioetica,66233,etica general,prerrequisito
66301,bioquimica general,66304,quimica,prerrequisito
66308,valoracion y diagnostico cardiorrespiratorio,66310,patologia general,correquisito
66308,valoracion y diagnostico cardiorrespiratorio,66311,fisiologia general,prerrequisito
66308,valoracion y diagnostico cardiorrespiratorio,66323,fisiologia cardiorrespiratoria,correquisito
66310,patologia general,66311,fisiologia general,prerrequisito
66311,fisiologia general,66312,morfologia ii,correquisito
66311,fisiologia general,66314,morfologia i,prerrequisito
66314,morfologia i,66318,biologia,correquisito
66318,biologia,66314,morfologia i,correquisito
66319,ingles ii,66317,ingles i,prerrequisito
66321,cuidado cardiorrespiratorio basico,66308,valoracion y diagnostico cardiorrespiratorio,prerrequisito
66321,cuidado cardiorrespiratorio basico,66323,fisiologia cardiorrespiratoria,prerrequisito
66321,cuidado cardiorrespiratorio basico,66355,neumologia y cardiologia,correquisito
66323,fisiologia cardiorrespiratoria,66311,fisiologia general,prerrequisito
66324,microbiologia,66301,bioquimica general,prerrequisito
66324,microbiologia,66310,patologia general,correquisito
66325,farmacologia,66301,bioquimica general,prerrequisito
66325,farmacologia,66310,patologia general,prerrequisito
66326,epidemiologia,66354,estadistica descriptiva,prerrequisito
66327,metodologia y practica de la investigacion,66326,epidemiologia,correquisito
66327,metodologia y practica de la investigacion,66354,estadistica descriptiva,prerrequisito
66329,cuidado cardiorrespiratorio especializado,66321,cuidado cardiorrespiratorio basico,prerrequisito
66329,cuidado cardiorrespiratorio especializado,66355,neumologia y cardiologia,prerrequisito
66330,pruebas de funcion pulmonar,66323,fisiologia cardiorrespiratoria,prerrequisito
66330,pruebas de funcion pulmonar,66325,farmacologia,correquisito
66333,salud publica,66326,epidemiologia,prerrequisito
66333,salud publica,66347,administracion en salud,correquisito
66334,rehabilitacion pulmonar,66335,rehabilitacion cardiaca,correquisito
66334,rehabilitacion pulmonar,66355,neumologia y cardiologia,prerrequisito
66335,rehabilitacion cardiaca,66334,rehabilitacion pulmonar,correquisito
66335,rehabilitacion cardiaca,66355,neumologia y cardiologia,prerrequisito
66336,cuidado cardiorrespiratorio critico del adulto,66329,cuidado cardiorrespiratorio especializado,correquisito
66336,cuidado cardiorrespiratorio critico del adulto,66330,pruebas de funcion pulmonar,prerrequisito
66336,cuidado cardiorrespiratorio critico del adulto,66355,neumologia y cardiologia,prerrequisito
66337,prac. clinica y proyeccion comunitaria: consulta ext. hospitalizacion,66321,cuidado cardiorrespiratorio basico,prerrequisito
66337,prac. clinica y proyeccion comunitaria: consulta ext. hospitalizacion,66325,farmacologia,prerrequisito
66337,prac. clinica y proyeccion comunitaria: consulta ext. hospitalizacion,66329,cuidado cardiorrespiratorio especializado,correquisito
66337,prac. clinica y proyeccion comunitaria: consulta ext. hospitalizacion,66334,rehabilitacion pulmonar,correquisito
66337,prac. clinica y proyeccion comunitaria: consulta ext. hospitalizacion,66335,rehabilitacion cardiaca,correquisito
66337,prac. clinica y proyeccion comunitaria: consulta ext. hospitalizacion,66355,neumologia y cardiologia,prerrequisito
66348,cuidado cardiorrespiratorio critico neonatal y pediatrico,66336,cuidado cardiorrespiratorio critico del adulto,prerrequisito
66349,practica clinica : urgencias,66329,cuidado cardiorrespiratorio especializado,prerrequisito
66349,practica clinica : urgencias,66336,cuidado cardiorrespiratorio critico del adulto,prerrequisito
66349,practica clinica : urgencias,66337,prac. clinica y proyeccion comunitaria: consulta ext. hospitalizacion,prerrequisito
66353,bioetica,66345,etica,prerrequisito
66354,estadistica descriptiva,66315,informatica basica,prerrequisito
66355,neumologia y cardiologia,66308,valoracion y diagnostico cardiorrespiratorio,prerrequisito
66356,practica clinica: uci adulto y cardiovascular,66349,practica clinica : urgencias,prerrequisito
66359,seminario de investigacion,66326,epidemiologia,prerrequisito
66359,seminario de investigacion,66327,metodologia y practica de la investigacion,prerrequisito
66366,practica clinica: uci neonatal y pediatrica,66348,cuidado cardiorrespiratorio critico neonatal y pediatrico,prerrequisito
66366,practica clinica: uci neonatal y pediatrica,66356,practica clinica: uci adulto y cardiovascular,prerrequisito
