COD_BASE,NOMBRE_MAT,COD_PRECO,NOMBRE_PRECORREQUISITO,TIPO_REQUISITO
33442,consultorio juridico i,33437,etica general,prerrequisito
33442,consultorio juridico i,33444,derecho economico,prerrequisito
33444,derecho economico,33401,economia politica,prerrequisito
33445,derecho procesal publico,33433,responsabilidad del estado y contratacion estatal,prerrequisito
33447,derecho civil sucesiones,33440,derecho familia y menores,prerrequisito
33449,consultorio juridico ii,33442,consultorio juridico i,prerrequisito
33451,derecho procesal laboral,33448,derecho laboral individual y colectivo,prerrequisito
33452,consultorio juridico iii,33449,consultorio juridico ii,prerrequisito
33457,derecho internacional,33445,derecho procesal publico,prerrequisito
33459,derecho agrario,33434,derecho procesal civil,prerrequisito
33460,consultorio juridico iv,33452,consultorio juridico iii,prerrequisito
33462,etica profesional,33437,etica general,prerrequisito
55108,calculo integral,55111,calculo diferencial,prerrequisito
55109,mecanica,55101,matematica basica,prerrequisito
55110,quimica ii,55104,quimica i,prerrequisito
55111,calculo diferencial,55101,matematica basica,prerrequisito
55116,estadistica inferencial,55119,estadistica descriptiva,prerrequisito
55118,termodinamica,55104,quimica general,prerrequisito
55118,termodinamica,55108,calculo integral,prerrequisito
55121,ingles ii,55117,ingles i,prerrequisito
55121,idioma extranjero ii,55117,idioma extranjero i,prerrequisito
55124,ecuaciones diferenciales,55108,calculo integral,prerrequisito
55125,fluidos y ondas,55109,mecanica,prerrequisito
55127,metodologia y practica de la investigacion,55116,estadistica inferencial,prerrequisito
55130,electromagnetismo,55109,mecanica,prerrequisito
55131,microbiologia ambiental,55126,biologia,prerrequisito
55133,mecanica de fluidos,55124,ecuaciones diferenciales,prerrequisito
55133,mecanica de fluidos,55125,fluidos y ondas,prerrequisito
55135,analisis estructural y concretos,55109,mecanica,prerrequisito
55136,quimica ambiental,55110,quimica ii,prerrequisito
55139,hidrologia,55116,estadistica inferencial,prerrequisito
55140,hidraulica,55133,mecanica de fluidos,prerrequisito
55141,residuos solidos,55131,microbiologia ambiental,prerrequisito
55143,construccion,55134,mecanica de suelos,prerrequisito
55144,contaminacion y calidad del aire,55136,quimica ambiental,prerrequisito
55145,procesos unitarios de potabilizacion,55136,quimica ambiental,prerrequisito
55146,procesos unitarios para agua residual,55136,quimica ambiental,prerrequisito
55147,acueducto,55140,hidraulica,prerrequisito
55151,plantas de potabilizacion,55145,procesos unitarios de potabilizacion,prerrequisito
55152,plantas de tratamiento de agua residual,55146,procesos unitarios para agua residual,prerrequisito
55153,seminario de investigacion,55127,metodologia y practica de la investigacion,prerrequisito
55154,alcantarillado,55140,hidraulica,prerrequisito
55157,practica profesional,55101,matematica basica,prerrequisito
55157,practica profesional,55102,logica,prerrequisito
55157,practica profesional,55103,introduccion al programa,prerrequisito
55157,practica profesional,55104,quimica i,prerrequisito
55157,practica profesional,55105,expresion oral y escrita,prerrequisito
55157,practica profesional,55106,deporte formativo,prerrequisito
55157,practica profesional,55107,formacion integral i,prerrequisito
55157,practica profesional,55108,calculo integral,prerrequisito
55157,practica profesional,55109,mecanica,prerrequisito
55157,practica profesional,55110,quimica ii,prerrequisito
55157,practica profesional,55111,calculo diferencial,prerrequisito
55157,practica profesional,55112,algebra lineal,prerrequisito
55157,practica profesional,55113,electiva libre i,prerrequisito
55157,practica profesional,55114,expresion grafica,prerrequisito
55157,practica profesional,55115,informatica basica,prerrequisito
55157,practica profesional,55116,estadistica inferencial,prerrequisito
55157,practica profesional,55117,ingles i,prerrequisito
55157,practica profesional,55118,termodinamica,prerrequisito
55157,practica profesional,55119,estadistica descriptiva,prerrequisito
55157,practica profesional,55120,formacion integral ii,prerrequisito
55157,practica profesional,55121,ingles ii,prerrequisito
55157,practica profesional,55122,administracion basica,prerrequisito
55157,practica profesional,55123,humanidades,prerrequisito
55157,practica profesional,55124,ecuaciones diferenciales,prerrequisito
55157,practica profesional,55125,fluidos y ondas,prerrequisito
55157,practica profesional,55126,biologia,prerrequisito
55157,practica profesional,55127,metodologia y practica de la investigacion,prerrequisito
55157,practica profesional,55129,constitucion y formacion ciudadana,prerrequisito
55157,practica profesional,55130,electromagnetismo,prerrequisito
55157,practica profesional,55131,microbiologia ambiental,prerrequisito
55157,practica profesional,55133,mecanica de fluidos,prerrequisito
55157,practica profesional,55134,mecanica de suelos,prerrequisito
55157,practica profesional,55135,analisis estructural y concretos,prerrequisito
55157,practica profesional,55136,quimica ambiental,prerrequisito
55157,practica profesional,55137,electiva complementaria i,prerrequisito
55157,practica profesional,55138,etica general,prerrequisito
55157,practica profesional,55139,hidrologia,prerrequisito
55157,practica profesional,55140,hidraulica,prerrequisito
55157,practica profesional,55141,residuos solidos,prerrequisito
55157,practica profesional,55142,electiva libre ii,prerrequisito
55157,practica profesional,55143,construccion,prerrequisito
55157,practica profesional,55144,contaminacion y calidad del aire,prerrequisito
55157,practica profesional,55145,procesos unitarios de potabilizacion,prerrequisito
55157,practica profesional,55146,procesos unitarios para agua residual,prerrequisito
55157,practica profesional,55147,acueducto,prerrequisito
55157,practica profesional,55148,electiva de profundizacion i,prerrequisito
55157,practica profesional,55149,electiva complementaria ii,prerrequisito
55157,practica profesional,55150,saneamiento basico,prerrequisito
55157,practica profesional,55151,plantas de potabilizacion,prerrequisito
55157,practica profesional,55152,plantas de tratamiento de agua residual,prerrequisito
55157,practica profesional,55153,seminario de investigacion,prerrequisito
55157,practica profesional,55154,alcantarillado,prerrequisito
55157,practica profesional,55155,electiva de profundizacion ii,prerrequisito
55157,practica profesional,55156,problemas del contexto,prerrequisito
55157,practica profesional,55160,topografia,prerrequisito
55157,practica profesional,55161,etica profesional,prerrequisito
55159,instalaciones hidraulicas y sanitarias,55147,acueducto,prerrequisito
55160,topografia,55114,expresion grafica,prerrequisito
55161,etica profesional,55138,etica general,prerrequisito
55204,calculo integral,55211,calculo diferencial,prerrequisito
55204,calculo integral,55211,calculo diferencial,prerrequisito
55204,calculo integral,55211,calculo diferencial,prerrequisito
55209,mecanica,55201,matematica basica,prerrequisito
55211,calculo diferencial,55201,matematica basica,prerrequisito
55211,calculo diferencial,55201,matematica basica,prerrequisito
55214,programacion basica,55210,logica de la programacion,prerrequisito
55214,programacion basica,55210,logica de la programacion,prerrequisito
55216,estadistica inferencial,55219,estadistica descriptiva,prerrequisito
55216,estadistica inferencial,55219,estadistica descriptiva,prerrequisito
55218,estructuras de datos,55214,programacion basica,prerrequisito
55218,estructuras de datos,55214,programacion basica,prerrequisito
55221,programacion avanzada,55218,estructuras de datos,prerrequisito
55221,programacion avanzada,55218,estructuras de datos,prerrequisito
55222,ingles ii,55217,ingles i,prerrequisito
55222,ingles ii,55217,ingles i,prerrequisito
55224,ecuaciones diferenciales,55204,calculo integral,prerrequisito
55224,ecuaciones diferenciales,55204,calculo integral,prerrequisito
55226,metodologia y practica de la investigacion,55216,estadistica inferencial,prerrequisito
55228,arquitectura de computadores,55236,electronica,prerrequisito
55229,bases de datos,55214,programacion basica,prerrequisito
55229,bases de datos,55214,programacion basica,prerrequisito
55231,electromagnetismo,55209,mecanica,prerrequisito
55231,electromagnetismo,55209,mecanica,prerrequisito
55232,redes de computadores ii,55227,redes de computadores i,prerrequisito
55232,redes de computadores ii,55227,redes de computadores i,prerrequisito
55234,ingenieria del software i,55229,bases de datos,prerrequisito
55234,ingenieria del software i,55229,bases de datos,prerrequisito
55239,ingenieria de software ii,55229,bases de datos,prerrequisito
55239,ingenieria del software ii,55234,ingenieria del software i,prerrequisito
55239,ingenieria de software ii,55234,ingenieria del software i,prerrequisito
55242,matematicas discretas,55202,logica,prerrequisito
55245,inteligencia artificial,55239,ingenieria de software ii,prerrequisito
55245,inteligencia artificial,55242,matematicas discretas,prerrequisito
55251,auditoria en tecnologias de informacion,55239,ingenieria del software ii,prerrequisito
55252,seminario de investigacion,55226,metodologia y practica de la investigacion,prerrequisito
55252,seminario de investigacion,55226,metodologia y practica de la investigacion,prerrequisito
55256,practica profesional,55201,matematica basica,prerrequisito
55256,practica profesional,55201,matematica basica,prerrequisito
55256,practica profesional,55202,logica,prerrequisito
55256,practica profesional,55202,logica,prerrequisito
55256,practica profesional,55203,introduccion al programa,prerrequisito
55256,practica profesional,55203,introduccion al programa,prerrequisito
55256,practica profesional,55204,calculo integral,prerrequisito
55256,practica profesional,55204,calculo integral,prerrequisito
55256,practica profesional,55205,expresion oral y escrita,prerrequisito
55256,practica profesional,55205,expresion oral y escrita,prerrequisito
55256,practica profesional,55206,deporte formativo,prerrequisito
55256,practica profesional,55206,deporte formativo,prerrequisito
55256,practica profesional,55207,formacion integral i,prerrequisito
55256,practica profesional,55207,formacion integral i,prerrequisito
55256,practica profesional,55208,constitucion y formacion ciudadana,prerrequisito
55256,practica profesional,55208,constitucion y formacion ciudadana,prerrequisito
55256,practica profesional,55209,mecanica,prerrequisito
55256,practica profesional,55209,mecanica,prerrequisito
55256,practica profesional,55210,logica de la programacion,prerrequisito
55256,practica profesional,55210,logica de la programacion,prerrequisito
55256,practica profesional,55211,calculo diferencial,prerrequisito
55256,practica profesional,55211,calculo diferencial,prerrequisito
55256,practica profesional,55212,algebra lineal,prerrequisito
55256,practica profesional,55212,algebra lineal,prerrequisito
55256,practica profesional,55213,teoria general de sistemas,prerrequisito
55256,practica profesional,55213,pensamiento sistemico aplicado,prerrequisito
55256,practica profesional,55214,programacion basica,prerrequisito
55256,practica profesional,55214,programacion basica,prerrequisito
55256,practica profesional,55215,informatica basica,prerrequisito
55256,practica profesional,55215,informatica basica,prerrequisito
55256,practica profesional,55216,estadistica inferencial,prerrequisito
55256,practica profesional,55216,estadistica inferencial,prerrequisito
55256,practica profesional,55217,ingles i,prerrequisito
55256,practica profesional,55217,ingles i,prerrequisito
55256,practica profesional,55218,estructuras de datos,prerrequisito
55256,practica profesional,55218,estructuras de datos,prerrequisito
55256,practica profesional,55219,estadistica descriptiva,prerrequisito
55256,practica profesional,55219,estadistica descriptiva,prerrequisito
55256,practica profesional,55220,formacion integral ii,prerrequisito
55256,practica profesional,55220,formacion integral ii,prerrequisito
55256,practica profesional,55221,programacion avanzada,prerrequisito
55256,practica profesional,55221,programacion avanzada,prerrequisito
55256,practica profesional,55222,ingles ii,prerrequisito
55256,practica profesional,55222,ingles ii,prerrequisito
55256,practica profesional,55223,humanidades,prerrequisito
55256,practica profesional,55223,humanidades,prerrequisito
55256,practica profesional,55224,ecuaciones diferenciales,prerrequisito
55256,practica profesional,55224,ecuaciones diferenciales,prerrequisito
55256,practica profesional,55225,fluidos y ondas,prerrequisito
55256,practica profesional,55226,metodologia y practica de la investigacion,prerrequisito
55256,practica profesional,55226,metodologia y practica de la investigacion,prerrequisito
55256,practica profesional,55227,redes de computadores i,prerrequisito
55256,practica profesional,55227,redes de computadores i,prerrequisito
55256,practica profesional,55228,arquitectura de computadores,prerrequisito
55256,practica profesional,55228,arquitectura de computadores,prerrequisito
55256,practica profesional,55229,bases de datos,prerrequisito
55256,practica profesional,55229,bases de datos,prerrequisito
55256,practica profesional,55230,electiva libre i,prerrequisito
55256,practica profesional,55230,electiva libre i,prerrequisito
55256,practica profesional,55231,electromagnetismo,prerrequisito
55256,practica profesional,55231,electromagnetismo,prerrequisito
55256,practica profesional,55232,redes de computadores ii,prerrequisito
55256,practica profesional,55232,redes de computadores ii,prerrequisito
55256,practica profesional,55233,sistemas operativos,prerrequisito
55256,practica profesional,55233,sistemas operativos,prerrequisito
55256,practica profesional,55234,ingenieria del software i,prerrequisito
55256,practica profesional,55234,ingenieria del software i,prerrequisito
55256,practica profesional,55235,administracion basica,prerrequisito
55256,practica profesional,55236,electronica,prerrequisito
55256,practica profesional,55236,electronica,prerrequisito
55256,practica profesional,55238,informatica teorica,prerrequisito
55256,practica profesional,55238,teoria de la computacion,prerrequisito
55256,practica profesional,55239,ingenieria del software ii,prerrequisito
55256,practica profesional,55239,ingenieria de software ii,prerrequisito
55256,practica profesional,55240,contabilidad y presupuesto,prerrequisito
55256,practica profesional,55240,contabilidad general,prerrequisito
55256,practica profesional,55241,etica general,prerrequisito
55256,practica profesional,55241,etica general,prerrequisito
55256,practica profesional,55242,matematicas discretas,prerrequisito
55256,practica profesional,55242,matematicas discretas,prerrequisito
55256,practica profesional,55243,investigacion de operaciones i,prerrequisito
55256,practica profesional,55244,electiva de profundizacion i,prerrequisito
55256,practica profesional,55244,electiva de profundizacion i,prerrequisito
55256,practica profesional,55245,inteligencia artificial,prerrequisito
55256,practica profesional,55245,inteligencia artificial,prerrequisito
55256,practica profesional,55247,electiva libre ii,prerrequisito
55256,practica profesional,55247,electiva libre ii,prerrequisito
55256,practica profesional,55248,electiva complementaria i,prerrequisito
55256,practica profesional,55248,electiva complementaria i,prerrequisito
55256,practica profesional,55249,optimizacion de modelos,prerrequisito
55256,practica profesional,55249,investigacion de operaciones ii,prerrequisito
55256,practica profesional,55250,electiva de profundizacion ii,prerrequisito
55256,practica profesional,55250,electiva de profundizacion ii,prerrequisito
55256,practica profesional,55251,auditoria en tecnologias de informacion,prerrequisito
55256,practica profesional,55252,seminario de investigacion,prerrequisito
55256,practica profesional,55252,seminario de investigacion,prerrequisito
55256,practica profesional,55254,electiva complementaria ii,prerrequisito
55256,practica profesional,55254,electiva complementaria ii,prerrequisito
55256,practica profesional,55255,problemas del contexto,prerrequisito
55256,practica profesional,55255,problemas de contexto,prerrequisito
55256,practica profesional,55258,gerencia de proyectos de tecnologia,prerrequisito
55256,practica profesional,55258,gerencia de proyectos de tecnologia,prerrequisito
55256,practica profesional,55260,etica profesional,prerrequisito
55256,practica profesional,55260,etica profesional,prerrequisito
55256,practica profesional,55261,sistemas de informacion,prerrequisito
55256,practica profesional,55262,redes de computadores iii,prerrequisito
55256,practica profesional,55263,emprendimiento e innovacion ti,prerrequisito
55256,practica profesional,55264,ingles iii,prerrequisito
55256,practica profesional,55265,sistemas distribuidos,prerrequisito
55256,practica profesional,55266,ingenieria del software iii,prerrequisito
55256,practica profesional,55267,formulacion de proyectos ti,prerrequisito
55260,etica profesional,55241,etica general,prerrequisito
55260,etica profesional,55241,etica general,prerrequisito
55262,redes de computadores iii,55232,redes de computadores ii,prerrequisito
55264,ingles iii,55222,ingles ii,prerrequisito
55265,sistemas distribuidos,55233,sistemas operativos,prerrequisito
55265,sistemas distribuidos,55262,redes de computadores iii,prerrequisito
55266,ingenieria del software iii,55239,ingenieria del software ii,prerrequisito
55267,formulacion de proyectos ti,55240,contabilidad y presupuesto,prerrequisito
55308,calculo integral,55311,calculo diferencial,prerrequisito
55308,calculo integral,55311,calculo diferencial,prerrequisito
55309,mecanica,55301,matematica basica,prerrequisito
55309,mecanica,55311,calculo diferencial,prerrequisito
55310,estadistica inferencial,55319,estadistica descriptiva,prerrequisito
55310,estadistica inferencial,55319,estadistica descriptiva,prerrequisito
55311,calculo diferencial,55301,matematica basica,prerrequisito
55311,calculo diferencial,55301,matematica basica,prerrequisito
55319,estadistica descriptiva,55301,matematica basica,prerrequisito
55322,ingles ii,55317,ingles i,prerrequisito
55322,ingles ii,55317,ingles i,prerrequisito
55323,ecuaciones diferenciales,55308,calculo integral,prerrequisito
55323,ecuaciones diferenciales,55311,calculo diferencial,prerrequisito
55324,fluidos y ondas,55309,mecanica,prerrequisito
55324,fluidos y ondas,55309,mecanica,prerrequisito
55325,ciencia de los materiales,55309,mecanica,prerrequisito
55326,metodologia y practica de la investigacion,55310,estadistica inferencial,prerrequisito
55327,costos y presupuestos,55316,contabilidad general,prerrequisito
55327,costos,55316,contabilidad general,prerrequisito
55329,electromagnetismo,55309,mecanica,prerrequisito
55329,electromagnetismo,55309,mecanica,prerrequisito
55331,mecanica de materiales,55309,mecanica,prerrequisito
55332,presupuestos,55327,costos,prerrequisito
55333,matematica financiera,55301,matematica basica,prerrequisito
55333,matematica financiera,55301,matematica basica,prerrequisito
55336,fundamentos de produccion,55343,diseno y metodos,prerrequisito
55339,investigacion de operaciones i,55366,logica de la programacion,prerrequisito
55341,constitucion y formacion ciudadana,55362,etica profesional,prerrequisito
55345,investigacion de operaciones ii,55339,investigacion de operaciones i,prerrequisito
55345,investigacion de operaciones ii,55339,investigacion de operaciones i,prerrequisito
55346,evaluacion de proyectos,55333,matematica financiera,prerrequisito
55346,evaluacion de proyectos,55340,formulacion de proyectos,prerrequisito
55346,evaluacion de proyectos,55340,formulacion de proyectos,prerrequisito
55353,seminario de investigacion,55326,metodologia y practica de la investigacion,prerrequisito
55353,seminario de investigacion,55326,metodologia y practica de la investigacion,prerrequisito
55354,electiva de profundizacion ii,55336,fundamentos de produccion,prerrequisito
55358,simulacion,55345,investigacion de operaciones ii,prerrequisito
55358,simulacion,55345,investigacion de operaciones ii,prerrequisito
55359,practica profesional,55301,matematica basica,prerrequisito
55359,practica profesional,55301,matematica basica,prerrequisito
55359,practica profesional,55302,logica,prerrequisito
55359,practica profesional,55302,logica,prerrequisito
55359,practica profesional,55303,introduccion al programa,prerrequisito
55359,practica profesional,55303,introduccion al programa,prerrequisito
55359,practica profesional,55304,quimica general,prerrequisito
55359,practica profesional,55304,quimica general,prerrequisito
55359,practica profesional,55305,expresion oral y escrita,prerrequisito
55359,practica profesional,55305,expresion oral y escrita,prerrequisito
55359,practica profesional,55306,deporte formativo,prerrequisito
55359,practica profesional,55306,deporte formativo,prerrequisito
55359,practica profesional,55307,formacion integral i,prerrequisito
55359,practica profesional,55307,formacion integral i,prerrequisito
55359,practica profesional,55308,calculo integral,prerrequisito
55359,practica profesional,55308,calculo integral,prerrequisito
55359,practica profesional,55309,mecanica,prerrequisito
55359,practica profesional,55309,mecanica,prerrequisito
55359,practica profesional,55310,estadistica inferencial,prerrequisito
55359,practica profesional,55310,estadistica inferencial,prerrequisito
55359,practica profesional,55311,calculo diferencial,prerrequisito
55359,practica profesional,55311,calculo diferencial,prerrequisito
55359,practica profesional,55312,algebra lineal,prerrequisito
55359,practica profesional,55312,algebra lineal,prerrequisito
55359,practica profesional,55313,administracion basica,prerrequisito
55359,practica profesional,55313,administracion basica,prerrequisito
55359,practica profesional,55314,expresion grafica,prerrequisito
55359,practica profesional,55314,expresion grafica,prerrequisito
55359,practica profesional,55315,herramientas tic,prerrequisito
55359,practica profesional,55315,informatica basica,prerrequisito
55359,practica profesional,55316,contabilidad general,prerrequisito
55359,practica profesional,55316,contabilidad general,prerrequisito
55359,practica profesional,55317,ingles i,prerrequisito
55359,practica profesional,55317,ingles i,prerrequisito
55359,practica profesional,55318,microeconomia,prerrequisito
55359,practica profesional,55318,microeconomia,prerrequisito
55359,practica profesional,55319,estadistica descriptiva,prerrequisito
55359,practica profesional,55319,estadistica descriptiva,prerrequisito
55359,practica profesional,55320,formacion integral ii,prerrequisito
55359,practica profesional,55320,formacion integral ii,prerrequisito
55359,practica profesional,55321,electiva libre,prerrequisito
55359,practica profesional,55321,electiva libre i,prerrequisito
55359,practica profesional,55322,ingles ii,prerrequisito
55359,practica profesional,55322,ingles ii,prerrequisito
55359,practica profesional,55323,ecuaciones diferenciales,prerrequisito
55359,practica profesional,55323,ecuaciones diferenciales,prerrequisito
55359,practica profesional,55324,fluidos y ondas,prerrequisito
55359,practica profesional,55324,fluidos y ondas,prerrequisito
55359,practica profesional,55325,materiales de ingenieria,prerrequisito
55359,practica profesional,55325,ciencia de los materiales,prerrequisito
55359,practica profesional,55326,metodologia y practica de la investigacion,prerrequisito
55359,practica profesional,55326,metodologia y practica de la investigacion,prerrequisito
55359,practica profesional,55327,costos,prerrequisito
55359,practica profesional,55327,costos y presupuestos,prerrequisito
55359,practica profesional,55328,humanidades,prerrequisito
55359,practica profesional,55328,humanidades,prerrequisito
55359,practica profesional,55329,electromagnetismo,prerrequisito
55359,practica profesional,55329,electromagnetismo,prerrequisito
55359,practica profesional,55330,procesos industriales,prerrequisito
55359,practica profesional,55330,procesos industriales,prerrequisito
55359,practica profesional,55331,mecanica de materiales,prerrequisito
55359,practica profesional,55332,presupuestos,prerrequisito
55359,practica profesional,55333,matematica financiera,prerrequisito
55359,practica profesional,55333,matematica financiera,prerrequisito
55359,practica profesional,55334,etica general,prerrequisito
55359,practica profesional,55334,etica general,prerrequisito
55359,practica profesional,55335,electiva libre ii,prerrequisito
55359,practica profesional,55336,fundamentos de produccion,prerrequisito
55359,practica profesional,55336,fundamentos de produccion,prerrequisito
55359,practica profesional,55337,gestion de calidad,prerrequisito
55359,practica profesional,55337,gestion de calidad,prerrequisito
55359,practica profesional,55338,termodinamica,prerrequisito
55359,practica profesional,55338,termodinamica,prerrequisito
55359,practica profesional,55339,investigacion de operaciones i,prerrequisito
55359,practica profesional,55339,investigacion de operaciones i,prerrequisito
55359,practica profesional,55340,formulacion de proyectos,prerrequisito
55359,practica profesional,55340,formulacion de proyectos,prerrequisito
55359,practica profesional,55341,constitucion y formacion ciudadana,prerrequisito
55359,practica profesional,55342,electiva complementaria i,prerrequisito
55359,practica profesional,55342,electiva complementaria interdisciplinaria,prerrequisito
55359,practica profesional,55343,diseno y metodos,prerrequisito
55359,practica profesional,55343,diseno y metodos,prerrequisito
55359,practica profesional,55344,marketing,prerrequisito
55359,practica profesional,55345,investigacion de operaciones ii,prerrequisito
55359,practica profesional,55345,investigacion de operaciones ii,prerrequisito
55359,practica profesional,55346,evaluacion de proyectos,prerrequisito
55359,practica profesional,55346,evaluacion de proyectos,prerrequisito
55359,practica profesional,55347,electiva de profundizacion i,prerrequisito
55359,practica profesional,55347,electiva de profundizacion i,prerrequisito
55359,practica profesional,55349,electiva complementaria ii,prerrequisito
55359,practica profesional,55350,seguridad y salud ocupacional,prerrequisito
55359,practica profesional,55350,seguridad y salud en el trabajo,prerrequisito
55359,practica profesional,55351,gestion humana,prerrequisito
55359,practica profesional,55351,gerencia del talento humano,prerrequisito
55359,practica profesional,55352,legislacion laboral y salarios,prerrequisito
55359,practica profesional,55352,legislacion laboral y salarios,prerrequisito
55359,practica profesional,55353,seminario de investigacion,prerrequisito
55359,practica profesional,55353,seminario de investigacion,prerrequisito
55359,practica profesional,55354,electiva de profundizacion ii,prerrequisito
55359,practica profesional,55355,problemas del contexto,prerrequisito
55359,practica profesional,55357,nuevas tecnologias industriales,prerrequisito
55359,practica profesional,55358,simulacion,prerrequisito
55359,practica profesional,55358,simulacion,prerrequisito
55359,practica profesional,55362,etica profesional,prerrequisito
55359,practica profesional,55363,ingenieria de plantas,prerrequisito
55359,practica profesional,55364,ingles iii,prerrequisito
55359,practica profesional,55365,innovacion y emprendimiento,prerrequisito
55359,practica profesional,55366,logica de la programacion,prerrequisito
55359,practica profesional,55367,sistemas logisticos,prerrequisito
55362,etica profesional,55334,etica general,prerrequisito
55363,ingenieria de plantas,55343,diseno y metodos,prerrequisito
55364,ingles iii,55322,ingles ii,prerrequisito
55365,innovacion y emprendimiento,55313,administracion basica,prerrequisito
55367,sistemas logisticos,55339,investigacion de operaciones i,prerrequisito
55408,calculo integral,55411,calculo diferencial,prerrequisito
55408,calculo integral,55411,calculo diferencial,prerrequisito
55409,mecanica,55401,matematica basica,prerrequisito
55409,mecanica,55411,calculo diferencial,prerrequisito
55410,estadistica inferencial,55419,estadistica descriptiva,prerrequisito
55410,estadistica inferencial,55419,estadistica descriptiva,prerrequisito
55411,calculo diferencial,55401,matematica basica,prerrequisito
55411,calculo diferencial,55401,matematica basica,prerrequisito
55422,ingles ii,55417,ingles i,prerrequisito
55422,ingles ii,55417,ingles i,prerrequisito
55423,ecuaciones diferenciales,55408,calculo integral,prerrequisito
55423,ecuaciones diferenciales,55408,calculo integral,prerrequisito
55424,fluidos y ondas,55409,mecanica,prerrequisito
55424,fluidos y ondas,55409,mecanica,prerrequisito
55425,ciencia de los materiales,55409,mecanica,prerrequisito
55427,costos,55416,contabilidad general,prerrequisito
55427,costos y presupuestos,55416,contabilidad general,prerrequisito
55429,electromagnetismo,55409,mecanica,prerrequisito
55429,electromagnetismo,55409,mecanica,prerrequisito
55431,mecanica de materiales,55409,mecanica,prerrequisito
55432,presupuestos,55427,costos,prerrequisito
55433,matematica financiera,55401,matematica basica,prerrequisito
55433,matematica financiera,55401,matematica basica,prerrequisito
55439,investigacion de operaciones i,55466,logica de la programacion,prerrequisito
55441,constitucion y formacion ciudadana,55462,etica profesional,prerrequisito
55445,investigacion de operaciones ii,55439,investigacion de operaciones i,prerrequisito
55445,investigacion de operaciones ii,55439,investigacion de operaciones i,prerrequisito
55446,evaluacion de proyectos,55433,matematica financiera,prerrequisito
55446,evaluacion de proyectos,55440,formulacion de proyectos,prerrequisito
55446,evaluacion de proyectos,55440,formulacion de proyectos,prerrequisito
55453,seminario de investigacion,55426,metodologia y practica de la investigacion,prerrequisito
55453,seminario de investigacion,55426,metodologia y practica de la investigacion,prerrequisito
55454,electiva de profundizacion ii,55436,fundamentos de produccion,prerrequisito
55458,simulacion,55445,investigacion de operaciones ii,prerrequisito
55458,simulacion,55445,investigacion de operaciones ii,prerrequisito
55459,practica profesional,55401,matematica basica,prerrequisito
55459,practica profesional,55401,matematica basica,prerrequisito
55459,practica profesional,55402,logica,prerrequisito
55459,practica profesional,55402,logica,prerrequisito
55459,practica profesional,55403,introduccion al programa,prerrequisito
55459,practica profesional,55403,introduccion al programa,prerrequisito
55459,practica profesional,55404,quimica general,prerrequisito
55459,practica profesional,55404,quimica general,prerrequisito
55459,practica profesional,55405,expresion oral y escrita,prerrequisito
55459,practica profesional,55405,expresion oral y escrita,prerrequisito
55459,practica profesional,55406,deporte formativo,prerrequisito
55459,practica profesional,55406,deporte formativo,prerrequisito
55459,practica profesional,55407,formacion integral i,prerrequisito
55459,practica profesional,55407,formacion integral i,prerrequisito
55459,practica profesional,55408,calculo integral,prerrequisito
55459,practica profesional,55408,calculo integral,prerrequisito
55459,practica profesional,55409,mecanica,prerrequisito
55459,practica profesional,55409,mecanica,prerrequisito
55459,practica profesional,55410,estadistica inferencial,prerrequisito
55459,practica profesional,55410,estadistica inferencial,prerrequisito
55459,practica profesional,55411,calculo diferencial,prerrequisito
55459,practica profesional,55411,calculo diferencial,prerrequisito
55459,practica profesional,55412,algebra lineal,prerrequisito
55459,practica profesional,55412,algebra lineal,prerrequisito
55459,practica profesional,55413,administracion basica,prerrequisito
55459,practica profesional,55413,administracion basica,prerrequisito
55459,practica profesional,55414,expresion grafica,prerrequisito
55459,practica profesional,55414,expresion grafica,prerrequisito
55459,practica profesional,55415,informatica basica,prerrequisito
55459,practica profesional,55415,herramientas tic,prerrequisito
55459,practica profesional,55416,contabilidad general,prerrequisito
55459,practica profesional,55416,contabilidad general,prerrequisito
55459,practica profesional,55417,ingles i,prerrequisito
55459,practica profesional,55417,ingles i,prerrequisito
55459,practica profesional,55418,microeconomia,prerrequisito
55459,practica profesional,55418,microeconomia,prerrequisito
55459,practica profesional,55419,estadistica descriptiva,prerrequisito
55459,practica profesional,55419,estadistica descriptiva,prerrequisito
55459,practica profesional,55420,formacion integral ii,prerrequisito
55459,practica profesional,55420,formacion integral ii,prerrequisito
55459,practica profesional,55421,electiva libre,prerrequisito
55459,practica profesional,55421,electiva libre i,prerrequisito
55459,practica profesional,55422,ingles ii,prerrequisito
55459,practica profesional,55422,ingles ii,prerrequisito
55459,practica profesional,55423,ecuaciones diferenciales,prerrequisito
55459,practica profesional,55423,ecuaciones diferenciales,prerrequisito
55459,practica profesional,55424,fluidos y ondas,prerrequisito
55459,practica profesional,55424,fluidos y ondas,prerrequisito
55459,practica profesional,55425,ciencia de los materiales,prerrequisito
55459,practica profesional,55425,materiales de ingenieria,prerrequisito
55459,practica profesional,55426,metodologia y practica de la investigacion,prerrequisito
55459,practica profesional,55426,metodologia y practica de la investigacion,prerrequisito
55459,practica profesional,55427,costos y presupuestos,prerrequisito
55459,practica profesional,55427,costos,prerrequisito
55459,practica profesional,55428,humanidades,prerrequisito
55459,practica profesional,55428,humanidades,prerrequisito
