CODIGO,PERIODO,ENTRY_YEAR,SEMESTRE,FECHA
55314501,201910,2019,semestre 1,2019-02-01
33315062,201910,2019,semestre 1,2019-02-01
77117505,201910,2019,semestre 1,2019-02-01
66116025,201910,2019,semestre 1,2019-02-01
66419120,201910,2019,semestre 1,2019-02-01
55511559,201910,2019,semestre 1,2019-02-01
66416126,201910,2019,semestre 1,2019-02-01
66417032,201910,2019,semestre 1,2019-02-01
55715043,201910,2019,semestre 1,2019-02-01
55714501,201910,2019,semestre 1,2019-02-01
88115014,201910,2019,semestre 1,2019-02-01
55617025,201910,2019,semestre 1,2019-02-01
88215022,201910,2019,semestre 1,2019-02-01
66419063,201910,2019,semestre 1,2019-02-01
88215515,201910,2019,semestre 1,2019-02-01
98419017,201910,2019,semestre 1,2019-02-01
55316504,201910,2019,semestre 1,2019-02-01
66315505,201910,2019,semestre 1,2019-02-01
66616535,201910,2019,semestre 1,2019-02-01
66416603,201910,2019,semestre 1,2019-02-01
66215506,201910,2019,semestre 1,2019-02-01
66413036,201910,2019,semestre 1,2019-02-01
33316513,201910,2019,semestre 1,2019-02-01
55117025,201910,2019,semestre 1,2019-02-01
66617515,201910,2019,semestre 1,2019-02-01
77415527,201910,2019,semestre 1,2019-02-01
66119003,201910,2019,semestre 1,2019-02-01
55418510,201910,2019,semestre 1,2019-02-01
33215021,201910,2019,semestre 1,2019-02-01
66415049,201910,2019,semestre 1,2019-02-01
55117518,201910,2019,semestre 1,2019-02-01
77316004,201910,2019,semestre 1,2019-02-01
77416023,201910,2019,semestre 1,2019-02-01
66619027,201910,2019,semestre 1,2019-02-01
55118507,201910,2019,semestre 1,2019-02-01
88115516,201910,2019,semestre 1,2019-02-01
66417530,201910,2019,semestre 1,2019-02-01
66419159,201910,2019,semestre 1,2019-02-01
88215014,201910,2019,semestre 1,2019-02-01
33107549,201910,2019,semestre 1,2019-02-01
77116026,201910,2019,semestre 1,2019-02-01
55517501,201910,2019,semestre 1,2019-02-01
55319010,201910,2019,semestre 1,2019-02-01
33315041,201910,2019,semestre 1,2019-02-01
66413037,201910,2019,semestre 1,2019-02-01
66518019,201910,2019,semestre 1,2019-02-01
66417157,201910,2019,semestre 1,2019-02-01
66417057,201910,2019,semestre 1,2019-02-01
66414009,201910,2019,semestre 1,2019-02-01
88214522,201910,2019,semestre 1,2019-02-01
33314509,201910,2019,semestre 1,2019-02-01
66412029,201910,2019,semestre 1,2019-02-01
88216011,201910,2019,semestre 1,2019-02-01
88213012,201910,2019,semestre 1,2019-02-01
66415011,201910,2019,semestre 1,2019-02-01
55614516,201910,2019,semestre 1,2019-02-01
55517031,201910,2019,semestre 1,2019-02-01
33214513,201910,2019,semestre 1,2019-02-01
66419054,201910,2019,semestre 1,2019-02-01
93018510,201910,2019,semestre 1,2019-02-01
55116026,201910,2019,semestre 1,2019-02-01
33108528,201910,2019,semestre 1,2019-02-01
66618017,201910,2019,semestre 1,2019-02-01
66416123,201910,2019,semestre 1,2019-02-01
66418570,201910,2019,semestre 1,2019-02-01
77216009,201910,2019,semestre 1,2019-02-01
33115003,201910,2019,semestre 1,2019-02-01
33118508,201910,2019,semestre 1,2019-02-01
33318541,201910,2019,semestre 1,2019-02-01
55516015,201910,2019,semestre 1,2019-02-01
66619026,201910,2019,semestre 1,2019-02-01
33216012,201910,2019,semestre 1,2019-02-01
66415066,201910,2019,semestre 1,2019-02-01
88116501,201910,2019,semestre 1,2019-02-01
66515024,201910,2019,semestre 1,2019-02-01
55118009,201910,2019,semestre 1,2019-02-01
66414082,201910,2019,semestre 1,2019-02-01
66414522,201910,2019,semestre 1,2019-02-01
77219006,201910,2019,semestre 1,2019-02-01
66511533,201910,2019,semestre 1,2019-02-01
66412572,201910,2019,semestre 1,2019-02-01
66415098,201910,2019,semestre 1,2019-02-01
11316504,201910,2019,semestre 1,2019-02-01
66417579,201910,2019,semestre 1,2019-02-01
66213511,201910,2019,semestre 1,2019-02-01
92419001,201910,2019,semestre 1,2019-02-01
66511017,201910,2019,semestre 1,2019-02-01
55316031,201910,2019,semestre 1,2019-02-01
33312039,201910,2019,semestre 1,2019-02-01
66411585,201910,2019,semestre 1,2019-02-01
66415566,201910,2019,semestre 1,2019-02-01
66117023,201910,2019,semestre 1,2019-02-01
33314532,201910,2019,semestre 1,2019-02-01
55714052,201910,2019,semestre 1,2019-02-01
66416042,201910,2019,semestre 1,2019-02-01
66416135,201910,2019,semestre 1,2019-02-01
66416620,201910,2019,semestre 1,2019-02-01
66215507,201910,2019,semestre 1,2019-02-01
33317514,201910,2019,semestre 1,2019-02-01
66116015,201910,2019,semestre 1,2019-02-01
77116003,201910,2019,semestre 1,2019-02-01
66413570,201910,2019,semestre 1,2019-02-01
66417534,201910,2019,semestre 1,2019-02-01
11719021,201910,2019,semestre 1,2019-02-01
33314528,201910,2019,semestre 1,2019-02-01
66419028,201910,2019,semestre 1,2019-02-01
66414568,201910,2019,semestre 1,2019-02-01
66519013,201910,2019,semestre 1,2019-02-01
77217511,201910,2019,semestre 1,2019-02-01
77412019,201910,2019,semestre 1,2019-02-01
66419008,201910,2019,semestre 1,2019-02-01
77418027,201910,2019,semestre 1,2019-02-01
91619005,201910,2019,semestre 1,2019-02-01
66414535,201910,2019,semestre 1,2019-02-01
55314508,201910,2019,semestre 1,2019-02-01
77119007,201910,2019,semestre 1,2019-02-01
33217520,201910,2019,semestre 1,2019-02-01
66415624,201910,2019,semestre 1,2019-02-01
33314527,201910,2019,semestre 1,2019-02-01
66417008,201910,2019,semestre 1,2019-02-01
55114017,201910,2019,semestre 1,2019-02-01
66415025,201910,2019,semestre 1,2019-02-01
55615031,201910,2019,semestre 1,2019-02-01
33315009,201910,2019,semestre 1,2019-02-01
77117503,201910,2019,semestre 1,2019-02-01
66512522,201910,2019,semestre 1,2019-02-01
88116003,201910,2019,semestre 1,2019-02-01
55717005,201910,2019,semestre 1,2019-02-01
77415046,201910,2019,semestre 1,2019-02-01
33215003,201910,2019,semestre 1,2019-02-01
66416616,201910,2019,semestre 1,2019-02-01
66419041,201910,2019,semestre 1,2019-02-01
66418583,201910,2019,semestre 1,2019-02-01
88115003,201910,2019,semestre 1,2019-02-01
90518511,201910,2019,semestre 1,2019-02-01
66417570,201910,2019,semestre 1,2019-02-01
66615002,201910,2019,semestre 1,2019-02-01
66416026,201910,2019,semestre 1,2019-02-01
55315040,201910,2019,semestre 1,2019-02-01
66119035,201910,2019,semestre 1,2019-02-01
11814020,201910,2019,semestre 1,2019-02-01
55513071,201910,2019,semestre 1,2019-02-01
77217002,201910,2019,semestre 1,2019-02-01
77116002,201910,2019,semestre 1,2019-02-01
55317016,201910,2019,semestre 1,2019-02-01
33117515,201910,2019,semestre 1,2019-02-01
66417511,201910,2019,semestre 1,2019-02-01
55519014,201910,2019,semestre 1,2019-02-01
11417002,201910,2019,semestre 1,2019-02-01
66118520,201910,2019,semestre 1,2019-02-01
88218512,201910,2019,semestre 1,2019-02-01
55116027,201910,2019,semestre 1,2019-02-01
33112056,201910,2019,semestre 1,2019-02-01
33319014,201910,2019,semestre 1,2019-02-01
66419038,201910,2019,semestre 1,2019-02-01
55714540,201910,2019,semestre 1,2019-02-01
66412072,201910,2019,semestre 1,2019-02-01
55313509,201910,2019,semestre 1,2019-02-01
66418574,201910,2019,semestre 1,2019-02-01
66416584,201910,2019,semestre 1,2019-02-01
66419042,201910,2019,semestre 1,2019-02-01
66416580,201910,2019,semestre 1,2019-02-01
66618539,201910,2019,semestre 1,2019-02-01
77219013,201910,2019,semestre 1,2019-02-01
33215032,201910,2019,semestre 1,2019-02-01
88218019,201910,2019,semestre 1,2019-02-01
77117006,201910,2019,semestre 1,2019-02-01
66514004,201910,2019,semestre 1,2019-02-01
66518026,201910,2019,semestre 1,2019-02-01
66115021,201910,2019,semestre 1,2019-02-01
95019014,201910,2019,semestre 1,2019-02-01
66216012,201910,2019,semestre 1,2019-02-01
33119021,201910,2019,semestre 1,2019-02-01
55614013,201910,2019,semestre 1,2019-02-01
33313541,201910,2019,semestre 1,2019-02-01
66415526,201910,2019,semestre 1,2019-02-01
77417043,201910,2019,semestre 1,2019-02-01
66419081,201910,2019,semestre 1,2019-02-01
95219005,201910,2019,semestre 1,2019-02-01
33317004,201910,2019,semestre 1,2019-02-01
66415535,201910,2019,semestre 1,2019-02-01
66416085,201910,2019,semestre 1,2019-02-01
77414526,201910,2019,semestre 1,2019-02-01
66417085,201910,2019,semestre 1,2019-02-01
33216522,201910,2019,semestre 1,2019-02-01
11715011,201910,2019,semestre 1,2019-02-01
33119027,201910,2019,semestre 1,2019-02-01
66419068,201910,2019,semestre 1,2019-02-01
66117021,201910,2019,semestre 1,2019-02-01
66419111,201910,2019,semestre 1,2019-02-01
55716034,201910,2019,semestre 1,2019-02-01
88117004,201910,2019,semestre 1,2019-02-01
99819507,201910,2019,semestre 1,2019-02-01
55517013,201910,2019,semestre 1,2019-02-01
66416070,201910,2019,semestre 1,2019-02-01
77116029,201910,2019,semestre 1,2019-02-01
98818504,201910,2019,semestre 1,2019-02-01
11715001,201910,2019,semestre 1,2019-02-01
66417101,201910,2019,semestre 1,2019-02-01
11711044,201910,2019,semestre 1,2019-02-01
11914503,201910,2019,semestre 1,2019-02-01
55314527,201910,2019,semestre 1,2019-02-01
66416097,201910,2019,semestre 1,2019-02-01
66317011,201910,2019,semestre 1,2019-02-01
66515011,201910,2019,semestre 1,2019-02-01
33217502,201910,2019,semestre 1,2019-02-01
33313067,201910,2019,semestre 1,2019-02-01
11915003,201910,2019,semestre 1,2019-02-01
66517021,201910,2019,semestre 1,2019-02-01
66417592,201910,2019,semestre 1,2019-02-01
33110553,201910,2019,semestre 1,2019-02-01
66419108,201910,2019,semestre 1,2019-02-01
33315507,201910,2019,semestre 1,2019-02-01
77118017,201910,2019,semestre 1,2019-02-01
55517504,201910,2019,semestre 1,2019-02-01
55619005,201910,2019,semestre 1,2019-02-01
66617572,201910,2019,semestre 1,2019-02-01
66219013,201910,2019,semestre 1,2019-02-01
93919015,201910,2019,semestre 1,2019-02-01
66415592,201910,2019,semestre 1,2019-02-01
33115511,201910,2019,semestre 1,2019-02-01
11719020,201910,2019,semestre 1,2019-02-01
66416604,201910,2019,semestre 1,2019-02-01
66118049,201910,2019,semestre 1,2019-02-01
55516508,201910,2019,semestre 1,2019-02-01
66416564,201910,2019,semestre 1,2019-02-01
66414039,201910,2019,semestre 1,2019-02-01
66516018,201910,2019,semestre 1,2019-02-01
88115514,201910,2019,semestre 1,2019-02-01
55716032,201910,2019,semestre 1,2019-02-01
92819017,201910,2019,semestre 1,2019-02-01
77418021,201910,2019,semestre 1,2019-02-01
66419121,201910,2019,semestre 1,2019-02-01
66215001,201910,2019,semestre 1,2019-02-01
88116005,201910,2019,semestre 1,2019-02-01
66415620,201910,2019,semestre 1,2019-02-01
66416621,201910,2019,semestre 1,2019-02-01
66412515,201910,2019,semestre 1,2019-02-01
77419001,201910,2019,semestre 1,2019-02-01
66615049,201910,2019,semestre 1,2019-02-01
90518512,201910,2019,semestre 1,2019-02-01
66418519,201910,2019,semestre 1,2019-02-01
55519001,201910,2019,semestre 1,2019-02-01
55515036,201910,2019,semestre 1,2019-02-01
93019002,201910,2019,semestre 1,2019-02-01
33217025,201910,2019,semestre 1,2019-02-01
77115517,201910,2019,semestre 1,2019-02-01
66119034,201910,2019,semestre 1,2019-02-01
66517514,201910,2019,semestre 1,2019-02-01
33215047,201910,2019,semestre 1,2019-02-01
11815004,201910,2019,semestre 1,2019-02-01
11607008,201910,2019,semestre 1,2019-02-01
55117515,201910,2019,semestre 1,2019-02-01
97319004,201910,2019,semestre 1,2019-02-01
77219012,201910,2019,semestre 1,2019-02-01
33313021,201910,2019,semestre 1,2019-02-01
77414527,201910,2019,semestre 1,2019-02-01
66417590,201910,2019,semestre 1,2019-02-01
66417062,201910,2019,semestre 1,2019-02-01
33118515,201910,2019,semestre 1,2019-02-01
77118510,201910,2019,semestre 1,2019-02-01
55316008,201910,2019,semestre 1,2019-02-01
66114027,201910,2019,semestre 1,2019-02-01
66514501,201910,2019,semestre 1,2019-02-01
93018502,201910,2019,semestre 1,2019-02-01
66415595,201910,2019,semestre 1,2019-02-01
66415603,201910,2019,semestre 1,2019-02-01
66617558,201910,2019,semestre 1,2019-02-01
55515029,201910,2019,semestre 1,2019-02-01
55614514,201910,2019,semestre 1,2019-02-01
66416004,201910,2019,semestre 1,2019-02-01
33315501,201910,2019,semestre 1,2019-02-01
55515510,201910,2019,semestre 1,2019-02-01
55715012,201910,2019,semestre 1,2019-02-01
66414556,201910,2019,semestre 1,2019-02-01
66615528,201910,2019,semestre 1,2019-02-01
33115025,201910,2019,semestre 1,2019-02-01
88114025,201910,2019,semestre 1,2019-02-01
33316040,201910,2019,semestre 1,2019-02-01
88119010,201910,2019,semestre 1,2019-02-01
55716013,201910,2019,semestre 1,2019-02-01
88217027,201910,2019,semestre 1,2019-02-01
99519002,201910,2019,semestre 1,2019-02-01
33319026,201910,2019,semestre 1,2019-02-01
66518014,201910,2019,semestre 1,2019-02-01
66116023,201910,2019,semestre 1,2019-02-01
55714534,201910,2019,semestre 1,2019-02-01
88115008,201910,2019,semestre 1,2019-02-01
98719005,201910,2019,semestre 1,2019-02-01
66117032,201910,2019,semestre 1,2019-02-01
66317503,201910,2019,semestre 1,2019-02-01
55217001,201910,2019,semestre 1,2019-02-01
55315011,201910,2019,semestre 1,2019-02-01
66415087,201910,2019,semestre 1,2019-02-01
33317037,201910,2019,semestre 1,2019-02-01
66419061,201910,2019,semestre 1,2019-02-01
66116527,201910,2019,semestre 1,2019-02-01
66115022,201910,2019,semestre 1,2019-02-01
66219004,201910,2019,semestre 1,2019-02-01
88116044,201910,2019,semestre 1,2019-02-01
88217034,201910,2019,semestre 1,2019-02-01
66416134,201910,2019,semestre 1,2019-02-01
66415573,201910,2019,semestre 1,2019-02-01
55417518,201910,2019,semestre 1,2019-02-01
55611034,201910,2019,semestre 1,2019-02-01
77114523,201910,2019,semestre 1,2019-02-01
33314016,201910,2019,semestre 1,2019-02-01
66416517,201910,2019,semestre 1,2019-02-01
77116519,201910,2019,semestre 1,2019-02-01
55514055,201910,2019,semestre 1,2019-02-01
33216017,201910,2019,semestre 1,2019-02-01
66416544,201910,2019,semestre 1,2019-02-01
66415054,201910,2019,semestre 1,2019-02-01
77414022,201910,2019,semestre 1,2019-02-01
77414512,201910,2019,semestre 1,2019-02-01
88117030,201910,2019,semestre 1,2019-02-01
66416045,201910,2019,semestre 1,2019-02-01
66412038,201910,2019,semestre 1,2019-02-01
77215508,201910,2019,semestre 1,2019-02-01
66514503,201910,2019,semestre 1,2019-02-01
66119014,201910,2019,semestre 1,2019-02-01
66415602,201910,2019,semestre 1,2019-02-01
33115506,201910,2019,semestre 1,2019-02-01
33111547,201910,2019,semestre 1,2019-02-01
66118508,201910,2019,semestre 1,2019-02-01
33316021,201910,2019,semestre 1,2019-02-01
66116522,201910,2019,semestre 1,2019-02-01
66619014,201910,2019,semestre 1,2019-02-01
66517501,201910,2019,semestre 1,2019-02-01
66416605,201910,2019,semestre 1,2019-02-01
66417571,201910,2019,semestre 1,2019-02-01
66118046,201910,2019,semestre 1,2019-02-01
55316047,201910,2019,semestre 1,2019-02-01
66614536,201910,2019,semestre 1,2019-02-01
93018507,201910,2019,semestre 1,2019-02-01
66515012,201910,2019,semestre 1,2019-02-01
66418575,201910,2019,semestre 1,2019-02-01
66116022,201910,2019,semestre 1,2019-02-01
66416006,201910,2019,semestre 1,2019-02-01
66617574,201910,2019,semestre 1,2019-02-01
33118510,201910,2019,semestre 1,2019-02-01
55515022,201910,2019,semestre 1,2019-02-01
55719014,201910,2019,semestre 1,2019-02-01
55614517,201910,2019,semestre 1,2019-02-01
77317010,201910,2019,semestre 1,2019-02-01
66417018,201910,2019,semestre 1,2019-02-01
55218009,201910,2019,semestre 1,2019-02-01
77416010,201910,2019,semestre 1,2019-02-01
55716525,201910,2019,semestre 1,2019-02-01
66617063,201910,2019,semestre 1,2019-02-01
33218511,201910,2019,semestre 1,2019-02-01
88119004,201910,2019,semestre 1,2019-02-01
66515009,201910,2019,semestre 1,2019-02-01
66315501,201910,2019,semestre 1,2019-02-01
33314531,201910,2019,semestre 1,2019-02-01
66514502,201910,2019,semestre 1,2019-02-01
88115534,201910,2019,semestre 1,2019-02-01
66417076,201910,2019,semestre 1,2019-02-01
66419017,201910,2019,semestre 1,2019-02-01
77115526,201910,2019,semestre 1,2019-02-01
33312069,201910,2019,semestre 1,2019-02-01
55514541,201910,2019,semestre 1,2019-02-01
66415010,201910,2019,semestre 1,2019-02-01
66416090,201910,2019,semestre 1,2019-02-01
66419009,201910,2019,semestre 1,2019-02-01
66414094,201910,2019,semestre 1,2019-02-01
66411572,201910,2019,semestre 1,2019-02-01
33116019,201910,2019,semestre 1,2019-02-01
95219012,201910,2019,semestre 1,2019-02-01
66413502,201910,2019,semestre 1,2019-02-01
90118518,201910,2019,semestre 1,2019-02-01
66317510,201910,2019,semestre 1,2019-02-01
66417522,201910,2019,semestre 1,2019-02-01
66415594,201910,2019,semestre 1,2019-02-01
55517517,201910,2019,semestre 1,2019-02-01
33217013,201910,2019,semestre 1,2019-02-01
77317511,201910,2019,semestre 1,2019-02-01
55318504,201910,2019,semestre 1,2019-02-01
33215001,201910,2019,semestre 1,2019-02-01
66119010,201910,2019,semestre 1,2019-02-01
98818515,201910,2019,semestre 1,2019-02-01
66417549,201910,2019,semestre 1,2019-02-01
66418503,201910,2019,semestre 1,2019-02-01
88116020,201910,2019,semestre 1,2019-02-01
33314508,201910,2019,semestre 1,2019-02-01
66414080,201910,2019,semestre 1,2019-02-01
66113525,201910,2019,semestre 1,2019-02-01
88115007,201910,2019,semestre 1,2019-02-01
77116009,201910,2019,semestre 1,2019-02-01
66113520,201910,2019,semestre 1,2019-02-01
66416512,201910,2019,semestre 1,2019-02-01
11815518,201910,2019,semestre 1,2019-02-01
66418515,201910,2019,semestre 1,2019-02-01
77416512,201910,2019,semestre 1,2019-02-01
90218507,201910,2019,semestre 1,2019-02-01
66116008,201910,2019,semestre 1,2019-02-01
66412003,201910,2019,semestre 1,2019-02-01
66414038,201910,2019,semestre 1,2019-02-01
66417562,201910,2019,semestre 1,2019-02-01
33315024,201910,2019,semestre 1,2019-02-01
66417514,201910,2019,semestre 1,2019-02-01
55711054,201910,2019,semestre 1,2019-02-01
95517504,201910,2019,semestre 1,2019-02-01
77416027,201910,2019,semestre 1,2019-02-01
66617550,201910,2019,semestre 1,2019-02-01
33318042,201910,2019,semestre 1,2019-02-01
66416548,201910,2019,semestre 1,2019-02-01
55614512,201910,2019,semestre 1,2019-02-01
98419020,201910,2019,semestre 1,2019-02-01
77118028,201910,2019,semestre 1,2019-02-01
55715543,201910,2019,semestre 1,2019-02-01
90819001,201910,2019,semestre 1,2019-02-01
66418104,201910,2019,semestre 1,2019-02-01
55715035,201910,2019,semestre 1,2019-02-01
66118524,201910,2019,semestre 1,2019-02-01
66116029,201910,2019,semestre 1,2019-02-01
66417155,201910,2019,semestre 1,2019-02-01
66416014,201910,2019,semestre 1,2019-02-01
88118018,201910,2019,semestre 1,2019-02-01
66414506,201910,2019,semestre 1,2019-02-01
66617510,201910,2019,semestre 1,2019-02-01
66416579,201910,2019,semestre 1,2019-02-01
66116019,201910,2019,semestre 1,2019-02-01
66416587,201910,2019,semestre 1,2019-02-01
66414553,201910,2019,semestre 1,2019-02-01
77215018,201910,2019,semestre 1,2019-02-01
66419160,201910,2019,semestre 1,2019-02-01
66117012,201910,2019,semestre 1,2019-02-01
55617512,201910,2019,semestre 1,2019-02-01
66617042,201910,2019,semestre 1,2019-02-01
66417047,201910,2019,semestre 1,2019-02-01
11715006,201910,2019,semestre 1,2019-02-01
88114505,201910,2019,semestre 1,2019-02-01
66618041,201910,2019,semestre 1,2019-02-01
33216020,201910,2019,semestre 1,2019-02-01
95017501,201910,2019,semestre 1,2019-02-01
66514015,201910,2019,semestre 1,2019-02-01
66117027,201910,2019,semestre 1,2019-02-01
66218504,201910,2019,semestre 1,2019-02-01
66517504,201910,2019,semestre 1,2019-02-01
66116005,201910,2019,semestre 1,2019-02-01
66613513,201910,2019,semestre 1,2019-02-01
66414046,201910,2019,semestre 1,2019-02-01
77115007,201910,2019,semestre 1,2019-02-01
11715019,201910,2019,semestre 1,2019-02-01
11318507,201910,2019,semestre 1,2019-02-01
91612514,201910,2019,semestre 1,2019-02-01
66414529,201910,2019,semestre 1,2019-02-01
33314522,201910,2019,semestre 1,2019-02-01
66116047,201910,2019,semestre 1,2019-02-01
66419030,201910,2019,semestre 1,2019-02-01
33317041,201910,2019,semestre 1,2019-02-01
33317029,201910,2019,semestre 1,2019-02-01
93018506,201910,2019,semestre 1,2019-02-01
55714060,201910,2019,semestre 1,2019-02-01
55216527,201910,2019,semestre 1,2019-02-01
11718006,201910,2019,semestre 1,2019-02-01
55714537,201910,2019,semestre 1,2019-02-01
66415089,201910,2019,semestre 1,2019-02-01
77217012,201910,2019,semestre 1,2019-02-01
55317023,201910,2019,semestre 1,2019-02-01
55715080,201910,2019,semestre 1,2019-02-01
66619036,201910,2019,semestre 1,2019-02-01
55516530,201910,2019,semestre 1,2019-02-01
66617016,201910,2019,semestre 1,2019-02-01
66416536,201910,2019,semestre 1,2019-02-01
55216509,201910,2019,semestre 1,2019-02-01
66417117,201910,2019,semestre 1,2019-02-01
88114503,201910,2019,semestre 1,2019-02-01
66414545,201910,2019,semestre 1,2019-02-01
66115513,201910,2019,semestre 1,2019-02-01
98419004,201910,2019,semestre 1,2019-02-01
33119025,201910,2019,semestre 1,2019-02-01
33217507,201910,2019,semestre 1,2019-02-01
77417525,201910,2019,semestre 1,2019-02-01
66615032,201910,2019,semestre 1,2019-02-01
33316075,201910,2019,semestre 1,2019-02-01
77116032,201910,2019,semestre 1,2019-02-01
33113009,201910,2019,semestre 1,2019-02-01
77115510,201910,2019,semestre 1,2019-02-01
77217507,201910,2019,semestre 1,2019-02-01
77119015,201910,2019,semestre 1,2019-02-01
66417152,201910,2019,semestre 1,2019-02-01
33117517,201910,2019,semestre 1,2019-02-01
55617015,201910,2019,semestre 1,2019-02-01
66218011,201910,2019,semestre 1,2019-02-01
33316043,201910,2019,semestre 1,2019-02-01
33313523,201910,2019,semestre 1,2019-02-01
33318529,201910,2019,semestre 1,2019-02-01
55517032,201910,2019,semestre 1,2019-02-01
33319006,201910,2019,semestre 1,2019-02-01
88214531,201910,2019,semestre 1,2019-02-01
66417073,201910,2019,semestre 1,2019-02-01
55717013,201910,2019,semestre 1,2019-02-01
88217003,201910,2019,semestre 1,2019-02-01
66115034,201910,2019,semestre 1,2019-02-01
33317010,201910,2019,semestre 1,2019-02-01
66316011,201910,2019,semestre 1,2019-02-01
66616024,201910,2019,semestre 1,2019-02-01
66413069,201910,2019,semestre 1,2019-02-01
55714553,201910,2019,semestre 1,2019-02-01
33311059,201910,2019,semestre 1,2019-02-01
88217508,201910,2019,semestre 1,2019-02-01
66417001,201910,2019,semestre 1,2019-02-01
77114016,201910,2019,semestre 1,2019-02-01
55718516,201910,2019,semestre 1,2019-02-01
77217514,201910,2019,semestre 1,2019-02-01
66318502,201910,2019,semestre 1,2019-02-01
88115524,201910,2019,semestre 1,2019-02-01
77116020,201910,2019,semestre 1,2019-02-01
55217031,201910,2019,semestre 1,2019-02-01
66418582,201910,2019,semestre 1,2019-02-01
66414023,201910,2019,semestre 1,2019-02-01
66419155,201910,2019,semestre 1,2019-02-01
66419095,201910,2019,semestre 1,2019-02-01
33315022,201910,2019,semestre 1,2019-02-01
66414551,201910,2019,semestre 1,2019-02-01
95018506,201910,2019,semestre 1,2019-02-01
66418010,201910,2019,semestre 1,2019-02-01
66514507,201910,2019,semestre 1,2019-02-01
66417079,201910,2019,semestre 1,2019-02-01
77216021,201910,2019,semestre 1,2019-02-01
66116509,201910,2019,semestre 1,2019-02-01
98819015,201910,2019,semestre 1,2019-02-01
77415530,201910,2019,semestre 1,2019-02-01
77119003,201910,2019,semestre 1,2019-02-01
77118032,201910,2019,semestre 1,2019-02-01
66416021,201910,2019,semestre 1,2019-02-01
66515026,201910,2019,semestre 1,2019-02-01
66518502,201910,2019,semestre 1,2019-02-01
77415517,201910,2019,semestre 1,2019-02-01
77116506,201910,2019,semestre 1,2019-02-01
88114508,201910,2019,semestre 1,2019-02-01
77214014,201910,2019,semestre 1,2019-02-01
66417025,201910,2019,semestre 1,2019-02-01
66415525,201910,2019,semestre 1,2019-02-01
33316013,201910,2019,semestre 1,2019-02-01
33217522,201910,2019,semestre 1,2019-02-01
66315002,201910,2019,semestre 1,2019-02-01
33116027,201910,2019,semestre 1,2019-02-01
92419002,201910,2019,semestre 1,2019-02-01
66416111,201910,2019,semestre 1,2019-02-01
66118008,201910,2019,semestre 1,2019-02-01
94317505,201910,2019,semestre 1,2019-02-01
66419148,201910,2019,semestre 1,2019-02-01
33318037,201910,2019,semestre 1,2019-02-01
66418097,201910,2019,semestre 1,2019-02-01
66416139,201910,2019,semestre 1,2019-02-01
88118005,201910,2019,semestre 1,2019-02-01
77215003,201910,2019,semestre 1,2019-02-01
55715545,201910,2019,semestre 1,2019-02-01
66416628,201910,2019,semestre 1,2019-02-01
66415013,201910,2019,semestre 1,2019-02-01
55417510,201910,2019,semestre 1,2019-02-01
77113023,201910,2019,semestre 1,2019-02-01
55517509,201910,2019,semestre 1,2019-02-01
33314049,201910,2019,semestre 1,2019-02-01
66618018,201910,2019,semestre 1,2019-02-01
88116504,201910,2019,semestre 1,2019-02-01
55417523,201910,2019,semestre 1,2019-02-01
33316042,201910,2019,semestre 1,2019-02-01
66417138,201910,2019,semestre 1,2019-02-01
33215521,201910,2019,semestre 1,2019-02-01
66317002,201910,2019,semestre 1,2019-02-01
66413101,201910,2019,semestre 1,2019-02-01
66417552,201910,2019,semestre 1,2019-02-01
55614006,201910,2019,semestre 1,2019-02-01
77119025,201910,2019,semestre 1,2019-02-01
33115513,201910,2019,semestre 1,2019-02-01
66115512,201910,2019,semestre 1,2019-02-01
66616556,201910,2019,semestre 1,2019-02-01
77114504,201910,2019,semestre 1,2019-02-01
88114022,201910,2019,semestre 1,2019-02-01
33311039,201910,2019,semestre 1,2019-02-01
77418037,201910,2019,semestre 1,2019-02-01
88117513,201910,2019,semestre 1,2019-02-01
98419015,201910,2019,semestre 1,2019-02-01
66415598,201910,2019,semestre 1,2019-02-01
88116001,201910,2019,semestre 1,2019-02-01
66417064,201910,2019,semestre 1,2019-02-01
55118015,201910,2019,semestre 1,2019-02-01
55117511,201910,2019,semestre 1,2019-02-01
77415004,201910,2019,semestre 1,2019-02-01
66115504,201910,2019,semestre 1,2019-02-01
33316008,201910,2019,semestre 1,2019-02-01
88115519,201910,2019,semestre 1,2019-02-01
88216001,201910,2019,semestre 1,2019-02-01
33217023,201910,2019,semestre 1,2019-02-01
55316014,201910,2019,semestre 1,2019-02-01
11716510,201910,2019,semestre 1,2019-02-01
97319001,201910,2019,semestre 1,2019-02-01
55118010,201910,2019,semestre 1,2019-02-01
33315055,201910,2019,semestre 1,2019-02-01
66117050,201910,2019,semestre 1,2019-02-01
66116030,201910,2019,semestre 1,2019-02-01
66116520,201910,2019,semestre 1,2019-02-01
33314535,201910,2019,semestre 1,2019-02-01
98418512,201910,2019,semestre 1,2019-02-01
66616015,201910,2019,semestre 1,2019-02-01
66416062,201910,2019,semestre 1,2019-02-01
55714520,201910,2019,semestre 1,2019-02-01
88216520,201910,2019,semestre 1,2019-02-01
11713021,201910,2019,semestre 1,2019-02-01
33315018,201910,2019,semestre 1,2019-02-01
55718013,201910,2019,semestre 1,2019-02-01
66413047,201910,2019,semestre 1,2019-02-01
55218006,201910,2019,semestre 1,2019-02-01
